,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
2092,@LordDarthVader,@LordDarthVader,2020-11-25,Recordatorio 1: NO VACUNARSE. #YoNoMeVacuno,0
2093,Lord Vader,@mantisreligioso,2020-11-25,Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. #YoNoMeVacuno,0
2094,Lord Vader,@mantisreligioso,2020-11-25,Recordatorio 1. NO VACUNARSE. #YoNoMeVacuno,0
2095,ORU77,@oruoru77,2020-11-24,"Que dicen en la sexta que da igual que te vacunes,que sigues llevando el virus y lo puedes contagiar,por tanto las mascarillas para siempre,te das cuenta de que va ésto o seguimos dormidos ..?
#Yonomevacuno",0
2096,Lord Vader,@mantisreligioso,2020-11-24,Recordatorio 1. NO VACUNARSE #YoNoMeVacuno,0
2097,@LordDarthVader,@LordDarthVader,2020-11-24,Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. #YoNoMeVacuno,0
2098,@LordDarthVader,@LordDarthVader,2020-11-24,Recordatorio 1: NO VACUNARSE. #YoNoMeVacuno,0
2099,Nancy,@providaok,2020-11-24,"Nadie se va a va-cunar en Argentina #NoSomosCobayos #YoNoMeVacuno todo es una farsa. Al respirar a un mm de la nariz y la boca en un trapo, se forman colonias de virus, bacterias y hongos que se van pegando en la mucosa nasal y en el tracto respiratorio generando el famoso Covid.",0
2100,NLeon,@normableon,2020-11-24,Ayer pedían una vacuna a gritos. Hoy no saben si funciona pero ya dicen.. #YoNoMeVacuno,0
2101,ﾌﾉﾶ乇刀ﾑﾶ丂,@Jimena2020Sm,2020-11-24,Leo a tanto ignorante que habla de la vacuna  como salvación k al Covid.. Ustedes saben lo que les van a enchufar.. Gollan ya le dio a los abuelos vacunas vencidas en 2014. Dejen de ser tan ignorantes e ignorantas. Y entiendan que es solo otro negocio k #YoNoMeVacuno,0
2102,Lord Vader,@mantisreligioso,2020-11-24,Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. #YoNoMeVacuno,0
2103,Lord Vader,@mantisreligioso,2020-11-24,Recordatorio 1: NO VACUNARSE. #YoNoMeVacuno,0
2104,Clau,@ClauFernandez1,2020-11-23,algunas personas desarrollan gripe al darse la vacuna El gran rebrote imparable será post vacunación ? #yonomevacuno,0
2105,Acción Política de Democracia Digital,@APDD_es,2020-11-23,"Si la vacuna del covid mata a X% de las personas a las que se les pone, aunque estuvieran sanas previamente.

Será asumible.

Eso no llena camas de hospital y el ritmo lo marcan ellos.

Si asumen 400 muertos al día por que no van a asumir eso.

#YoNoMeVacuno, primero ellos.",0
2106,Lisa,@Lisa_Trebol,2020-11-23,"Los que van con el hashtag #YoNoMeVacuno o dicen que no se van a vacunar, que hubiera de nosotros de no haber dispuesto de la polio, sarampión, varicela, viruela, gripe..
Quien no se la quiera poner, que no lo haga, pero que no j a los demás que si estamos dispuestos a ponérnosla",0
2107,Jose,@Jose02644445,2020-11-23,"No se que efectos tendrán las vacunas del Covid-19, pero voy a empezar a ver series de zombis y cosas por el estilo para saber con sobrevivir. #COVID19, #TheWalkingDead
, #YoNoMeVacuno",0
2108,El30Mudo04Alejandro76SC,@MudoAlejandroSc,2020-11-23,"""La Verdad nos hará libres"" excepto en Facebook donde te suspenden 1 mes por decirla. #CensuraEnTwitter #NoALaIdeologiaDeGenero #NoAlAborto #Plandemia #YoNoMeVacuno",0
2109,@LordDarthVader,@LordDarthVader,2020-11-23,Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. #YoNoMeVacuno,0
2110,@LordDarthVader,@LordDarthVader,2020-11-23,"Recordatorio 1: NO VACUNARSE. 
#YoNoMeVacuno.",0
2111,@LordDarthVader,@LordDarthVader,2020-11-22,"La vacuna NO ES NECESARIA
#YoNoMeVacuno",0
2112,Lola MaReS,@LolaPeleona,2020-11-22,"Pedrito, el muñeco del gobierno de España está anunciando un plan de vacunación contra la covid. ¡Bicho! Paso y gano. #YoNoMevacuno",0
2113,ignasherry,@ignasherry,2020-11-22,"Que digo yo que con la que está cayendo, es súper necesario lo de abrir de nuevo el #Rastro en #Madrid

#YoConAlvise #YoNoTengoPresidente #YoNoMevacuno 
@ComunidadMadrid
 @MADRID
 @IdiazAyuso
 @AlmeidaPP_
 #FelizDomingo #restricciones #coronavirus #COVID",0
2114,poderciudadano,@poderciudadan,2020-11-22,Seré retorcido pero empiezo a pensar que las élites quieren el negocio de la inseminación para que puedan ser padres quien ellos quieran y controlar la población. #YoNoMeVacuno,0
2115,Lord Vader,@mantisreligioso,2020-11-22,Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. #YoNoMeVacuno,0
2116,Lord Vader,@mantisreligioso,2020-11-22,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2117,@LordDarthVader,@LordDarthVader,2020-11-22,"Recordatorio 2: LO POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2118,@LordDarthVader,@LordDarthVader,2020-11-22,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2119,El Azote del NOM,@elazotedelnom,2020-11-22,"En lugar de buscar una medicación que sane al ínfimo porcentaje que desarrolla síntomas graves de la enfermedad, quieren vacunar al total de la población con una vacuna que no ofrece ninguna garantía. Muy lógico todo. #COVIDー19 #YoNoMeVacuno",0
2120,Luchando x vivir en argentina,@beatriz_palmi,2020-11-22,#YoNoMeVacuno .       Todos los laboratorios fabricaron vacunas masivamente sin estar seguros la efectividad de la vacuna . Tampoco dan información y seguridad que una vez inoculada la vacuna en tu cuerpo tenga efectos secundarios ellos no se responsabilizan y eso no es confiable,0
2121,Andy Lescano Conese,@andreacbacap,2020-11-22,"La turba de machirules atacando a Carolina Losada. 
Que triste ser ustedes 
@carolinalosada
 
#PodemosHablar 
#YONOMEVACUNO
Decime gorila que me encanta",0
2122,Lord Vader,@mantisreligioso,2020-11-22,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS (Gilgo Insfran, Gerardo Zamora, Schiaretti....)#YoNoMeVacuno",0
2123,Lord Vader,@mantisreligioso,2020-11-22,Recordatorio 1: NO VACUNARSE. #YoNoMeVacuno,0
2124,"Cristina Castello
41%",@CrisCastello01,2020-11-22,"#YoNoMeVacuno 
Cormillot es un inconsciente, deberían haberle sacado el título de médico hace rato
La vacuna puede ser un veneno
Ya lo dijo GGG: es para ELIMINAR a los contagiados

#MesazaEnCasa",0
2125,@LordDarthVader,@LordDarthVader,2020-11-21,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno.",0
2126,Lord Vader,@mantisreligioso,2020-11-21,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2127,Claudia Webers,@ClaudiaWebers,2020-11-20,"Los mayores en residencias los primeros en la cola de la vacuna transgénica...y los sanitarios...si algo sale fatal (mortal) el Gobierno dirá que es la ""milésima"" ola del #COVID19 
#Resistencia #YoNoMeVacuno",0
2128,Lord Vader,@mantisreligioso,2020-11-20,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS
#YoNoMeVacuno",0
2129,Lord Vader,@mantisreligioso,2020-11-20,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2130,@LordDarthVader,@LordDarthVader,2020-11-20,Recordatorio 2:: LOS POLÍTICOS SON NUESTROS ENEMIGOS. #YoNoMeVacuno,0
2131,@LordDarthVader,@LordDarthVader,2020-11-20,Recordatorio 1: NO VACUNARSE. #YoNoMeVacuno,0
2132,@LordDarthVader,@LordDarthVader,2020-11-20,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2133,@LordDarthVader,@LordDarthVader,2020-11-20,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2134,Lord Vader,@mantisreligioso,2020-11-20,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2135,Lord Vader,@mantisreligioso,2020-11-20,"Recordatorio 1. NO VACUNARSE
#YoNoMeVacuno",0
2136,Verou,@Vero_Arabi,2020-11-20,"Militando los grupos antivacunas?? Si no cumple los requisitos básicos, no es militancia, es dos dedos de frente querido!!!
 
@Intratables
 
#YoNoMeVacuno",0
2137,Primera linea,@PrimeraLin3a,2020-11-19,"Ahora toda la maquinaria CORRUPTA LEGULEYA de la 
@udipopular
 del 
@PJudicialChile
 y del 
@PDC_Chile
 @PPD_Chile
 y 
@PSChile
 

ELLOS QUE SE CREEN ABOGADOS Y SON SOLO PAYASOS

SE MUEVEN PARA DEFENDER A ROZAS Y QUEDAR TODOS IMPUNES E INMUNES 

#Rozas
#SegundoRetiroAFP 
#YoNoMeVacuno",0
2138,ignasherry,@ignasherry,2020-11-19,"Los #bares #restaurantes y Centros Comerciales no son necesarios en este momento.... y punto.
#celaa #YoNoMevacuno #COVID19 #hosteleria #vacuna #Moderna #Pfizer",0
2139,Diane Cohn C,@DianeCohn68,2020-11-19,"El gobierno puede que no nos obligue a vacunarnos.
De eso se encargarán las aerolíneas, los bancos y hasta los supermercados.  No podremos comprar, vender ni comerciar sin la vacuna. 
¿Que tal no poder comprar alimentos sin el certificado?

#YoNoMeVacuno",0
2140,Bibiana.MDQ #PobreMiArgentina,@BibianaViana,2020-11-19,"Mirando ayer el emocionante y conmovedor spot pro vacuna de la colonia de aktores, reafirmo:
#YoNoMeVacuno
#CobayoUds",0
2141,Primera linea,@PrimeraLin3a,2020-11-19,"RESPUESTA PARA LA CHUKY Y DEMÁS QLIAOS

¿¿Ya tienen la vacuna ctm del #COVID19 para vivir hasta los 65 años???

¿¿Ya tienes los empleos perdidos ctm para el 62% que los perdió???

PACOS CULIAOS y udis sacoweas

#segundoretiro10xciento
#YoNoMeVacuno",0
2142,Santiago,@liquidcadmus,2020-11-19,"#Yonomevacuno #Noalavacunaobligatoria #Vacuna #RevolucionArgentina  
De acuerdo a los juicios de Nuremberg, inyectar a una persona con lo que sea, sin su consentimiento es una violación de los derechos humanos.",0
2143,@LordDarthVader,@LordDarthVader,2020-11-19,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. 
#YoNoMeVacuno",0
2144,@LordDarthVader,@LordDarthVader,2020-11-19,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2145,Lord Vader,@mantisreligioso,2020-11-19,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2146,Lord Vader,@mantisreligioso,2020-11-19,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2147,"Rajada, Cala",@Cala_Ratjada_es,2020-11-18,"Vamos que os la quitan de las manos.....la carrera por la vacuna del #Covid_19 ya no es por alcanzar la meta, ahora es por el #%. #yonomevacuno",0
2148,El Carapintada,@ECarapintada,2020-11-18,"Deja de chamuyar a la gente con la vacuna Albertitere , ya no sabes que decir viejo gaga.
#yonomevacuno",0
2149,ignasherry,@ignasherry,2020-11-18,"A ver ministro:
La A con la R... AR
La G con la U y la I... GUI
La N con la E... NE
La G con la U la I y la N... GUÍN
Y ahora todo junto y sin respirar ARGUINEGUÍN

#MarlaskaDimision #Arguineguín #Marlaska #Canarias #vacunas #COVID19 #YoNoMeVacuno",0
2150,AlejandroCastle,@AlejoCastle0,2020-11-18,"PREGUNTA SERIA, ¿ES MEJOR EMIGRAR O QUEDARSE AQUI EN VENEZUELA? Espero ver sus respuesta.n
PD. Rápido antes que me termine de joder.
#BetoOrtiz #Venezuela #VenezuelaAbiertaAlFuturo #venezuelalibre #YoNoMeVacuno",0
2151,Lord Vader,@mantisreligioso,2020-11-18,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2152,Lord Vader,@mantisreligioso,2020-11-18,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2153,@LordDarthVader,@LordDarthVader,2020-11-18,Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. #YoNoMeVacuno,0
2154,@LordDarthVader,@LordDarthVader,2020-11-18,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2155,Jesús,@Jess90052262,2020-11-18,"#YoNoMeVacuno
Mi hijo enfermo crónico por el efecto adverso de la vacuna triaxis de Sanofi (sindrome ASIA post vacunación) y condenado a consumir un medicamento de por vida del mismo laboratorio que le enveneno. Casualidad? No. Negocio perfecto",0
2156,@LordDarthVader,@LordDarthVader,2020-11-17,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2157,@LordDarthVader,@LordDarthVader,2020-11-17,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2158,TiZe/ward,@tizeloveritalin,2020-11-17,"Me vi Megan is Missing me traume ? No pero me dejo un repulsivo horrible y mas la escena del barril 
#meganismissing #Megan #TerrorismoNuncaMas #YoNoMeVacuno #terror #feminismo#niunamenos",0
2159,Lord Vader,@mantisreligioso,2020-11-17,"LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2160,Lord Vader,@mantisreligioso,2020-11-17,"NO VACUNARSE
#YoNoMeVacuno",0
2161,Odin 88,@odin_88,2020-11-17,"Es hoy. 
No ayer. 
#LadronaDeLaNacionArgentina
#ElPeorGobiernoDeLaHistoria 
#ElPeorPresidenteDeLaHistoria 
#cfkescleptocracia 
#DictaduraK
#INFECTADURA
#CFKLadronaDeLaNacionArgentina 
#YoNoMeVacuno 
#Plandemia 
#AbranLasEscuelas 
Es hoy, no ayer .",0
2162,sonialamorena,@sonialamorena2,2020-11-17,"Asumir más riesgos con una vacuna 
 ,que con la propia enfermedad por la que te vacunas, es así ¿verdad? #YoNoMeVacuno",0
2163,LightWarrior,@maodarve,2020-11-17,#YoNoMeVacuno. Mi genética no me la van a modificar...,0
2164,Voz disidente,@VDisidente,2020-11-17,"Ningun lider mundial dice #YoNoMeVacuno , asi que os vuelvo a recordar que en esta lucha solo estamos nosotros el pueblo contra ellos,TODOS ESTAN EN EL AJO",0
2165,Yael Casas,@Yael_caasas,2020-11-17,"No he hecho ni un pito de todas las tareas que tenía pendientes. 
Estado: #YoNoMeVacuno",0
2166,Arriba Shitpost Xd,@xd_arriba,2020-11-17,"Ok, me acabo de dar cuenta que las tendencias de esto son una mrd, que es eso de #YoNoMeVacuno o #SiHayAbortoSalimosTodos , por dios, como va la humanidad xd, por gente que apoya tendencias como las anteriores es que la humanidad no habanza xd",0
2167,@LordDarthVader,@LordDarthVader,2020-11-17,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. 
#YoNoMeVacuno",0
2168,@LordDarthVader,@LordDarthVader,2020-11-17,"Rcordatorio 1: NO VACUNARSE. 
#YoNoMeVacuno",0
2169,Kama Gayatri Dasi,@GayatriDasi1,2020-11-17,"RECORDEMOS que vacunarse previene que una enfermedad que era mortal deje de serlo, NO PREVIENE CONTAGIAR A OTROS. Asi que si no me vacuno, solo arriesgo mi vida! 
#YoNoMeVacuno",0
2170,conspiraciones,@eldespertar160,2020-11-17,"JAJAJAJAJAJA
JAJAJAJAJAJAJA JAJAJAJAJAJAJA
EN MI PAIS DICEN QUE DESPERTARON PERO SALEN A PROTESTAR CON LA MASCARILLA 
EN FIN
Oigan...este # me sale en tendencias: 
Raro!: 
#YoNoMeVacuno",0
2171,Lord Vader,@mantisreligioso,2020-11-16,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2172,Reymon Allen,@Brujelio2,2020-11-16,"El Bronco  
@JaimeRdzNL
   bien  bronco alla en tabasco  y aqui   las estaciones de bomberos  cerrando  por falta de recursos   
.....   no words #NuevoLeon #YoNoMeVacuno 
@QuePasaEnSN
 @LoQuePasaEnNL",0
2173,El Azote del NOM,@elazotedelnom,2020-11-16,"¿Pfizer o Moderna? A los que dudan, les recomiendo una en cada brazo. #COVID19 #plandemia #YoNoMeVacuno",0
2174,El Facho del pueblo,@FlavioT74,2020-11-16,El problema con la vacuna rusa Sputnik V es que los actores que se la van a poner para generar conciencia son todos retrasados mentales... jamás podríamos averiguar si la vacuna tiene efectos neurológicos adversos #YoNoMeVacuno,0
2175,Lord Julius#sosprisi,@eliassrmo,2020-11-16,"Sigo esperando a que aquellos que gritaban en la sede del 
@psoe
 en #ferraz con #rivera NO el dia de las elecciones, salgan y digan con #Bildu SI. #disfrutenlovotado #YoNoMeVacuno #AMLONoApoyaATabasco #ElectionDay #Covid_19 #coronavirusEspana #iglesiasveteya",0
2176,@Wendoly_,@Wendoly_,2020-11-16,"No me voy a poner la vacuna, no confió en ése tipo de personas :), prefiero seguir teniendo, las medidas de precaución y tener cubrebocas, a ponerme la vacuna, si en él futuro veo qué es eficaz me la pondría, por el momento no gracias :) #Pfizer #YoNoMeVacuno",0
2177,@Wendoly_,@Wendoly_,2020-11-16,"Yo no sé ustedes, pero #YoNoMeVacuno",0
2178,No bajo ni con tere,@Matesitoooo,2020-11-16,"-queremos la vacuna albertoo #ElPeorGobiernoDeLaHistoria 
*Traen 2 vacunas distintas*
#YoNoMeVacuno #nosquierenmatar 
 #5g
En q quedamos??? Que boludo que es el macrista...",0
2179,Fefo Retro Point,@FefoRetroPoint,2020-11-16,Venga de donde venga.... #YoNoMeVacuno #VacunateVos,0
2180,Diario De Una Dura Ruptura,@DiarioDura,2020-11-16,Les gustaría conocer mi triste historia y seguir el diario de como voy a superar mi dura ruptura día a día? #auron #mariovaquerizo #YoNoMeVacuno #DiaDeMuertos #AMLONoApoyaATabasco #ArgentinaSupportsTrump #Cybermonday2020 Willy #FuerzaAbuelaConSegundoRetiro,0
2181,FERNANDO CARRILLO V,@FERJEDY,2020-11-16,"Un ""categoría 5"" debería arrasar ..pero con el congreso ...

#VERGÜENZA 
#CongresoVERGÜENZANacional
#VerguenzaNacional 
#CORRUPCIÓN 
#Corruption 
#NoMásCORRUPCIÓN
#NOMÁSURIBISMO 
#Char 
#YoNoMeVacuno 
#COVID19 
#Corrupts",0
2182,Jessica Ochoa,@J_Ochoa_S,2020-11-16,"A mi que me pongan la vacuna Rusa por favor, porque si la gringa es tan efectiva para el COVID como el neoliberalismo para la economía ecuatoriana, mejor paso!!! #YoNoMeVacuno #Ecuador #COVID19",0
2183,Faranduloca,@Faranduloca4,2020-11-16,Si me dan el IFE 4 yo me vacunó AHRE JAJAJA #YoNoMeVacuno,0
2184,Marcel Del Río #NuevaConstitucionParaChile,@marcelprofePHDP,2020-11-16,"ENCUESTA

¿Por quién votará ud para presidente 2022-2026???

#MesaCentral #enacional 
#YoApruebo #ConvencionConstitucional #SegundoRetirodel10xciento #YoNoMeVacunoFiscal Carlos Gajardo
50 %
Mónica González
50 %
Ponce Lerou
0 %
4 votos
·
Resultados finales",0
2185,Epicurean,@GanymedeHr,2020-11-16,"Esos que creen que la FASE III solo lleva un par de meses en probar su efectividad casualmente son los mismos que creen en la honestidad de Cristina
 
#YoNoMeVacuno",0
2186,Lord Vader,@mantisreligioso,2020-11-16,"Recordatorio 1: NO VACUNARSE 
#YoNoMeVacuno",0
2187,Mat,@Mat86234831,2020-11-16,"A veces me pongo a pensar si el hecho de quedarme despierto toda la noche es por mi miedo irracional a que no me queda tiempo y trato de aprovecharlo al máximo o si solo es por insomnio 
 #insomnio #YoNoMeVacuno",0
2188,Carles Cruijff,@CruijffCarles,2020-11-16,"Fin de semana con fiebre, tos, dolor en el cuerpo... estoy destrozado!! Espero no tener el bicho!! #YoNoMeVacuno #infectad #testcorona #hastaloshuevos",0
2189,Angel Süneet,@AngelSuneet,2020-11-16,"Se dan cuenta que la mayoría de la gente en nuestro país que lanza diariamente frases motivadoras y reflexivas tiene un desmadre en su vida. 

#frases #diario #music #YoNoMeVacuno #DomingoDeGanarSeguidores #music",0
2190,Clois,@YClois,2020-11-16,"#100DiasparaEnamorarse 
@mega
 la 
@maneswett
 xfavor no hagan llorar a Mane Swett pésima actriz no convence a nadie ... no m gusta como mezclan 1tema tan importante como  lo trans con la frivolidad!! Mala comedia !  Salu2 #FuerzaAbuelaConSegundoRetiro #YoNoMeVacuno #abuelogobernador",0
2191,Nancy,@providaok,2020-11-16,"Nombran 1100 cargos para el co-ni-cet, esta banda será la luminaria na- cional que avalará todas las va-cunas. Recuerden no contamos más con el res-paldo ci-entífico del co-nicet. Lo que de ah-ora en más se di-ga será para m-anipular a la soci-edad. #YoNoMeVacuno #NoSomosCobayos",0
2192,El Viejo de la Bolsa,@elviejolabolsa,2020-11-16,"Quien fue el sorete q dejo de seguirme? Los tengo bien contados, tenía 1660 y ahora tengo uno menos.
El que deje de seguirme tendrá una muerte horrenda
#NocheDePerderSeguidores
#PutoElQueLee
#ElQueAbandonaPierde
#YoNoMeVacuno #Cybermonday2020 #ChampionsLeague #ARMYSelcaDay",0
2193,Ariel Squeff,@ArielSqueff1977,2020-11-16,"Promoción Ilimitada: “Dejo a libre disposición mi dosis para que utilicen mi vacuna la Gente de Bien”. 
#YoNoMeVacuno 
#pptbox 
@PPT_oficial",0
2194,Lautaro,@LautaroG2020,2020-11-16,"#YoNoMeVacuno con una vacuna que está en etapas de investigación.

Lamentablemente estamos siendo VICTIMAS de una JUGADA POLÍTICA y no de una campaña de salud consciente, responsable y seria.",0
2195,Luz Fara,@FaraonaArgenta,2020-11-16,"Dos cosas positivas saco del kirchnerismo y las vacunas.
1) la grieta sacó parientes y pseudos amigos K de mi lado.
2) la vacuna agrietó aún más y ahora se alejan los que quieren convencerme de vacunarme.
Menos gente de 
a mi alrededor. A)No soy ni seré- K 2) #YoNoMeVacuno",0
2196,Roxana Kasper #SoyDel41,@roxanakasper,2020-11-16,#PPTBOX No había visto tantos virus juntos #YoNoMeVacuno,0
2197,Roxana Kasper #SoyDel41,@roxanakasper,2020-11-16,#PPTBOX #Vacuna #YoNoMeVacuno #Gollan #elboludodelasemana esta largooooo,0
2198,@LordDarthVader,@LordDarthVader,2020-11-16,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS. 
#YoNoMeVacuno",0
2199,@LordDarthVader,@LordDarthVader,2020-11-16,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2200,Don Preguntón,@DonPreguntn3,2020-11-15,"#Mujeres de #Twitter , que es lo que mas les gusta comprar ???
#COVID19 #PeruDesperto #Feministas #Mundo #cyberday #YoNoMeVacuno #Cybermonday2020 #chilenas #Chile #vacunaCOVID19 #pandemia #Covid_19 #internet #MeganoticiasPrime #CHVNoticiasRopa
50 %
Perfumes
0 %
Calzado
0 %
Otra cosa (comentar que)
50 %
2 votos
·
Resultados finales",0
2201,@LordDarthVader,@LordDarthVader,2020-11-15,"Recordatorio 2: LOS POLÍTICOS SON  NUESTROS ENEMIGOS. 
#YoNoMeVacuno",0
2202,@LordDarthVader,@LordDarthVader,2020-11-15,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2203,Lord Vader,@mantisreligioso,2020-11-15,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.

#YoNoMeVacuno",0
2204,Lord Vader,@mantisreligioso,2020-11-15,"Recordatorio 1. NO VACUNARSE.
#YoNoMeVacuno",0
2205,Regina Phalange,@safeandsound_85,2020-11-15,Las locuras mías! #YoNoMeVacuno #FelizDomingo,0
2206,Daniel,@Daniel03186218,2020-11-15,La vacuna de la difteria es una mentira #YoNoMeVacuno,0
2207,Lord Vader,@mantisreligioso,2020-11-15,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2208,Lord Vader,@mantisreligioso,2020-11-15,"Recordatorio 1. NO VACUNARSE
#YoNoMeVacuno",0
2209,Patriarca (YIYO),@Patriar19099909,2020-11-15,"El progresista de Latinoamérica reniega contra su propia descendencia e historia, ""que los españoles y su colonización"" y esas cosas... Y lo distorsionado es que al día de hoy aún busquen culpables que paguen x hechos de siglos atrás.

#Chile #Antofagasta #COVID #YoNoMeVacuno",0
2210,Iɴᴅᴏ́ᴍɪᴛᴀ,@VeronicG__,2020-11-14,"Meses han pasado, y aún sigo preguntandome
¿Por qué ningún político de la ""elite chilensis"" ha muerto o se ha enfermado grave por Covid? 
#NuevoOrden
#Mafiosos
#NoCreoEnTuPandemia
#YoNoMeVacuno",0
2211,El Acomodador,@elacomodadorok,2020-11-14,Somos el único país que se alegró por la vacuna rusa o los demás son todos precavidos e inteligentes? #SputnikV #vacunacovid #YoNoMeVacuno #vacunarusa,0
2212,𝐉𝐔𝐀𝐍𝐌𝐀 𝐑𝐔𝐁𝐈𝐎,@JuanmaRubio8,2020-11-14,"#YoNoMeVacuno Viendo lo malo que se pone mi padre, y sólo se vacuna de la gripe, que del CoVID se vacune su pvta madre.
Quiero ver si con la vacuna la gente no se muere. ",0
2213,Mauricio Munita,@MunitaCh,2020-11-14,Ahora entendieron el mensaje cuando repartieron condones en las cajas de mercaderías?? Era para proteger el ojo. #YoNoMeVacuno #LordMontajes,0
2214,𝕭𝖎𝖑𝖑𝖊𝖙𝖎𝖓 𝕰𝖑𝖎𝖟𝖆𝖑𝖉𝖊,@billetevolador,2020-11-14,"Hoy el Bichiyalito 
@N1KC5
 va festesjar su cumple. 
#YoNoMeVacuno #SiHayAbortoSalimosTodos 
#SugarDaddys 
#sinmiedoalperreohp 
#pajagrupal 
#BuenFinAmazon 
#Socialite388 
#FelizCumpleAMLO 
#NuevoBillete100 
#ULTIMAHORA 
#HechosParaBrillar",0
2215,Gulpo Ponzález ,@lapulponetaa,2020-11-14,#YoNoMeVacuno JAJAJAJAJJAJAJA QUE ES ESTE HASHTAG??? TAN TROLO VAS A SER MAN,0
2216,perdigon perdido,@perdigonperdido,2020-11-14,"El día que OMS y medios desimformantes digan que el intercambio de fluidos genitales es peligroso, los borregos fabricados se van a hacerde la paja de por vida.

Nuestros politicuchos han entregado al pueblo a las farmacéuticas.

#YoNoMeVacuno",0
2217,Alberto,@alberto197040,2020-11-14,"#YoNoMeVacuno hoy porque no hay vacuna, apenas llegue si.",0
2218,Pablo Martin,@PabloMa50639939,2020-11-14,"Necesitamos a 
@vox_es
  en el Congreso.
 
1 -  Haz Retuit + Favorito
2 - Seguir a Quien Retuitean
3 - Seguir a Quien Te Siga
4 - #SiguemeYTeSigoVOX
  
#SiguemeYTeSigoEspaña
#SiguemeYTeSigoDeVuelta 
#YoNoMeVacuno",0
2219,@LordDarthVader,@LordDarthVader,2020-11-14,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2220,@LordDarthVader,@LordDarthVader,2020-11-14,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2221,Lord Vader,@mantisreligioso,2020-11-14,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2222,Lord Vader,@mantisreligioso,2020-11-14,"Recordatorio 1: NO VACUNARSE
#YoNoMeVacuno",0
2223,Dali,@dalilahe,2020-11-14,"Borracha, pero buena muchacha. #DiaDeMuertos #YoNoMeVacuno #BuenViernes",0
2224,༆,@JOSUEJi88577838,2020-11-14,"Síganme no quiero que me gane @varde18920264  
#YoNoMeVacuno #SiguemeYTeSigoAlInstante #JISOO𓆉𓃺 #MasterChefMx
 #uwu #BLACKPINK #NuevaChevroletS10 #DiaDeMuertos #Noviembre2020 #BuenasNochesMundo",0
2225,Konstanza,@kowerlinger,2020-11-14,La Pichi Taylor es la típica cuica promedio. Ahí uno se da cuenta que la mayoría son una basura aquí y en la quebra de ají #YoNoMeVacuno,0
