,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
4470,Gra La Turca Peronista,@VarelaSafi,2021-01-29,"#YoMeVacuno xq la derecha es anti vacuna, anti salud, anti vida. #YoMeVacuno cuando sea posible, porque la derecha avanza y mata, y nos quiere sometidos a los poderes transnacionales a los que ellos sirven. 
#CuidateDelCovid19 hay que llegar sanos a la vacuna.",1
4471,Eduardo Regueira,@eduregueira,2021-01-29,"Estamos viviendo un momento sanitario histórico, donde parte de nuestro laburo es salir a explicar o divulgar que ya existe un medicamento contra ese virus, que puede EVITAR MUERTES por la enfermedad que produce.

Paciencia, empatía y toda la información en la mesa.
#YoMeVacuno",1
4472,Victor Muñoz,@VictorMunoz1976,2021-01-29,"#YoMeVacuno hoy me llamaron para indicarme que sería vacunado a fin de mes
, el problema es que me dijeron que me corresponde recibir la vacuna en el estadio de la U...... Voy a morir!!!!!!!! ",1
4473,"The
always shines on tv",@alegalvezp,2021-01-29," Participe como voluntaria en el estudio fase III de la vacuna Cimer .. ojalá no me haya tocado placebo!! 
#estudiocimer #cimer #vacunacimer 
 #YoMeVacuno",1
4474,wandelin freire arra,@WfaArra,2021-01-29,Han pensado que se asignarán una cantidad X de vacunas x municipio ¿Qué harán con la población flotante que quiera vacunarse en un municipio que no corresponde a su domicilio? Creo que no lo han pensado éstos GENIOS #YoMeVacuno,1
4475,Sandra,@sandramanyaok,2021-01-29,"Hijo de puta comunista mugriento con lo que han robado cuestionan el viaje del Hercules a buscar los freezers para vacunas no tienen verguenza @gerardonuñez con lo qe robo Sendic se paga 
@Batllistas_uy
 @PartidoColorado
 @JavierGarcia_Uy
 #YoMeVacuno",1
4476,Tesa Salvatori,@Tesanet,2021-01-29,"Hoy le han puesto a mi madre la segunda dosis de la vacuna 
 y está encantada 
 #YoMeVacuno cuando me toque, claro ",1
4477,Ove,@La_Ove,2021-01-29,A ver si les influencers SIRVEN DE ALGO ALGUNA VEZ EN LA VIDA y empiezan a machacar con el #YoMeVacuno gracias por nada. Bai.,1
4478,FERNANDO PICADO,@joferpicado,2021-01-29,"Yo soy partidario que toda la gente que se a puesto la vacuna covid-19 sin esperar su turno que se ponga la segunda dosis. Pero que hagan trabajos para la comunidad cuando estén inmunizados ayudando en los hospitales.  

#COVIDー19 #COVID19 #YoMeVacuno #VacunasCOVID19",1
4479,N N C,@nataly_ncc,2021-01-29,"Soy trentenials 
 Hoy escuchando música pop de mi época adolescente, los 90’(Spice, BSB, Britney, etc) mi mente hacia las coreografías.. mi cuerpo con suerte seguía el paso con los dedos 
 falta movimiento en mi vida 
 #chaosedentarismo #YoMeVacuno",1
4480,Ismael ,@Ismaeligg,2021-01-29,"Por favor vacunas masivas yaaa!!
No podemos vivir más con miedo a contagiarse y pensar que te puedes morir. Por favor, 
@desdelamoncloa
 @sanchezcastejon
 @CarolinaDarias
 @sanidadgob
#YoMeVacuno

¡Para todos quedarse en casa y salir para lo necesario!",1
4481,Enfermería y Gestión Sanitaria,@EnferGestion,2021-01-29,"Ya tengo fecha para la segunda dosis 
  #YoMeVacuno",1
4482,Armando Frias,@Armando_Frias_,2021-01-29,"Para la vacuna #SputnikV que me anoten en la lista.

#YoMeVacuno
#AMLOLujoDePresidente",1
4483,Luisa Ballentine,@BallentineLuisa,2021-01-29,"lo de la vacuna me provoca tanta ilusión y tanta ansiedad por cómo se está gestionando, que me dan ganas de ayudar, weón! no sé, QUÉ NECESITAN???!!!!! hagámoslo posible! concretemos el milagro! #YoMeVacuno #MiMamiPrimeroPorFavor",1
4484,Vacuna_covid19,@Vacunacovid8,2021-01-29,"¿QUIERES QUE ENTRE DENTRO DE TU CUERPO?  #YoMeVacuno #YoNoMeVacuno #COVIDー19 #COVID19SI
0 %
NO
0 %
NO LO SE 
0 %
0 votos
·
Resultados finales",1
4485,𝓦𝓪𝓿𝓮𝓻𝓵𝔂,@Waverly26,2021-01-29,"Pues después del tiempo reglamentario, 21 días, ya me han puesto la segunda dosis de la vacuna de #Pfizer y como en la anterior dosis, dolor de brazo. A día de hoy sigo sin entender porque gente que no se la ha puesto recomienda no ponerla...
 #YoMeVacuno #vacunate",1
4486,Diputada Joanna Pérez,@joannaperezolea,2021-01-29,"Cuando me corresponda según el calendario establecido por la autoridad sanitaria, #YoMeVacuno, porque se la importancia de la vida en comunidad y del rol que cada uno juega y jugará en el control esta pandemia.",1
4487,Mafalda,@mafaldagallego,2021-01-29,Las vacunas llegan el 29 de febrero #YoMeVacuno #VacunasCOVID19 #asiloqueri,1
4488,#Apruebo PASCUALA,@Pascuasoto,2021-01-29,"Para los enfermos crónicos como yo, que se atienden en el sistema privado, hoy la Dr. Izquia Siches ,en CHV, recomendó solicitar certificado a su médico de cabecera para probar enfermedad a la hora de vacunarse. Hágalo con tiempo.  #YoMeVacuno #Fonasa #Isapre #Salud",1
4489,CaricaturistaTuitero,@chrissval13,2021-01-29,"Venga 
@IvanDuque
 pa’ cuando las vacunas? Mucha demoras home! #YoMeVacuno #VacunasCOVID19 #DuqueLasVacunas ",1
4490,. 𝙇𝙖𝙪𝙧𝙖 . ♡,@imlaurahdz,2021-01-29,"segunda y última dosis de la vacuna contra la covid19 puesta
 
Por favor cuando os toque vacunaros.  #YoMeVacuno",1
4491,Eduardo Regueira,@eduregueira,2021-01-29,"¿Cómo funciona una vacuna con tecnología ARN mensajero?

#YoMeVacuno",1
4492,Mont se,@Aneah2,2021-01-29,"Día 21. 100% loaded. 
#yomevacuno #joemvacuno #fuckcovid #VaccinesWork",1
4493,Alemana Valdivia,@alemanavaldivia,2021-01-29,"Vacunación Covid-19: Próximamente entregaremos la información necesaria para el proceso de vacunación, según grupos de riesgo definidos por el Minsal. Por el momento le solicitamos no acudir al Vacunatorio #YoMeVacuno.",1
4494,Eduardo Regueira,@eduregueira,2021-01-29,"Tenemos la responsabilidad histórica de generar confianza en la gente, brindando toda la información que haya disponible. En este caso hablemos de una de las vacunas que vendría a nuestro país:

#YoMeVacuno",1
4495,Clínica Alemana,@Clinicaalemana,2021-01-29,"Próximamente, habilitaremos en nuestro sitio la preinscripción para vacunarse, según los grupos de riesgo definidos por el Minsal. Entregaremos los detalles cuando contemos con la información necesaria #YomeVacuno",1
4496,Pablo Chávez Rojas,@pablo_chilensis,2021-01-29,"Transportistas hijos de la yuta, esos hacían asados n la carretera n pandemia, pretenden vacunarse primero. Qué vergüenza l gobierno de Chile si le quita, finalmente, la vacuna a quienes están más expuestos, para preservar interés d dueños d camiones #YoMeVacuno  #VacunaCOVID19",1
4497,Francisco Larenas,@PanchoLarenas,2021-01-29,"#YoMeVacuno
Tengo fecha clara.
¡Gracias a quienes lo hace posible!",1
4498,Luis P,@lpenna3377,2021-01-29,"Que mierda esa gente que le explicas que estamos con alto nivel de contagio y el sistema hospitalario a full , te responden

""No estamos  mal, hay más casos porque se hacen más test""

Aweonaos!!! 

#QuedateEnCasa #YoMeVacuno",1
4499,Maria toha veloso,@TohaVeloso,2021-01-29,"Se vacunaran en primera etapa las _personas mayores de 71 años -no como se dice frecuentemente en Chile:
""Los abuelitos"" mayores de 71 años ¡muchos de ellos no tienen nietos!

#YoMeVacuno",1
4500,Jorge,@elcoooke,2021-01-29,"Ayer estuve un buen rato explicando a mi tío de 76 años que las vacunas son seguras y lo van a ayudar frente al Covid.
Ya es parte del team #YoMeVacuno #VengaElLiquido",1
4501,Abel Cornejo H,@Abeltrader,2021-01-29,"A competir parejo. Fíjense que los 
 le pusieron casi el 20% del PIB en apoyos fiscales y 
 siendo buenos el 1%. Así vamos a competir con todo. #Economia #PIB #YoMeVacuno",1
4502,Lilian Castillo,@LilianC81770473,2021-01-29,#YoMeVacuno por MÍ. POR TI.POR TODOS.,1
4503,Lilian Castillo,@LilianC81770473,2021-01-29,#YoMeVacuno.POR MÍ. POR TI,1
4504,Oscuriosa,@oscuriosa,2021-01-29,"Ojalá alumbrar tanta felicidad por vacunas de padres y abuelos, cuando sean los que viven en La Pintana, C Navia, Lota, Coronel. Antes de eso es alumbrar privilegios. #YoMeVacuno",1
4505,Marian,@marian_alc78,2021-01-29,Segunda dosis de la vacuna puesta!! De momento sigo sin coger bien el 5G... #YoMeVacuno,1
4506,E͙L͙ N͙E͙G͙R͙O͙ D͙E͙L͙ T͙U͙I͙T͙,@elnegrodeltuiti,2021-01-29,"Lo bueno de tener un presidente surfer es que gracias a su gestión , este verano no tuvimos cianobacterias!!! 
#NuncaMasFA #QuePresidente #YoMeVacuno #LevreroMamarera
#MadridPugliaGenuflexos #HastaQueTranquePelé",1
4507,marcela,@Marce_dra,2021-01-29,#YoMeVacuno con la vacuna que esté disponible y punto,1
4508,Felipe Encina,@felipencina,2021-01-29,"Les molesta que Piñera vaya al Aeropuerto a buscar vacunas? A los mimos que cortaban cintas como locos antes de la elección, inventaban hospitales y llamaban a la prensa hasta para pintar un paso de cebra. #LasPatitas Que vaya al Aeropuerto y baile cueca si quiere #YoMeVacuno",1
4509,Soledad Machado,@DraMSMC,2021-01-29,"•Evitan que te puedas contagiar.
•Evitan internaciones.
•Evitan que desarrollen la enfermedad grave.
•Evita ingresos a CTI.
•Evitan que los más vulnerables se nos sigan muriendo.

Vacunarse es un acto de amor. 
#YoMeVacuno",1
4510,Angeles,@angelesragon,2021-01-29,"Con la segunda dosis puesta de la vacuna del #COVIDー19 y el cuerpo como si me hubiera pasado un  
 por encima,pero muy contenta!
#YoMeVacuno
#SanidadPublica",1
4511,Ricardo Peña,@Ricardopsan,2021-01-29,"A los santiaguinos se les va a cortar la luz, el agua y todos los servicios básicos con el temporal... #cuidenlasvacunas #traiganlaspalsur #yomevacuno",1
4512,Ariel Lin,@ElArielin,2021-01-29,"Espero llegar sano para la vacunación....

#YoMeVacuno 
#YoSiMeVacuno",1
4513,Ale Xerez,@alerubio78,2021-01-29,"Segunda dosis en mi cuerpo!!! Más cerquita del final 
#YoMeVacuno",1
4514,Francisco Sepúlveda,@Panch0Sepu,2021-01-29,"DE NUEVO el gobierno peca de querer parecer eficiente y entregar noticia rimbombante con la campaña de vacunación #YoMeVacuno, mandan al choque a la Salud Municipal, pero los municipios se enteran por la prensa que en 6 dias (4 habiles) tienen que gestionar vacunacion en comunas.",1
4515,ZoanHur,@HurZoan,2021-01-29,"Segunda dosis puesta. Esta vez en el brazo contrario al de la otra vez. ¡Viva la simetría! 
La otra vez recibí cero efectos secundarios. Espero tener otra vez esa suerte. 

#YoMeVacuno",1
4516,eduardo katz oltarz,@edukatzoltarz,2021-01-29,"Viernes,parecía que no llegaba,pero es hoy!!
Muy feliz Viernes para todos y a disfrutar del findeeeee!!!!
#CuidateQueMeCuidas 
#YoMeVacuno",1
4517,TodoRegulinchi,@todoregulinchi,2021-01-29,"¿Que se lleva el pelo super liso? No de eso nada, nosotras apostamos por los cardados salvajes, las melenas despeinadas y las historias que los forman. #YoMeVacuno 
Buenos #todoregulinchi días! ",1
4518,Rodrigo Valdebenito,@rvaldebenito72,2021-01-29,#YoMeVacuno tan pronto como sea posible. Desterremos para siempre el miedo y la paranoia como elementos centrales del análisis personal de la vida.,1
4519,lady luck,@ladyluc69999652,2021-01-29,#YoMeVacuno Siiii!!! porque como médico se que las vacunas: 1.- salvan vidas 2.- son seguras 3.- nos protegen 4.- porque solo así volveremos a la vida normal 5.- para volver a abrazar a quienes quiero 6.- para viajar 7.- para no contagiar a otros 8.- para no tener miedo,1
4520,Carla,@pena_lagos,2021-01-29,"Por acá una madre lactando y profe; que quiere vacunarse, pero no podrá porque aún no se aprueba en Chile (en otros países sí) #YoMeVacuno",1
4521,Patricia Otegui,@otegui_patricia,2021-01-29,"#YoMeVacuno por mi familia, por mis amigos, por mis alumnos, por las personas que conozco y por las que no. Por todos. Gracias por vuestro trabajo, 
@IPMontevideo",1
4522,Tomás,@Toms30915494,2021-01-29,"Por qué prefieren la vacuna Pfizer ?? Esta contiene ARN modificado 
 y solo 7 años de vacunas que contengan esta modalidad en el
Mercado 
 
La “china” sinovac, solo contiene el virus   Inactivo, como la de la influenza 
 #COVID19 #YoMeVacuno #YoNoMeVacuno #coronadebat",1
4523,Tomás,@Toms30915494,2021-01-29,"Que buena idea de difundir las dudas del camino de la vacunación por Twitter!! Ideal para los adultos mayores!! Todos ellos buscan información en Twitter 
 #YoMeVacuno",1
4524,Romi,@romibq,2021-01-29,"Todos felices con el calendario de vacunación y bueno, les cuento que vacunatorios ni aps ni nadie estaba al tanto de estas fechas= quedará la embarrá con el orden y organización. Ya sabemos a quien culpar. #YoMeVacuno #COVID19",1
4525,Rodrigo Sepúlveda,@TherealSepu,2021-01-29,"Estoy seguro que el calendario de la vacunación lo hizo un profesor. Aún más, un profesor de Historia, probablemente de 2° medio, porque pucha que es ambicioso. Con todo mi 
 espero que lo cumplan y lo miren en el tiempo(no como los profes, no yo, otros que conozco) #YoMeVacuno",1
4526,JMFA,@Jm_Fredes,2021-01-29,"#YoMeVacuno  porque es necesario proteger a los nuestros y promover el buen común. Da lo mismo la farmacéutica, lo importantes es vacunarse!!",1
4527,Karen #Apruebo,@kambiado,2021-01-29,"El 
@ministeriosalud
 debería considerar vacunar en auto como en USA,habilitar puntos así por comuna,mas consultorios,mas otros puntos fijos para evitar aglomeraciones.Ambicioso plan, ojalá funcione.Podría hacerse en patios de colegios también, aprovechando buen tiempo #YoMeVacuno",1
4528,Hugo Guanumen,@hugoguanumen,2021-01-29,"Anoche soñé que me estaba vacunado contra covid 19, definitivamente fue una ilusión. Ojalá lo logremos algún día. 
@GonzaloAgudeloH
 @GuanumenSeb
 #YoMeVacuno #MasVacunasMasCuidados",1
4529,Rubén Rosales Sepúlveda,@teacher_andy,2021-01-29,"La segunda dosis se aplica el día 28 para Sinovac y el día 14 para Pfizer. Por todo lo anterior, es indispensable seguir con la medidas básicas de autocuidado: lavado de manos, uso de mascarilla y distanciamiento social #YoMeVacuno #LasVacunasSalvanVidas ",1
4530,A veces dudo de Darwin.,@dudodedarwin,2021-01-29,"Si 
@ArturoHerrera_G
 dice que la vacuna Rusa es buena y efectiva yo ya me quedo más tranquilo.Sus años de experiencia en el ramo lo respaldan.

#EsIrresponsable #YoMeVacuno #incertidumbre #4T",1
4531,Rafael Bustamante,@rafaelbus19,2021-01-29,"Plan de vacunacion debe ser con trazabilidad para farmacovigilancia y seguimiento. Es importante coordinarse con la Atencion Primaria de Salud (APS), Municipalidades y Redes Asistenciales.

Piñera partió al revés, informa fechas a la prensa y APS se entera por ahí
#YoMeVacuno",1
4532,cecilia lago,@lagocecilia,2021-01-29,mi vieja tiene fecha de vacunación....no puedo mas de felicidad!!! al fin buenas noticias después de tantas pálidas..vamos que se puede!!#yomevacuno,1
4533,Daniel Cid,@dansebcid,2021-01-29,No me importa que me pongan la vacuna sinovac en vez de la pfizer si eso puede salvarme de contagiarme #YoMeVacuno #coronavirus #vacuna #Sinovac #PfizerBioNTech,1
4534,loreto bahamondez,@loretito_lo,2021-01-29,"Yap, a vacunarse la sinovac la otra semana!!!! #yomevacuno #Sinovac #personaldesalud",1
4535,𝐑𝐞𝐯𝐢𝐬𝐭𝐚 𝐒𝐞𝐦𝐚𝐦𝐚,@ClonNOmaligno,2021-01-29,"Como llegan las vacunas rusas a la argentina y bolivia.
Aca todavia cotizando a laboratorios que no las tienen.
#MetidaDePata #MasVacunasMasCuidados #YoMeVacuno #DuqueInepto",1
4536,"Garau, Don
arcos",@marcosgarau,2021-01-28,"#YoMeVacuno  Siempre y Cuando sea con la Rusa...dicen que biene una ""PAJA""",1
4537,Ana Catalina Ochoa,@anacata8a,2021-01-28,"Bueno este es para copiarlo. Sigues tú!#YoMeVacuno cuando llegue mi turno.Comparto calendario oficial de vacunación y toda la información relevante para que tod@s junt@s, avancemos en este proceso de manera solidaria y ordenada.
#NosCuidamosEntreTodos
@MinSaludCol
 @solsilvanazb",1
4538,HMarivil,@hugomarivil,2021-01-28,aprueben la  #SputnikV Tambien #ISP    #YoMeVacuno,1
4539,HMarivil,@hugomarivil,2021-01-28,Sipo #YoMeVacuno ,1
4540,RAFAEL BRA,@rafael52987,2021-01-28,"Bueno este es para copiarlo. Sigues tú!#YoMeVacuno cuando llegue mi turno.Comparto calendario oficial de vacunación y toda la información relevante para que tod@s junt@s, avancemos en este proceso de manera solidaria y ordenada.
#NosCuidamosEntreTodos
@MinSaludCol
 @solsilvanazb",1
4541,Victor Muñoz,@VictorMunoz1976,2021-01-28,"Según nuestras queridas AFP, el primer grupo de vacunas debe ser el de mujeres y hombres de 120 años, o no??? 
 #VacunaCOVID19 #vacunacion #YoMeVacuno",1
4542,Francesca Parodi,@franparodi,2021-01-28,"Gran noticia la llegada de la vacuna #Sinovac. Con ello podremos seguir avanzando en la inmunización del país. Pero mucha claridad estamos dando la batalla... no la hemos ganado aún! Necesitamos seguir contando con el compromiso de todos! #YoMeVacuno por mi, por ti, por todos!",1
4543,claudio Rivera,@riveraretamal,2021-01-28,"#YoMeVacuno
Ya que también estoy en la 1ra línea haciendo aseo en un Hospital Público en el 
@huap_posta
.",1
4544,Jose Carrasco,@jopepecar,2021-01-28,"por mucho que en marzo abril estemos vacunados...4 millones una circulacion viral alta puede traer un verdadero colapso del sistema, restringir y ordenar las vacaciones el prioridad . no dudar y vacunarse #YoMeVacuno",1
4545,"Gatólica
Observante, Dama de Ren",@urtubiacst,2021-01-28,"Gracias a los conspiranoicos, lectores de pasquines naturistas y un grupo de viejujas católicas fanáticas, dos de mis vecinas mayores a 90 años no se van a vacunar ni aunq las obliguen. Argumentos? Todo lo q mencioné más arriba. Lo consiguieron, malditos qls 
. Pero #YoMeVacuno",1
4546,Catherine,@chirimoya_feliz,2021-01-28,"Estoy impactada con la campaña del terror le están haciendo a las vacunas sin investigar NADA al respecto. 
Si no quiere vacunarse, no lo haga, pero sea responsable y no ande alarmando a otros y entregando información falsa. 
#YoMeVacuno #YoNoMeVacuno",1
4547,AustralAC,@Austral32142458,2021-01-28,"No es lo mismo #YoMeVacuno que ""yo quiero que me vacunen"".
Fase 3 La Reina Peñalolén",1
4548,anaejosefaa,@anaejosefaa,2021-01-28,Como es posible que para vacunar a nuestros adultos mayores haya que exponerlos yendo a los hospitales o clínicas? Se van a llenar todos estos establecimientos!!!  #Noticias24 #Tvn #YoMeVacuno,1
4549,Leandro,@leonciono,2021-01-28,#YoMeVacuno Yo No me Vacuno .I.,1
4550,Alejandra Quiroga Monje (teletrabajando),@laudane,2021-01-28,"Soñé que me ponían la vacuna contra la influenza y la vacuna pfizer.... me sentía bien, pero tenía esa sensación que no me correspondía en ese momento y temía ir a los 21 días a decir que me tocaba la segunda dosis. #YoMeVacuno mañana mismo!",1
4551,SP,@fefalafefy,2021-01-28,Y finalmente el gobierno va a terminar de vacunarnos a todos #Chile #VacunasCOVID19 #YoMeVacuno,1
4552,Mauricio Naranjo,@mauricionv,2021-01-28,"Es buena y recomendable #BORGEN 
Sigan en lo suyo.
#YoMeVacuno",1
4553,Cristian Romera,@_cristianrg_,2021-01-28,#YoMeVacuno cuando llegue mi momento!! Ni antes ni después.,1
4554,glaumor,@morilight,2021-01-28,NI LOCA¡¡  #YoMeVacuno,1
4555,Fernando Dulger,@DulgerFe,2021-01-28,"#YoMeVacuno A mi solo me llama la atención que la UE tenga Pfizer y BioNTech
Y Turquía, indonesia,  México,  Ecuador y Chile usen sinovac.
Para mi existen vacunas del primer y del tercer mundo.",1
4556,Makita,@Lokita_de_Patio,2021-01-28,"Vacunarme o no vacunarme, he ahí el dilema
#YoMeVacuno",1
4557,"César Alejandro Placencia
#JaduePresidente",@capj1970,2021-01-28,"#YoMeVacuno Comienza la vacunación masiva en chile... veremos como el sistema publico de salud, con grandes profesionales, da un ejemplo de eficiencia. Lo publico funciona compañeros. lo publico, lo de todos...",1
4558,coni,@cerebrales_,2021-01-28,"oigan anti vacunas, dejen de ser tan egoístas e ignorantes  #YoMeVacuno",1
4559,coni,@cerebrales_,2021-01-28,me quiero puro vacunar luego ctmmmm #YoMeVacuno,1
4560,Vero,@Vero_Seyer,2021-01-28,Me dan ganas de tener más años para puro vacunarme #YoMeVacuno,1
4561,WLADIMIR GALLARDO,@Wlad_Gallar,2021-01-28,"Compatriotas a la Fach 
@FACh_Chile
 se le caen avionetas... casa 212.... accidentes con helicopteros... F16..... etc..

La mejor opcion para traer las vacunas por paliza era LATAM

#Eso #YoMeVacuno #LaTardeConHolaChile #holachilelared",1
4562,Cancino,@r_cancinoc,2021-01-28,Somos los que aún no aparecemos en el Calendario #YoMeVacuno,1
4563,Jose Chihuailaf Ortega,@ChihuailafJose,2021-01-28,Siempre he insistido y no cambiare mi posición que tan pronto este disponible la vacunación #YoMeVacuno ,1
4564,Gustavo Medel Niño,@gustavomedel,2021-01-28,Cuando sea mi turno y con la vacuna que sea #yoMeVacuno...,1
4565,Yamelin,@yame_harte,2021-01-28,Para todos los del personal médico que se la rifan a diario pero además se toman la molestia de ayudar a comunicar a los enfermos  #COVID Mis respetos y amor por la empatía.  Son héroes! Los amo! Gracias! RT para que les llegue. #YoMeVacuno #Enfermeras #LaVozDeLosQueSobran,1
4566,Manuel Henríquez B. #UsáMascarilla,@Pregonero_SV,2021-01-28,"Las primeras vacunas, como todo lo que sucede en este mundo capitalista, se están quedando en los países que las pueden pagar. #YoMeVacuno #COVID19 #covax",1
4567,Allejo,@DR_FLORES,2021-01-28,Alcaldes populistas tirando caca a planes del gobierno.... no importa cuando leas esto #YoMeVacuno,1
4568,José Ignacio,@jiem_swiftie,2021-01-28,"Por ti, por mi, por ellos, por todxs... #YoMeVacuno Prefiero aportar con mi granito antes que ser una piedra más en el camino.",1
4569,jpdiazm66,@jpdiazm66,2021-01-28,La vacuna de la influenza que se utiliza en chile también es del laboratorio sinovac para que no anden con teorías conspirativas. #YoMeVacuno ,1
4570,Tela E.Guzman,@guzman_tela,2021-01-28,Te puedo vacunar con esta #YoMeVacuno,1
4571,Diego Fidelli López.,@dfidelli,2021-01-28,"No me da miedo tener covid. 
Me da miedo morir de COVID. 
#Yomevacuno porque tengo una hija que cuidar y amar. 
Vacunese por aquellos que no pueden decidir vacunarse y temen lo mismo que yo. 
Sea vivo, vacunese!",1
4572,Pablo 3:16,@Pabloooo_316,2021-01-28,#YoMeVacuno ya van a salir las feminazis a decir que no se vacunaron por que la aguja las viola,1
4573,PATRICIA DE LA BARRA,@pachi379,2021-01-28,"#YoMeVacuno y tú? Llegaron #Vacunas!
Eso de las ideologías políticas?Al contagiarte no te preguntan si eres RN, Udi o PS, vacunate!

#Mañalich #Latam #Fase3",1
4574,Itsaso Elizalde,@ItsasoElizalde,2021-01-28,Vacunada de esperanza.  Por mí y por todos. #YoMeVacuno,1
4575,Reivaj Waitforit Dirdam,@javiermatritum,2021-01-28,"#YoMeVacuno aunque me caaaaaargan las agujas (por decir lo menos 
)",1
4576,Soylacumbia,@LIDIA_CALDERON,2021-01-28,"El territorio local sabe organizarse, no es primera campaña de vacunación masiva (recuerden vacunación influenza post fallecimiento usuarios antivacunas) se necesita saber grupos prioritarios y rangos de fecha, dejando espacio de acción a la APS #YoMeVacuno #Covid_19",1
4577,Ara Arias,@AriasArita,2021-01-28,"Segunda dosis a los políticos ? 
Si claro!! Marchando una  18g de 40mm
#YoMeVacuno #enfermeras #enfermeriaalpoder",1
4578,𝐉𝐚𝐤𝐞𝐥𝐲𝐧𝐅𝐫𝐞𝐞𝐝𝐨𝐦,@Acuarian38,2021-01-28,"No sacan nada con vacunarse si la normalidad no va a llegar y van a tener que seguir usando mascarilla ,solo es una dictadura sanitaria totalitaria que se está implementando y solo algunos la pueden ver  #YoMeVacuno",1
4579,Mont se,@Aneah2,2021-01-28,Día 20. Mañana toca segunda dosis y el ADN lo sabe. #VaccinesWork #YoMeVacuno #fuckcovid #mecuidoparacuidarte,1
4580,Soylacumbia,@LIDIA_CALDERON,2021-01-28,Con más convicción que APS preparándose para la vacunación #COVID19 #YoMeVacuno ,1
4581,gigabytes,@gigabytes,2021-01-28,"Bien Presidente 
@sebastianpinera
 por comenzar con la vacunación.
¡Vamos por ese 2% de aprobación! 
#YoMeVacuno",1
4582,Daniel,@danix,2021-01-28,#YoMeVacuno en cuatro años más cuando se haya comprobado que no tiene efectos secundarios.,1
4583,Marcelo,@XxDarkZekromxX,2021-01-28,"no hay fecha aun para personas mayores de edad? (no adulto mayor)  
#YoMeVacuno",1
4584,Arturo González R.,@sigan_adelante,2021-01-28,"Así como vamos, el gobierno no tiene ninguna intención de vacunar masivamente a nadie, mientras tanto es puro show y sólo lo podrán hacer, como siempre, unos pocos. 

Si quisieran controlar el virus, vacunarían lo más rápido posible y por lo visto no les interesa.

#YoMeVacuno",1
4585,Pipiolo del Cerro,@pipiolodelcerro,2021-01-28,"Me parece insólito que tengamos que adherir a un HT para incentivar la vacunación. Es de locos que algo tan obvio que es cuestionado por unos pocos, tenga que tener una contraofensiva como si fueran ideas parejas. 

En fin... 
... #YoMeVacuno",1
4586,Claudia Aracena,@tzingane,2021-01-28,"Lo que entiendo de cómo funciona Sinovac,  ingresa el virus inactivo, el sistema inmunológico de nuestro cuerpo lo analiza y detecta como destruirlo  y así se genera la defensa, el mismo mecanismo de la vacuna influenza q se pone todos los años #YoMeVacuno",1
4587,Carmen Gloria,@carmengloriaAM,2021-01-28,"Después de todo estoy #yomevacuno con cualquier vacuna, si ya me han vacunado tantas veces y sobreviví,  que me va a hacer una vacuna,  Rusa, China o gringa? Mientras este vacunada y baje la opción de estirar la pata...ojalá sea pronto no mas",1
4588,Coke Pinto,@Coke92,2021-01-28,"La gente en la calle me gritan VACUNAA
cuanto te pagaron, pifiaste el penal... #YoMeVacuno",1
4589,Alfonso Piñeiro #LaOlaDefinitiva,@alfonsopineiro,2021-01-28,"*Disclaimer*: SÍ creo en las vacunas.
#YoMeVacuno etc.

Ahora bien. Israel. ¿La población vacunada hace vida normal? Porque si no... ¿Cómo se estipulan las tasas de infección/éxito? Con mascarillas+distancia es como hacerse trampas al solitario, ¿no?

Pregunto porque NO LO SÉ.",1
4590,alberto,@alopezfarias,2021-01-28,"Primera dosis #VacunaCOVID19 Pfizer BioNTech 
                                 #YoMeVacuno y espero que tu también lo hagas                                   #FuckYouCOVID19 ",1
4591,"@SOOL_40
**",@SOOL_40,2021-01-28,Tenemos más vacunas #MasVacunasMasCuidados  #YomeVacuno,1
4592,Iván Neil,@IvnNeil1,2021-01-28,"#YoMeVacuno #Piñera dice ""Se acabaron las #Pfizer ahora todos a vacunarse con la #vacuna #Sinovac ""  total si viene del país  #VirusChino que podría salir mal no?  
Muchos paises están demorando o rechazandola . Pero como tenemos #ElPeorPresidenteDeLaHistoria #ContigoCHV #COVID19",1
4593,Pame,@PamelaLara,2021-01-28,"Loco, yo estoy con lactancia materna, pero apenas pueda #YoMeVacuno, na con cosas aquí.",1
4594,𝐴𝑙𝑣𝑎𝑟𝑜,@_alvarin_,2021-01-28,"Deberían habilitar grandes estacionamientos para la vacunación como pasa en otros países, indicando fechas por cesfam para no formar un taco eterno
#YoMeVacuno",1
4595,Pablo Dintrans,@pablodintrans,2021-01-28,"No tengo idea cuándo será, pero apenas pueda #YoMeVacuno.",1
4596,Maximiliano León,@M_kenneth,2021-01-28,#YoMeVacuno  y acto seguido adopto un murciélgo ,1
4597,Soloaire_Chile,@Soloaire_chile,2021-01-28,"Aire Acondicionado (Calor
& Frio
)
Instalación incluida
Cortinas Roller hechas a medida

Facilidades de pago
 

Altos estándares de calidad y servicio
Trabajamos en la 7ma Región

Visitas/ Asesorías gratis. ¡SIGUENOS!

#Soloaire #Talca #Maule #Chile #YoMeVacuno",1
