Nombre de usuario,Usuario,Fecha,Texto
Caneca®,@CanecaHumor,2020-12-20T17:53:51.000Z,"-¿Tiene vacunas contra Covid 19?

-¿Qué tallita buscaba?

#Medellin #Colombia #Vacuna #Comercio #Navidad
.
@Tolaymaruja
 #Diciembre #Aguinaldos"
Antonio Pérez,@Antonio67181640,2020-12-20T17:48:06.000Z,"Ven la creación de la vacuna y su llegada a colombia como símbolo de muerte, pero ven la exportación de cocaína y su legalización cómo esperanza de vida y progreso para la juventud"
Érase una vez,@Camilasincasa,2020-12-20T15:46:22.000Z,"Buenas, solo paso a recordarles que Colombia tiene 50 millones de habitantes y que la vacuna para el Covid necesita dos dosis, así que los 40 millones que aseguró el gobierno no alcanzan ni para la mitad de la población. Saludos."
Orlando Benítez,@orlandobenitezm,2020-12-20T15:21:24.000Z,"ATENCIÓN
Covid19 no se ha ido, sigue contagiando y matando personas.
La vacuna ya se aplica en el Mundo pero a Colombia no ha llegado.
protégete: Caras vemos,Covid19 asintomáticos no sabemos!
OcupaciónUCICovid19 #Córdoba 44% (71/158) 9am hoy
#TuConductaMarcaNuestroDestino"
Brusquita de cara,@callmesandunga,2020-12-20T15:18:42.000Z,Y a Colombia que no pone restricciones en los aeropuertos llegará primero la nueva cepa que la vacuna.
"†
†",@ccmm97,2020-12-20T14:46:30.000Z,"Uy no, con lo de la vacuna uno se da cuenta que los petristas son lo peor que tiene Colombia."
Hugo Paternina,@Paternina_Hugo,2020-12-20T14:15:28.000Z,"Como ya sabemos que hay vacuna contra el Covid19 y se ha dicho que habrá vacunación en Colombia, desde 
@fzciudadana
 decimos que esperamos que la población pobre y vulnerable tenga acceso a la misma.  Para 
@fzciudadana
 la salud debe ser gratuita, de calidad y sin ley 100."
Francisco Pacheco,@Fpacheco75,2020-12-20T14:10:34.000Z,Me imagino que la Colombia Humana no se va poner ninguna de las vacunas compradas por Duque..... ellos van a esperar la vacuna de Moringa cubana!!
Cris Cruz,@cristinacruzv,2020-12-20T14:08:09.000Z,"Hagamos cuentas, Colombia tiene 50 M d habitantes proyectados para el 2020. El desgobierno compro 40M de vacunas, pero la vacuna tiene 2 dosis. Osea que solo 20M de habitantes pueden ser vacunados, y los otros 30M de Colombianos que?"
Angelino Garzón,@Angelino_Garzon,2020-12-20T14:02:48.000Z,"Manifiesto que me siento alegre por estar viviendo mis 75 años, bien de salud y liberado de odios. En tal sentido, expreso mi voluntad que una vez salga la vacuna contra el coronavirus en Costa Rica o en Colombia, me la  haré aplicar por simple prevención."
Francisco Gómez,@sutosindi,2020-12-20T14:02:43.000Z,"Como estrategia para que la vacuna llegue a todas las regiones de Colombia, el gobierno vuelve a  autorizar las AUC y llama a sus reservistas y desmovilizados.

#DuqueEntreMatanzaYPandemia #DuqueRepartiendoVacunas 
#UribeVencedor"
Futspoiler,@Futspoiler,2020-12-20T13:53:53.000Z,"Según nuestros cálculos aproximadamente 7 millones de personas ya han contraído COVID 19 en Colombia, podríamos cerrar el año con hasta 9 millones pero estamos lejos de que los 50 millones tengan, si la vacuna llega en Junio serían 20 millones en total de contagios #covid19"
neiraalomiadiego@gmail.com,neiraalomiadiego@gmail.com,2020-12-20T13:53:27.000Z,Este payaso de la casa de Nariño primero va a fumigar con glifosato a los pueblos indígenas y afros para poder traer a Colombia la vacuna contra el covi .
Don pacho,@Caztrofj,2020-12-20T13:48:57.000Z,"Cuándo la vacuna contra el covid-19 llegué a Colombia y los corruptos dejen que el pueblo en verdad se vacune, el virus ya abra mutado e ira en covid-25 por ahí..."
José Vicente,@joseshidarta,2020-12-20T13:35:58.000Z,"Hay que aclarar que hasta la presente no existe ninguna vacuna en Colombia contra el COVID,lo que hay es un anuncio del MENTIROSO marrano,así como anunció la salida de Maduro en horas hace mas de un año."
Camila Zuluaga,@camizuluagag,2020-12-20T13:20:46.000Z,La vacuna que si puede llegar a toda Colombia es la de las águilas negras.
Herman Jose Herrera,@JHerrera_2018,2020-12-20T13:07:51.000Z,"Cifras de la VACUNA en Colombia.
Manertos = 8 M
Indígenas = 5 M
Total 13 M
Según DANE somos 45 M (seriamos 33 M para vacunar)
@IvanDuque
Adquirió 40 M de dosis sobran 7 MILLONES DE DOSIS!"
Karina Sepulveda Montagut,@Karisepulveda,2020-12-20T12:18:51.000Z,"En Colombia hay una única vacuna que no critican los de izquierda, ya todos sabemos cuál es "
Andrés Sandoval ,@andressan,2020-12-20T12:07:29.000Z,"Recuerden que la vacuna contra la Covid, alguien se va robar algo en Colombia. ¡Póngale la firma!"
La Hija de la Ley,@AyMagdalena,2020-12-20T11:52:31.000Z,"Seré muy pesimista dar casi por hecho que en el 2021 no tendremos en Colombia vacuna de nada y que desde ya se está armando el cartel de la vacuna que nos dejará casi para el 2022-2023 el cuadrito ese con las fases que anda rondando por ahí?
#Reflexiones"
Lau,@RunLauRun,2020-12-20T08:18:35.000Z,"Al paso que va Colombia, cuando llegue la vacuna, todos los sobrevivientes van a estar inmunizados"
Lucas Friedman Jr.,@Lucasfriedmanjr,2020-12-20T07:24:11.000Z,"Colombia pagó 18 lucas por vacuna, ¿donde están los que decían que si no se eliminaba la patente iban a salir con precios impagables? La competencia baja el precio solita, les tocó poner un precio mas barato para que no se fueran con la otra farmacéutica."
Lucas Friedman Jr.,@Lucasfriedmanjr,2020-12-20T06:21:19.000Z,"Robledo anda alegando porque el gobierno pagó 720 mil millones de pesos por 40 millones de vacunas, es decir, cada vacuna sale a 18 mil pesos... He comprado medicamentos más caros hechos en colombia."
Sendero,@semale27,2020-12-20T04:19:01.000Z,Colombia en manos de la izquierda  no gestionaría vacunas que ha hecho por Venezuela ese asesino maduro?  comunista!!! Es vacuna FARC : COCA Y CRÍMENES .
Andrés Uribe,@uribian,2020-12-20T03:58:35.000Z,"Colombia es: 
El país donde a los servidores públicos se les agradece por hacer lo que tienen que hacer.
@IvanDuque
 tenía por obligación traer la vacuna.... déjense de estupideces agradeciéndole por algo que es parte de su trabajo .... quien sabe cuánto Melao se unto de eso ...."
Helmer Gonzalez R,@HelmerGR,2020-12-20T02:58:56.000Z,"Pa' que entiendan hijueputas: Duque no comprará una sola vacuna, es Colombia. En vez de lamerle culo a otro háganse sexo oral ustedes mismos."
SeHaráJusticia,@diegoacvdot,2020-12-20T02:48:50.000Z,"Soy opositor de 
@IvanDuque
 desde la derecha, le aplaudo lo q hace bien y le crítico mucho, tantas otras cosas. Pero hay que decir que lo de las vacunas es un gran logro para un platanal cómo Colombia.

A Dios lo q es es de Dios y la vacuna es de Duque."
Carlos Mario Moreno,@carlosmar08,2020-12-20T02:14:12.000Z,"Felicitaciones ministro 
@Fruizgomez
 por la gestión para traer la vacuna a Colombia. Presidente 
@IvanDuque
 ese es el tipo de Gobierno que los colombianos queremos, un gobierno que gestiona bien la crisis. Una buena, por lo menos."
Chubby Papi˚✧₊,@scamargood,2020-12-20T02:09:10.000Z,"Si venden la vacuna en colombia ustedes la comprarían o esperarían a que les toque en la última fase? Pues aja teniendo en cuenta que no va a ser económica si la venden.La compraría
54,4 %
Esperaría
45,6 %
68 votos
·
Resultados finales"
Jacobo Urrutia De Brigard,@jacoboUrrutiaDB,2020-12-20T02:08:50.000Z,"La política en Colombia:

Una constante lucha por el poder, la cual logra que un pueblo necesitado rechace un acuerdo de paz (con fallas pero igual un acuerdo) y la aplicación de una vacuna, con el fin de conseguir sus propios intereses.
@fdbedout
 @DanielSamperO"
victoria,@victori92287121,2020-12-20T01:53:34.000Z,"Pregunta seria !!! Hablando de vacunas 
 quiero que me digan algo en voz alta. Cual es el partido de la República de Colombia 
 experto en vacunar. Y quiso que la vacuna nos la cobraran? "
Ron Eastwood Bastos III,@RonSw4nson,2020-12-20T01:51:44.000Z,"El promedio de vacuna que se le cobra a los negocios en Colombia  debería sumarsele a la tasa efectiva sobre las empresas.
@Lucasfriedmanjr"
Yo gurrupleta.,@yogurrupleta,2020-12-20T01:48:55.000Z,"Lo de la vacuna para Colombia, ¿Es cierto o no?"
Laura Sainz Aguirre,@LauSainzA,2020-12-20T01:08:31.000Z,"Por favor señores de ""Colombia Humana"" esperen el medicamento cubano para el Covid 19, por favor no se pongan ninguna vacuna de las poderosas multinacionales que desangran la salud, háganle caso a petro. Además esa vacuna tiene un chip, Chit según petro, que los vuelve uribistas"
okarmesa,@Okarmesa,2020-12-20T01:04:52.000Z,Con tanto hpta en colombia piensa uno si es mejor la vacuna contra el coronavirus o la eutanasia de una vez.
Julián,@JulianSan26,2020-12-20T01:01:00.000Z,"Respecto a la vacuna, es una obligación de la nación brindar salud al pueblo, ¿no ve que para eso pagamos impuestos? ¿Agradecer por el trabajo que tienen que hacer? Coma mierda a lo bien, mientras se roban miles de millones y desfalcan a Colombia, ¿ahora hay que agradecer?"
Frank Forero,@VeloFrankFor,2020-12-20T00:59:46.000Z,La prometida vacuna en Colombia ¿estará libre de chip del castrochavismo? ¡Que nervios!
Carlos Sanchez Giraldo,@CarlosS58548393,2020-12-20T00:51:21.000Z,"Esa vacuna que compraron para Colombia la veo peor que la reconstrucción de Providencia, fallida."
País Pendejo,@ruru1961,2020-12-20T00:37:44.000Z,La única vacuna segura en Colombia para las clases media y baja en el 2021 es la reforma tributaria que nos van a clavar.
J.M,@JAntonioM23,2020-12-20T00:34:05.000Z,En Colombia son 48 millones de habitantes (aproximadamente) Duque  compro 40 millones de vacunas (Pfizer//Moderna) supongo que los 8 millones que faltan son esos hptas  que votaron por petro y se pondrán la vacuna rusa//Cuba//Venezuela.
Javier Torres Rubio,@javiertorresrub,2020-12-20T00:17:44.000Z,"No me preocupa tanto la llegada de la vacuna contra el Covid a Colombia igual como alguien dijo, de algo tenemos que morir, me preocupa es que la vacuna contra una sociedad enferma como la nuestra, hace más de 2 mil años la tenemos y muchos no la toman. abreelcorazon a Jesucristo"
alfredovargo,@CABLEPOLOMBIA,2020-12-19T23:34:09.000Z,"PREGUNTA

En qué fase quedó la vacuna para los muertos. Pues aquí en Colombia también cuentan ellos. 

Muertos que reciben subsidios, muertos que votan,muertos que cobran familias en acción. Muertos de risa robando al pais

Señor Duque y 
@MinSaludCol
,pueden responder la pregunta?"
Santiago Cárdenas,@SCardenasS,2020-12-19T23:22:46.000Z,"A los militantes de la 'Colombia Humana' tan preocupados e indignados por la vacunación deberían asignarles la Etapa 6 y distribuirles la vacuna cubana, ojalá con logística y trámites propios del régimen de la isla "
Patricia Cifuentes,@fucocreativa,2020-12-19T23:19:16.000Z,"El Pte 
@IvanDuque
 adquirió 40 millones de Vacunas contra el Covid-19. En el País,hay aprox 50 millones de habitantes, los seguidores de 
@petrogustavo
, Colombia Inhumana 
@FarcPartido
, 
@PoloDemocratico
, la izquierda, no aprueban nada del gobierno. Entonces, no se apliquen la vacuna"
Pan prior,@panprior,2020-12-19T23:16:05.000Z,"Yo que empezaba a considerar colocarme cualquier vacuna que salga ( sin meter el tema de la contraindicación que hay con las personas alérgicas como es mi caso), mi medico particular de Colombia me manda a decir que no me ponga la vacuna China ni rusa."
Últimos Tiempos,@ultiempos,2020-12-19T23:00:38.000Z,"La biblia dice que los primeros serán los ultimos, y los ultimos serán los primeros

Ahora resulta que Colombia será de los primeros en recibir la vacuna junto con Europa y USA... Sabrá Dios como termina eso"
Juan Jaramillo,@juanmjaramillog,2020-12-19T22:48:35.000Z,"Pregunta sería: ¿En cuántos de los países del mundo que ya han comprado la vacuna, han visto a sus ciudadanos agradecerle o felicitar a sus respectivos Presidentes o Ministros de Salud? ¿Alguien sabe de un sólo caso, aunque sea (obvio, aparte de Colombia)?"
LJer,@Jrsilm,2020-12-19T22:40:22.000Z,"Por eso somos un país que no evoluciona, no verán nunca en Estados Unidos agradecerle a Trump por comprar la vacuna, en el Reino Unido agradecerle a Boris Johnson...esto solo pasa aquí en Colombia que se le debe agradecer a un funcionario del gobierno "
LIBERTAD,@LIBERTA19760041,2020-12-19T22:38:15.000Z,"El tema de la vacuna ahora es una cortina de humo para querer ocultar lo que le hicieron a la Colombia Humana.
Si ven que Petro es quien pone la agenda política del país.
#PetroPresidente2022"
ર u в é η ᴾᴴ,@RubenPinzonHdez,2020-12-19T22:33:36.000Z,"Después de que 
@IvanDuque
 anunció la ""compra"" de 40 millones de dosis de la #vacuna contra el #COVID19. ¿En qué creen que va a terminar todo eso? #Colombia #VacunaCOVID19 #vacunaciónGob mintió en la cantidad
12,4 %
Nace Cartel d las vacunas
44 %
Vacunas por votos en 2022
32,1 %
Las EPS hacen su agosto
11,5 %
901 votos
·
Resultados finales"
Ivonne Vargas,@Monarca46949547,2020-12-19T22:08:29.000Z,"No ha llegado la vacuna, no se la han puesto y ya todo el mundo anda agarrado, cómo será cuándo llegue!! #VacunaCOVID19 #pandemia #Colombia"
pájaro macua,@mer0v,2020-12-19T22:04:05.000Z,En colombia la vacuna del covid no viene con chip 5G sino con suscripción por un mes a lola music.
Juan Hernández,@JuanHerRod,2020-12-19T22:03:58.000Z,"Hoy se registraron 13 990 nuevos casos de covid-19, es la cifra más alta desde que inició la pandemia en Colombia; además de eso, fallecieron 249 personas en las últimas horas.

Cifras lamentables.

Sigámonos cuidando que la vacuna ya viene en camino. Aguantemos un poco más."
Jei Jei,@jeisonibarra7,2020-12-19T22:00:39.000Z,"El que me adivine cuál es el peor presidente de Colombia Iván Duque de la historia se gana una porción de natilla y un tamal sorpresa (de pronto le sale una vacuna #COVID19
que compró Duque). 
#ElPeorPresidenteDeLaHistoria"
César Castro,@castrocesar,2020-12-19T21:54:05.000Z,"Vomito de sangre les debe dar a todos los que apuestan NO a la vacuna en Colombia. El anuncio del gobierno nacional los debe tener preocupados porque para ellos cada muerto es un párrafo para su discurso político .... necesitan muertos 
@petrogustavo
 @GustavoBolivar"
Roger Cohen Mendoza,@rogercohenm,2020-12-19T21:51:56.000Z,La llegada de la vacuna a colombia ha enmudecido a de bedout y la dussan
Lina Montes,@linamonteslo,2020-12-19T21:51:38.000Z,"Jajajajajaj... Que dizque ahora la gente ya se desconchinfló sin tapabocas y sin distanciamiento, que porque ya existe la vacuna.

Y la vacuna ni ha llegado a Colombia.

Jajajajajajaj.."
Catalina,@CatacardenasCh,2020-12-19T21:34:29.000Z,Pregunta seria: ¿la vacuna en Colombia será obligatoria?
Fernando Bonmati,@fbonmati,2020-12-19T21:25:45.000Z,Ya en Colombia el gobierno aplicará la vacuna del COVID gratis ! Será que en venezuela se tomará esa medida ???
Hernando Gomez,@hegoho,2020-12-19T21:19:06.000Z,"Con eso de la vacuna quiere decir que cuando ser quiere se puede. 
Y si las autoridades, en cabeza de Duque, le pusieran el mismo ímpetu a los problemas de Colombia como se lo han puesto a conseguir las vacunas, estaríamos hablando de otra Colombia.
#vacuna
#COVID19
#Colombia"
Juan López,@JuanLpe72318298,2020-12-19T21:18:45.000Z,"Aquí en  Colombia al que lo hacen en Venezuela y Cuba con la comida,  la vacuna se les debe aplicar primero a quienes votaron por Duque, lo que sobre,  a quienes no votaron y a los comunistas, que coman mda."
Jaime,@arnedo54,2020-12-19T20:42:54.000Z,Una pregunta. No hay alguna vacuna contra la estupidez ?? Aquí en Colombia se requieren como 8 millones
Cristian Daza Daza,@CristiandazDaza,2020-12-19T20:41:35.000Z,"Es cierto que el 
@PartidoFARC
, a través de la 
@JEP_Colombia
, ha pedido al gobierno la exclusividad para la aplicación de la vacuna contra el Covid-19? Argumentan que tienen más de cincuenta años de experiencia vacunando a los colombianos."
Pablo Diaz de Brito,@pablodb1,2020-12-19T20:35:13.000Z,"Colombia compró 10 millones de dosis a Pfizer y otros 10 millones a AstraZeneca. Pero Argentina le compra la vacuna a Putin porque Pfizer no sé qué. En fin, se nota demasiado"
Jorge Figueroa Clausen,@Figuerjoda1,2020-12-19T19:53:53.000Z,DILEMA GRANDE... Colombia va a tener tres marcas de VACUNA... Se imaginan la gente decidiendo cual escoger...
Manchini Hermenegildo Zegna,@mancho646,2020-12-19T19:32:36.000Z,"Es tan asquerosa la izquierda opositora en Colombia, que criticaban al presidente que porque se iban a quedar sin vacuna y ahora que las consigue, qué porque le dan las Gracias...Comanse 50 hectárea de cabecirotos  HPTAS"
