,Nombre de usuario,Usuario,Fecha,Texto
2155,Presidencia Colombia,@infopresidencia,2020-05-19,"#PrevenciónyAcción | ""La Emergencia Sanitaria se va a extender hasta el 31 de agosto. Quiere decir que estamos en alerta, que estamos en coordinación institucional, que estaremos tomando medidas para ir enfrentando el covid-19"" Presidente 
@IvanDuque"
2154,MinSaludCol,@MinSaludCol,2020-05-19,"“La pauta es seguir dando un paso adelante en la gradualidad responsable de las medidas, que nos permita seguir recuperando vida productiva y protegiendo la salud” 
@IvanDuque
 #PrevenciónYAcción"
2167,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-05-18,"Situación actual de #Covid_19  en #Antioquia: 
Total de contagiados: 533
 Nuevos casos hoy: 15
Total de fallecidos: 6
Hospitalizados: 8
Total de recuperados: 411
Pruebas negativas: 23.798
Casos activos: 116

Más información 
https://bit.ly/2WGLRwn"
2161,Presidencia Colombia,@infopresidencia,2020-05-18,"#AEstaHora el Presidente 
@IvanDuque
 habla del balance diario sobre la situación del COVID-19 en el país y de los avances de las últimas medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia. #PrevenciónyAcción"
2160,Presidencia Colombia,@infopresidencia,2020-05-18,"#PrevenciónyAcción | ""Se han recuperado a la fecha 3.903 personas, sigue creciendo ese número, ese también es un avance muy importante y queremos que todos los días siga creciendo"" Presidente 
@IvanDuque"
2158,Presidencia Colombia,@infopresidencia,2020-05-18,"#PrevenciónyAcción | ""La única manera en la que el mundo va a poder ganarle a esta amenaza del coronavirus, es con disciplina, acatando los protocolos y con un gran sentido de responsabilidad individual y colectiva"" Presidente 
@IvanDuque"
2159,Presidencia Colombia,@infopresidencia,2020-05-18,"""Si nosotros no obramos con total responsabilidad en el distanciamiento, en las prácticas de higiene, en el uso del tapabocas, vamos a generar una afectación a toda la sociedad"" Presidente 
@IvanDuque
 #PrevenciónyAcción"
2162,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-05-18,"#Reporte| Situación actual de #COVID19 en #Antioquia: 
Total de contagiados: 542
 Nuevos casos hoy: 9
Total de fallecidos: 6
Hospitalizados: 8
Total de recuperados: 414
Pruebas negativas: 24.136
Casos activos: 122

Más información 
https://bit.ly/36mBeSJ"
2164,Gobernación del Meta,@GobMeta,2020-05-18,"¡El #CoronaVirus lo debemos combatir entre todos! 
Aplica estos protocolos de bioseguridad en tu lugar de trabajo y evita el #Covid_19. 
#PrevenciónYAcción"
2165,Gobernación del Meta,@GobMeta,2020-05-18,"424 estudiantes de primaria y secundaria del #Meta, participaron en el concurso de escritura ‘Creatividad en tiempos de cuarentena’, con el objetivo de promover y desarrollar la habilidad de la escritura en medio de la emergencia por el #Covid_19. https://bit.ly/3fX5Z4S"
2166,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-05-18,"Manejo de pacientes con sospecha de #COVID19 en #Antioquia. Citar Tweet
Telesalud UdeA
@TelesaludUdeA
 · 18 may. 2020
#Telesalud | Así avanzamos en el modelo de atención en teleorientación a pacientes con sospecha de #COVID19 en Antioquia, gracias a la articulación entre la @GobAntioquia, @AlcaldiadeMed y @medicina_udea. 

Al corte del 17 de mayo, estos son los datos clave de las atenciones "
2163,Presidencia Colombia,@infopresidencia,2020-05-18," #EnVivo | Balance de las últimas medidas implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país. #PrevenciónyAcción57:20
60,7 mil espectadores
Presidencia Colombia
@infopresidencia
 #EnVivo | Balance de las últimas medidas implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país. #PrevenciónyAcción
pscp.tv"
2169,Presidencia Colombia,@infopresidencia,2020-05-17,"A través de #FacebookLive el Presidente 
@IvanDuque
 responderá hoy las inquietudes de los colombianos sobre las acciones del Gobierno Nacional frente a la pandemia del COVID-19. 

#PrevenciónyAcción "
2174,Presidencia Colombia,@infopresidencia,2020-05-17,"El Gobierno Nacional, con equipo de epidemiólogos, analizará cuándo podrían retornar a sus actividades colegios y universidades. 

#PrevenciónyAcciónEl Gobierno Nacional, con equipo de epidemiólogos, analizará cuándo podrían retornar a sus activi...
El Presidente Iván Duque indicó hoy que un eventual regreso de los niños, niñas y jóvenes del país a sus actividades académicas en jardines infantiles, colegios y universidades se analizará con base...
id.presidencia.gov.co"
2170,Presidencia Colombia,@infopresidencia,2020-05-17,"#DíaMundialDelReciclaje | Ayudemos a los #ProtagonistasDelReciclaje a hacer más fácil su trabajo, separando adecuadamente los residuos en nuestros hogares. Ellos siguen adelante con su valiosa tarea durante la emergencia generada por el #COVID19"
2173,Presidencia Colombia,@infopresidencia,2020-05-17,"#ProtagonistasDelReciclaje | Separa residuos como pilas, medicamentos, luminarias y plaguicidas que utilices en casa. Cuando superemos esta emergencia generada por el #COVID19 deposítalos en los puntos de recolección especiales para este tipo de elementos. #DíaMundialDelReciclaje"
2175,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-05-17,"Situación actual de #Covid_19
en #Antioquia
Total de contagiados: 518
 Nuevos casos hoy: 9
Total de fallecidos: 6
Hospitalizados: 11
Total de recuperados: 403
Pruebas negativas: 22.906
Casos activos: 109

Más información 
https://cutt.ly/iyETPrg"
2171,Presidencia Colombia,@infopresidencia,2020-05-17,#ProtagonistasDelReciclaje | Juan hace parte de un importante grupo de personas que trabajan incansablemente para mantener nuestras ciudades limpias. Desde el Gobierno Nacional les agradecemos por su valiosa labor durante la emergencia por el #COVID19. #DíaMundialDelReciclaje
2172,Presidencia Colombia,@infopresidencia,2020-05-17,"A través de #FacebookLive el Presidente 
@IvanDuque
 responderá hoy las inquietudes de los colombianos sobre las acciones del Gobierno Nacional frente a la pandemia del COVID-19. 

#PrevenciónyAcción "
791,Gobernación del Magdalena,@MagdalenaGober,2020-05-17,"#ReporteCOVID19 
En el Magdalena confirmamos un total de 160 pacientes con #Covid_19:
 10 casos nuevos
 144 con aislamiento en casa.
 4 hospitalizados y 2 con hospitalización en UCI.
10 los fallecidos en el departamento.
23 Recuperados.

#QuedateEnCasa"
2168,MinSaludCol,@MinSaludCol,2020-05-17,"“En Amazonas se estrecharon las medidas de cerco epidemiológico. Se resolvió un problema con la máquina de oxígeno y estamos gestionando máquinas adicionales, buscando la mejor atención para sus pobladores” ministro 
@Fruizgomez
 #PrevenciónYAcción"
2181,Presidencia Colombia,@infopresidencia,2020-05-16,"¿Tienes preguntas sobre las acciones adelantadas por el Gobierno Nacional para enfrentar la pandemia del COVID-19? Cuéntanos tus dudas y conéctate hoy a nuestro #FacebookLive desde las 6:00 p.m. en 
 http://facebook.com/PresidenciadeColombia…

#PrevenciónyAcción"
794,Clara Luz Roldán González,@ClaraLuzRoldan,2020-05-16,"Cada batalla que le ganamos al #Covid19, es un motivo para tener esperanza en que saldremos más fuertes. Gracias a los médicos y personal del 
@HIDC_Valle
 por ese gran trabajo que realizan de salvar vidas "
2176,Presidencia Colombia,@infopresidencia,2020-05-16,"#PrevenciónyAcción | ""Los sistemas de transporte masivo no deben operar con más del 35% porque no queremos que sean puntos de aglomeración y que terminen incubando en el territorio nacional, más casos de Covid-19"" Presidente 
@IvanDuque"
2178,Presidencia Colombia,@infopresidencia,2020-05-16,"#PrevenciónyAcción | ""Tenemos en este momento un total de 14.939 casos positivos en el país, de ese total, el 90% se encuentran tratados en su casa, el equivalente a 13.331"" Presidente 
@IvanDuque"
2177,Presidencia Colombia,@infopresidencia,2020-05-16,"#PrevenciónyAcción | ""En la medida en que protejamos a los mayores de 70 años, logramos el propósito de salvar vidas en el sector de la población que es más vulnerable al ataque de esta enfermedad"" Presidente 
@IvanDuque"
2182,Presidencia Colombia,@infopresidencia,2020-05-16,"#PrevenciónyAcción | Desde el Gobierno Nacional invitamos a los trabajadores del sector de la construcción a utilizar medios de transporte alternativos, como la bicicleta, para evitar aglomeraciones en el transporte público y prevenir posibles contagios de #COVID19."
2183,MinSaludCol,@MinSaludCol,2020-05-16,"“Como parte del apoyo que venimos brindando, 22 Empresas Sociales del Estado de Bolívar recibirán $6.745 millones para el pago de nóminas atrasadas, y la ESE de Cartagena recibirá $1.273 millones"" ministro 
@Fruizgomez
 #PrevenciónYAcción"
2184,MinSaludCol,@MinSaludCol,2020-05-16,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 hizo un balance de su visita a Cartagena y explicó los compromisos adquiridos con la ciudad y el departamento de Bolívar, para mejorar la capacidad de respuesta frente a la COVID-19."
2185,MinSaludCol,@MinSaludCol,2020-05-16,"Hoy adelantamos una reunión con autoridades de Brasil, para coordinar acciones que nos permitan proteger la salud de la población en el Amazonas, afectada por la COVID-19. En #PrevenciónYAcción, el presidente 
@IvanDuque
 explicó los acuerdos a los que se llegó"
2180,Gobernación del Meta,@GobMeta,2020-05-16,"La Secretaría de Salud Dptal. adelantó jornada de trabajo en articulación con la Alcaldía de Granada, el INPEC y el 
@HospitalGranada
, con el fin de socializar el plan de contingencia dirigido a centros penitenciarios en medio de la emergencia por #Covid_19. 
#AlServicioDeLaGente"
2179,Presidencia Colombia,@infopresidencia,2020-05-16,"#AEstaHora el Presidente 
@IvanDuque
 responde a través de #FacebookLive, las preguntas de los colombianos sobre las acciones emprendidas por el Gobierno Nacional para enfrentar la pandemia del COVID-19 en el país. #PrevenciónyAcción"
793,Clara Luz Roldán González,@ClaraLuzRoldan,2020-05-16,"Me alegra contarles que en el Hospital Isaias Duarte Cancino 
@HIDC_Valle
 contamos con 38 camas nuevas para atender pacientes con #Covid19, 28 de UCI para adultos y 10 de cuidados intermedios, disponibles para los vallecaucanos #ValleInvencibleHospital Isaías Duarte de Cali abrió Unidad de Cuidados Intensivos para atender pacientes con...
Desde este centro asistencial explicaron que las camas disponibles serán exclusivas para pacientes con coronavirus.
elpais.com.co"
792,Gobernación del Magdalena,@MagdalenaGober,2020-05-16,"#ReporteCOVID19 
En el Magdalena confirmamos un total de 150 pacientes con #Covid_19:
 16 Casos nuevos
 134 con aislamiento en casa.
 4 hospitalizados y 2 con hospitalización en UCI.
10 los fallecidos en el departamento.
23 Recuperados.
#QuedateEnCasa"
2197,MinSaludCol,@MinSaludCol,2020-05-15,"""En esta resolución están los nombres de cada hospital y el monto que se les entregará. Esperamos que los trabajadores de la salud nos ayuden a hacer la veeduría para que estos dineros se usen, puntualmente, en el pago de nóminas atrasadas"" ministro Ruiz #PrevenciónYAcción"
2198,MinSaludCol,@MinSaludCol,2020-05-15,"""Buscando cubrir una deuda histórica con los trabajadores de la salud, se expidió la resolución 753 que permite el giro de $213 millones a 543 hospitales públicos, para cubrir montos atrasados de nómina de los meses de enero a marzo de 2020"" 
@Fruizgomez
 en #PrevenciónYAcción"
2194,Presidencia Colombia,@infopresidencia,2020-05-15,"El 
@ICBFColombia
 sigue recorriendo el territorio nacional para atender a los niños, niñas y mujeres gestantes con canastas nutricionales reforzadas. En la segunda etapa de atención, la meta es llegar a más de 1.7 millones de beneficiarios. #PrevenciónyAcción"
2196,Presidencia Colombia,@infopresidencia,2020-05-15,El Gobierno Nacional continúa trabajando por los colombianos durante la emergencia por el COVID-19. Conoce las noticias del día sobre los avances en las ayudas humanitarias y programas sociales. #PrevenciónyAcción
2195,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-05-15,"Situación actual de #Covid19 en Antioquia: 
Total de contagiados: 501
 Nuevos casos hoy: 10
Total de fallecidos: 6
Hospitalizados: 10
Total de recuperados: 391
Pruebas negativas: 21.133
Casos activos: 104"
2191,Gobernación del Meta,@GobMeta,2020-05-15,"#ATENCIÓN Hoy nos llegó la buena noticia que 13 nuevas personas se han recuperado, llegando a un total de 112 recuperadas en todo el Departamento. 
Afortunadamente en el Meta tenemos 21 municipios libres de #Covid_19. ¡Sigan cuidándose! 
#PrevenciónYAcción"
2193,Presidencia Colombia,@infopresidencia,2020-05-15,"Conéctate hoy a la transmisión #EnVivo a través de 
@InstitucionalTV
 y 
@RadNalCo
, en la que el Presidente 
@IvanDuque
 hablará de las últimas medidas de #PrevenciónyAcción adoptadas por el Gobierno Nacional para enfrentar la pandemia del COVID-19."
2189,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-05-15,"Situación actual de #Covid_19 
en #Antioquia: 
Total de contagiados: 509
 Nuevos casos hoy: 8
Medellín: 7
Turbo: 1
Total de fallecidos: 6
Hospitalizados: 11
Total de recuperados: 397
Pruebas negativas: 21.752
Casos activos: 106"
2192,Supersalud,@Supersalud,2020-05-15,"El Hospital San Rafael de Leticia 
@ese_rafael
 recibió de 
@MinSaludCol
 1.5 toneladas de  elementos de protección personal para hacerle frente al #Covid_19 Más de 50 mil tapabocas, 9.600 tapabocas N95, 1.700 caretas y 99 kits de sábanas para atención de pacientes #PrevenciónYAcción"
2187,Presidencia Colombia,@infopresidencia,2020-05-15,"#PrevenciónyAcción | ""El día de hoy se procesaron 6.082 pruebas, de las cuales se registran 606 casos positivos; lo que una vez más nos sitúa por debajo del 10% del total de pruebas"" Presidente 
@IvanDuque"
2190,Presidencia Colombia,@infopresidencia,2020-05-15," #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país. #PrevenciónyAcción
pscp.tv"
795,Secretaría de Salud de Valle del Cauca,@secsaludvalle,2020-05-15,"El próximo lunes abrimos un espacio virtual para dialogar sobre dos poblaciones vulnerables, en el contexto de la pandemia por #COVID19 
Conéctate 
 a través del siguiente link: https://lobby.sar.ruav.edu.co/#/HFK67FZC4OK"
796,Clara Luz Roldán González,@ClaraLuzRoldan,2020-05-15,"Desde el Valle recibimos con optimismo la asignación de recursos en transferencia directa a las Empresas Sociales del Estado, para fortalecer capacidad de oferta pública de los servicios de salud en la emergencia del #Covid19. Nuestros hospitales recibirán $24 mil millones."
797,Clara Luz Roldán González,@ClaraLuzRoldan,2020-05-15,"Agradezco al presidente 
@IvanDuque
 por tenderle una mano a nuestra red pública de hospitales del Valle, que tanto necesita estos recursos que serán girados por 
@MinSaludCol
 directamente a las ESE, en medio de la emergencia del #Covid19 para seguir salvando vidas.2:15
1 mil reproducciones"
798,Gobernación del Magdalena,@MagdalenaGober,2020-05-15,"#ReporteCOVID19 
En el Magdalena confirmamos un total de 134 pacientes con #Covid_19:
 118 con aislamiento en casa.
 4 hospitalizados y 2 con hospitalización en UCI.
10 los fallecidos en el departamento.
22 Recuperados.
Necesitamos que se queden en casa.
#QuedateEnCasa"
2188,Presidencia Colombia,@infopresidencia,2020-05-15,"#AEstaHora el Presidente 
@IvanDuque
 lidera el programa #PrevenciónyAcción, en el que hace un balance de la situación del COVID-19 en el país y los avances en las medidas implementadas por el Gobierno Nacional para enfrentar la pandemia."
2186,Gobernación del Meta,@GobMeta,2020-05-15,"Esta iniciativa piloto denominada 'Herramientra Trello' que surgió a raíz de la crisis sanitaria que afronta el Departamento por el #Covid_19, nos ha permitido implementar el trabajo en casa. A la fecha se han logrado capacitar cerca de 80 funcionarios. #AlServicioDeLaGente"
2208,Gobernación del Meta,@GobMeta,2020-05-14,"Los docentes de planta de la 
@sedmetaweb
 que manejan Lengua de Señas Colombiana (LSC), trabajan en estrategias para que los estudiantes con discapacidad auditiva también reciban sus clases en medio de la emergencia por el #Covid_19. https://bit.ly/2WRTu1H"
2203,Presidencia Colombia,@infopresidencia,2020-05-14," #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país. #PrevenciónyAcción
pscp.tv"
2210,Presidencia Colombia,@infopresidencia,2020-05-14,"#PrevenciónyAcción | 90 municipios del país, que no tienen registro del covid-19 en su territorio, ya recibieron ‘luz verde’ del Gobierno Nacional para el levantamiento del Aislamiento Preventivo Obligatorio, con el fin de retomar su vida productiva."
2217,Presidencia Colombia,@infopresidencia,2020-05-14,"El Gobierno Nacional lanzó un paquete de líneas de crédito para aliviar la situación de jardines infantiles, colegios, universidades, padres de familia y estudiantes, en el marco de la Emergencia por la pandemia del COVID-19. #PrevenciónyAcciónGobierno Nacional lanza líneas de crédito, en condiciones especiales, para apoyar al sector...
El Gobierno Nacional, a través del Ministerio de Educación, el Fondo Nacional de Garantías (FNG) y la Banca de Desarrollo Territorial (Findeter), lanzó este miércoles un paquete de líneas de crédito...
id.presidencia.gov.co"
2202,Gobernación del Meta,@GobMeta,2020-05-14,"Entregamos filamento para impresiones 3D al grupo Llaneros Maker X Colombia, integrado por 25 jóvenes quienes realizan caretas de protección para el personal de la salud, que integra la primera línea de batalla contra el #Covid_19. https://bit.ly/2zybAOk"
2207,Presidencia Colombia,@infopresidencia,2020-05-14,"El Gobierno de Alemania, a través de la Agencia Alemana de Cooperación Internacional (GIZ), entregó una donación de 80 mil pruebas y anunció la asistencia de un equipo de expertos para apoyar a Colombia en la lucha contra el covid-19. #PrevenciónyAcción"
2204,Presidencia Colombia,@infopresidencia,2020-05-14,"Hoy a las 6:00 p.m. el Presidente 
@IvanDuque
 explicará, a través de 
@InstitucionalTV
 y 
@RadNalCo
, las últimas medidas de #PrevenciónyAcción tomadas por el Gobierno Nacional frente a la pandemia del COVID-19 en el país. ¡Conéctate a la transmisión! "
2205,Gobernación del Meta,@GobMeta,2020-05-14,"Con el fin de revisar los protocolos de manejo de pacientes fallecidos por #Covid_19, el secretario de Salud 
@JorgeOvidioCruz
 lideró jornada de trabajo en compañía del Dr. Alexander Hernández, Dir. del Instituto de Medicina Legal Dptal.; autoridades judiciales y de salud."
2206,MinSaludCol,@MinSaludCol,2020-05-14,"Conéctate al #FacebookLive del 
@ICBFColombia
 y conoce cómo puede verse afectada la salud mental de niñas, niños y adolescentes por el aislamiento preventivo.
 http://facebook.com/ICBFColombia
#MisManosTeEnseñan #PrevenciónYAcción"
2215,Supersalud,@Supersalud,2020-05-14,"#AEstaHora | El 
@Supersalud
 , Fabio Aristizábal en entrevista en 
@Horadelaverdad
 con 
@FlondonoHoyos
 para hablar sobre las medidas para enfrentar el #Covid_19."
2209,Presidencia Colombia,@infopresidencia,2020-05-14,"#PrevenciónYAcción | Conéctate a las 10:00 a.m.
 con el #FbLive del 
@ICBFColombia
 para hablar sobre la importancia de la salud mental de las niñas, niños y adolescentes
 http://facebook.com/ICBFColombia ¡Te esperamos!"
2212,Presidencia Colombia,@infopresidencia,2020-05-14,"El 
@ICETEX
 anuncia reducción de intereses para estudiantes de estratos 1, 2 y 3 hasta diciembre. Los jóvenes de estos estratos solo pagarán de interés lo relativo al aumento del IPC (Índice de Precios al Consumidor). #PrevenciónyAcción0:39
2,7 mil reproducciones"
2211,Gobernación del Meta,@GobMeta,2020-05-14,"En los días mas difíciles para las familias más vulnerables del Meta, hemos entregado más de 39 mil kits de ayudas humanitarias en los 29 municipios; minimizando la escasez de alimentos básicos en los hogares de escasos recursos, y a su vez combatir el #Covid_19 desde sus casas."
799,Nicolás García Bustos,@nicolasgarciab,2020-05-14,"La plataforma de seguimiento del #COVID19 en Cundinamarca nos reporta a esta hora 311 casos confirmados, 157 recuperados y 13 fallecidos. Detalles en:
http://saga.cundinamarca.gov.co/apps/covid/Mobile.html…"
2200,Presidencia Colombia,@infopresidencia,2020-05-14,"#PrevenciónyAcción | ""Tenemos realizadas a la fecha en todo el país 177.050 pruebas, de las cuales 163.440 personas, es decir el 92%, han sido descartadas de tener Covid-19"" Presidente 
@IvanDuque"
2216,Presidencia Colombia,@infopresidencia,2020-05-14,"El trabajo coordinado que realiza el Gobernador de Santander, 
@MAguilarHurtado
 con los alcaldes del departamento para aplicar responsablemente los protocolos de prevención, fue destacado hoy por el Presidente 
@IvanDuque
 en el programa #PrevenciónyAcción"
2199,Presidencia Colombia,@infopresidencia,2020-05-14,"""Hay que destacar el programa #PorLosQueNosCuidan, iniciativa que ha liderado 
@fonturcol
, a través del cual se empieza a habilitar infraestructura hotelera para que el personal médico pueda utilizar esas instalaciones y tener espacios de descanso"" #PrevenciónyAcción"
2218,Presidencia Colombia,@infopresidencia,2020-05-14,"Este miércoles, en el programa de #PrevenciónyAcción, el Presidente 
@IvanDuque
 y la Ministra de Educación, 
@VictoriaBxE
, explicaron las nuevas medidas implementadas por el Gobierno para brindar apoyo financiero al sector por $2,5 billones."
2201,Presidencia Colombia,@infopresidencia,2020-05-14,"#AEstaHora el Presidente 
@IvanDuque
 hace un balance de las medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional para hacer frente a la pandemia del COVID-19 en el país."
2214,Supersalud,@Supersalud,2020-05-14,"Para atender la emergencia del #Covid_19  estamos trabajando sobre 3 temas:

1. Proteger el flujo de los recursos
2. Protección del personal sanitario para que les lleguen los elementos de protección personal. 
3. Prestación de los servicios"
2213,Presidencia Colombia,@infopresidencia,2020-05-14,"El Gobierno Nacional lanza líneas de crédito por 2,5 billones de pesos, en condiciones especiales, para apoyar al sector educativo. 

#PrevenciónyAcción"
2223,Gobernación del Meta,@GobMeta,2020-05-13,"¡Regresó la llanerita de los colombianos! Tras 45 días sin sorteo por la emergencia del #Covid_19, la 
@loteriameta
juega hoy miércoles con el sorteo 2985. ¿Ya la compraste? ¡Hoy sí me la gano! 
#PorNuestraGente 
https://bit.ly/3cwUT4r"
2224,Gobernación del Meta,@GobMeta,2020-05-13,"Las obras en la Villa Olímpica, coliseo Álvaro Mesa Amaya, y las piscinas olímpicas de Villavicencio, que están a cargo de 
@idermeta_
 retomarán actividades, cumpliendo con todas las reglamentaciones exigidas y protocolos establecidos. #PrevencionyAccion 
https://bit.ly/3bvpNsL"
2222,Gobernación del Meta,@GobMeta,2020-05-13,"En medio de la emergencia por el #Covid_19 beneficiamos al personal del sector de la salud de Villavicencio, en el trasporte gratuito de sus hogares a los puestos de trabajo y viceversa. Así van las cifras de la iniciativa ""Transportamos Héroes de la Salud"". #PorNuestraGente"
2221,Presidencia Colombia,@infopresidencia,2020-05-13,"¡La salida es una opción! Recuerda que, la salida 
 aplica para niñas, niños y adolescentes de 6 a 17 años que no tengan enfermedades de base que implican alto riesgo de infección respiratoria aguda (IRA) y #COVID19 | #EntreTodosNosCuidamos"
2220,Gobernación del Meta,@GobMeta,2020-05-13,"Dentro de la estrategia de mitigación del #Covid_19, estamos implementado puestos de higienización en #Villavicencio, en los cuales hacemos toma de temperatura, asepsia de manos y control de síntomas gripales que representen riesgo de contagio. #AlServicioDeLaGente"
2219,Presidencia Colombia,@infopresidencia,2020-05-13," #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país.Presidencia Colombia
@infopresidencia
 #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional para mitigar los efectos del COVID-19 en el país.
pscp.tv"
2230,Presidencia Colombia,@infopresidencia,2020-05-13,"Para atender la situación de salud pública generada por el COVID-19 en Leticia, Amazonas, enviamos un avión de la 
@FuerzaAereaCol
 con personal médico, equipos de desinfección, reactivos para la realización de pruebas y canastas nutricionales. #PrevenciónyAcción"
2229,Presidencia Colombia,@infopresidencia,2020-05-13,"El Alcalde de Pereira (Risaralda), 
@MayaAlcaldePei
, hizo un reconocimiento al trabajo en equipo que se ha realizado junto al Gobierno Nacional, para mitigar los efectos de la pandemia del COVID-19 en las regiones del país. #PrevenciónyAcción"
2225,Presidencia Colombia,@infopresidencia,2020-05-13,"#PrevenciónyAcción | El 
@Ministerio_TIC
 ofrecerá internet con velocidades de 20 Megabytes por segundo para que los médicos y el equipo administrativo del Hospital de Leticia realicen sesiones de telemedicina durante la emergencia por el COVID-19."
2227,Presidencia Colombia,@infopresidencia,2020-05-13,"El Alcalde de 
@CiudadManizales
, Carlos Mario Marín, destacó hoy el trabajo en equipo adelantado entre su administración y el Gobierno Nacional, para avanzar en la reactivación gradual de los sectores productivos bajo la premisa de proteger la salud y la vida. #PrevenciónyAcción"
2226,Presidencia Colombia,@infopresidencia,2020-05-13,"#PrevenciónyAcción | El 
@MinSaludCol
 emite Resolución 737, con lineamientos de bioseguridad para varias actividades del sector servicios. Ministerio de Salud emite Resolución 737, con lineamientos de bioseguridad para varias actividades...
A través de la Resolución 737 de 2020, el Ministerio de Salud y Protección Social emitió los lineamientos de bioseguridad para la salida gradual de sectores que presten el servicio de mantenimiento y...
id.presidencia.gov.co"
800,Nicolás García Bustos,@nicolasgarciab,2020-05-13,"Acompaño a esta hora al presidente 
@IvanDuque
 en el programa #PrevenciónyAcción por 
@SenalColombia
, espacio donde tendré la oportunidad de revisar junto al Gobierno Nacional la situación del Departamento de cara a la emergencia que atravesamos por cuenta de la pandemia."
801,Nicolás García Bustos,@nicolasgarciab,2020-05-13,"La plataforma de seguimiento del #COVID19 en Cundinamarca nos reporta a esta hora 309 casos confirmados, 151 recuperados y 13 fallecidos. Detalles en:
http://saga.cundinamarca.gov.co/apps/covid/Mobile.html…"
2228,Presidencia Colombia,@infopresidencia,2020-05-13,"Más del 60% de los trabajadores del sector edificador utilizan medios de transporte alternativos como la bicicleta, para llegar a su lugar de trabajo, evitar aglomeraciones y prevenir posibles contagios por COVID-19. #PrevenciónyAcción"
2242,MinSaludCol,@MinSaludCol,2020-05-12,"""Hoy expedimos la resolución 736 bajo la cual invertiremos $24 mil millones para el Programa de Atención Psicosocial y Salud Integral a Víctimas del Conflicto Armado (PAPSIVI), con el que se brindarán más de 100 mil atenciones en salud"" ministro 
@Fruizgomez
 #PrevenciónYAcción"
2239,Gobernación del Meta,@GobMeta,2020-05-12,"La Donatón por los loteros de Colombia, ‘Gran Extra Solidario’ recaudó más de 621 millones de pesos. La 
@loteriameta
 hizo parte de este trabajo colectivo con las demás del país, para ayudar a los loteros del país que están en crisis por el #Covid_19. https://bit.ly/3fF4YhJ"
2241,Presidencia Colombia,@infopresidencia,2020-05-12,#PrevenciónyAcción | Conoce los protocolos de seguridad y bioseguridad que deben cumplir las personas que hacen parte de los sectores que empezaron a recuperar la productividad el día de hoy. ¡Recuerda que la prevención es tarea de todos!
2238,Presidencia Colombia,@infopresidencia,2020-05-12,"Avanza distribución en 21 departamentos y Bogotá de más de 500 mil reactivos adquiridos por el Gobierno para realizar pruebas de covid-19. 

#PrevenciónyAcciónAvanza distribución en 21 departamentos y Bogotá de más de 500 mil reactivos adquiridos por el...
El Presidente Iván Duque informó este lunes sobre los avances en la distribución a 21 departamentos y Bogotá de más de 500 mil reactivos adquiridos por el Gobierno Nacional para aumentar la capacidad...
id.presidencia.gov.co"
2240,Presidencia Colombia,@infopresidencia,2020-05-12,"#PrevenciónyAcción | Así avanza la distribución en 21 departamentos y Bogotá, de más de 500 mil reactivos adquiridos por el Gobierno Nacional para realizar pruebas de COVID-19."
2237,Presidencia Colombia,@infopresidencia,2020-05-12,"#PrevenciónyAcción | Conoce los protocolos de seguridad y bioseguridad que deben cumplir las personas que hacen parte de los sectores que empezaron a recuperar la productividad el día de hoy. ¡Recuerda que la prevención es tarea de todos! 1:41
8,3 mil reproducciones"
2235,MinSaludCol,@MinSaludCol,2020-05-12,"""Las 80 mil pruebas donadas por Alemania serán llevadas al 
@INSColombia
, donde se tiene el modelo de distribución que dará prioridad a departamentos y zonas de frontera que más las necesitan, como Norte de Santander y Amazonas"" 
@Fruizgomez
 #PrevenciónYAcción"
2234,Presidencia Colombia,@infopresidencia,2020-05-12,"Hoy a las 6:00 p.m. el Presidente 
@IvanDuque
 explicará, a través de 
@SenalColombia
 y 
@RadNalCo
, las últimas medidas de #PrevenciónyAcción tomadas por el Gobierno Nacional frente a la pandemia del COVID-19 en el país. ¡Conéctate! "
