,Nombre de usuario,Usuario,Fecha,Texto,sentiment_value
7226,Jorge Arévalo,@JorgeAr60283003,2020-10-11T12:52:27.000Z,ya no seguirán haciendo pruebas para descubrir la vacuna contra el covid 19 en colombia los esfuerzos se centrarán de ahora en adelante en descubrir la vacuna contra la rabia que padece actualmente el expresidiario álvaro uribe vélez,0
7227,Felipe Corredor,@corredor_felipe,2020-10-11T03:21:21.000Z,viendo el partido de rugby entre allblacks vs wallabies con las tribunas llenas definitivamente es otro mundo no nos falta una vacuna sino mas educacion y cultura fuckcovid colombia bledisloecup,0
7228,@𝘾𝙝𝙖𝘿𝙪𝙧𝙞𝙨𝙩𝙖,@𝘾𝙝𝙖𝘿𝙪𝙧𝙞𝙨𝙩𝙖,2020-10-10T21:19:22.000Z,colombia rechazó la vacuna de rusiacolombia rechazó los respiradores que venezuela les estaba dando sin costo algunocolombia acaba de liberar a álvaro uribecolombia prefirió pagar millones de dólares a jhonson jhonson para fabricar la vacunay critican a ,0
7229,Lore Acosta,@LorenaAg_26,2020-10-10T14:02:08.000Z,el problema es que en colombia te matan justo cuando por fin logras conseguir algo y te niegas a dar los frutos de lo que te costó tanto sacrificio un día tener vacuna le llaman,0
7230,Lore Acosta,@LorenaAg_26,2020-10-10T13:59:09.000Z,el problema es que en colombia te matan cuando justo por fin logras conseguir algo y te niegas a dar vacuna le llaman,0
7231,Sikiuk Méndez,@sikiukeli,2020-10-10T01:40:03.000Z, colombia ganó todavía no hay vacuna sigo en aislamiento social preventivo obligatorio que según el presi no es cuarentena pero es obligatorioy falta un mes para mi cumpleaños,0
7232,C l a u d i a,@Arrebol94,2020-10-09T23:50:25.000Z,quiero celebrar la vacuna contra el covid así como celebramos el gol de colombia ,0
7233,Miguel Angel,@maar6644,2020-10-09T23:49:25.000Z,nos vacuna colombia con el verdugo zapata 1x0,0
7234,R.A.M,@aramh4ck,2020-10-09T22:55:26.000Z,hasta el 2023 se espera presumiblemente tener vacuna en colombia 3 años viviendo en esta distopíaeso sí no nos mata antes el virus los ladrones o la policía,0
7235,🅐🅝🅓🅡🅔🅐 🅡,@Rolineston,2020-10-09T13:18:17.000Z,a colombia va a llegar primero la vacuna contra el covid que la justicia,0
7236,Alice Ψ,@AlicMalag26,2020-10-09T12:25:55.000Z,el primer voluntario en colombia que se aplicó la vacuna contra el covid19 tendrá un monitoreo de 2 años para saber si en verdad funcionó la vacuna y ustedes pensando que el otro año tendremos vacuna felizviernesatodos,0
7237,Juan F. Corrales,@JFCorrale04,2020-10-09T02:53:23.000Z,uno todo tranquilo leyendo cosas y me encuentro con un artículo de la revista semana que dice que la vacuna del covid va a llegar a colombia en el 2023 se nos fue la juventud en pandemia,0
7238,Giancarlo Salgado,@gsalgadom227,2020-10-09T02:03:25.000Z,inglaterra creo que tendremos a la mitad de la población vacunada antes de las pascuascolombia hay posibilidad de que la vacuna llegue el 2023,0
7239,"Julio César Aldana, MD.",@jaldanabula,2020-10-08T15:09:48.000Z,este 7 de octubre empezó formalmente la fase iii del ensayo clínico de la vacuna para covid19 de la farmacéutica janssen en colombia en la fundación cardiovascular en floridablanca santander se aplicó la primera dosis vacuna o placebo en un voluntario hombre,0
7240,Catalina Maya,@catalinamaya,2020-10-08T15:06:10.000Z,buenos días chics vieron que ayer en colombia se comenzaron a hacer pruebas para la vacuna uffff no saben lo ilusionada que estoy con esto un rayito de esperanza nunca cae mal,0
7241,SCOTT - ( TITULARES ),@Guarico_Informa,2020-10-08T13:54:44.000Z,colombia comenzó ensayos clínicos de la vacuna de johnson johnson contra el covid19,0
7242,buho ™,@buho_media,2020-10-08T13:53:26.000Z,alertasbuho covid19 08101 las autoridades alertan la posibilidad de nuevas olas de contagio en los meses venideros en bogota el 3er pico se daría en marzo eltiempo sectorsalud 2 inicia fase iii de vacuna contra covid19 de astrazeneca en colombia elespectador,0
7243,Don Benjamín,@SeorJos1,2020-10-08T13:40:36.000Z,el gobierno de colombia rechazó la vacuna rusa la cual putin la ofreció entregarla sin ningún costo pero prefirió contratar por miles de millones de dólares la vacuna de johnson johnson la empresa q fabricó talcos cancerígenos 8oct,0
7244,El Axioma,@Elaxioma_com,2020-10-08T12:35:37.000Z,8oct colombiafarc pidió perdón por asesinatos de guillermo gaviria y gilberto echeverriinició aplicación de ensayos de la vacuna covid19 en floridablancaministro holmes trujillo afirmó haber cumplido con la sentencia de la cortecolombia877683 nuevos casos de covidlas noticias de colombia más importanteselaxiomacom,0
7245,Esperanza Rico Laverde,@EsperanzaRicoL,2020-10-08T10:53:51.000Z,carlos carreño fue el primer colombiano voluntario en probar la vacuna experimental de covidcolombia iniciará nuevos estudios con medicamentos innovadores para la covid19 dijo minsaludcolombia alcanzó los 877 mil casos de covid hay 27 mil fallecidos y 773 mil recuperados,0
7246,jizquierdo,@jamesizquierdo,2020-10-08T10:10:06.000Z,bendiciones lo que le pasó al colombiano que está trabajando en la vacuna rusa porque aquí en colombia no le dieron oportunidad porque estudio en cuba entrevistelo,0
7247,Gaceta Carabobo,@GacetaCarabobo,2020-10-08T05:22:06.000Z,danielriosve colombia comenzó este miércoles los ensayos clínicos de la vacuna experimental contra el covid19 que desarrolla johnson johnson y su grupo de compañías farmacéuticas janssen ya aplicaron la primera dosis a un grupo de voluntariosdanielrios ,0
7248,Noticias 0241,@Noticias0241,2020-10-08T04:36:39.000Z,danielriosve colombia comenzó este miércoles los ensayos clínicos de la vacuna experimental contra el covid19 que desarrolla johnson johnson y su grupo de compañías farmacéuticas janssen ya aplicaron la primera dosis a un grupo de voluntariosdanielrios ,0
7249,Carabobo News,@CaraboboNews,2020-10-08T04:32:38.000Z,danielriosve colombia comenzó este miércoles los ensayos clínicos de la vacuna experimental contra el covid19 que desarrolla johnson johnson y su grupo de compañías farmacéuticas janssen ya aplicaron la primera dosis a un grupo de voluntariosdanielrios ,0
7250,José Carlos Sarquís,@JoseCSR,2020-10-08T04:06:02.000Z,ay no quejeso de hacer una vacuna en colombia si la ciencia aquí es como la ingeniería desconfiaría totalmente felizmiercoles covid19 vacunacovid19,0
7251,York29,@jperez_1216,2020-10-08T03:44:39.000Z,no diré nada por qué el sábado también nos vacuna el naciopan y el viernes empata colombia vida hp,0
7252,Ifepado,@ifepado,2020-10-08T01:03:34.000Z,invito a paloma valencia y maria fernanda cabal que demuestren su amor por colombia y sean voluntarias para la vacuna del covid 19 solo digo,0
7253,Selene,@SeleneMestra,2020-10-08T00:55:51.000Z,padre ensayos de la vacuna para el covid 19 en colombia un exito asi es,0
7254,Pascual Pontillo,@pascualpontillo,2020-10-08T00:49:38.000Z,hasta con la vacuna salimos jodidos mientras colombia prueba la vacuna de johnson y jonhson brasil la de oxfor nosotros probamos la rusa después nos meterán la china o la cubana pero una vina buena ni de verga,0
7255,Jamape,@Jamape3,2020-10-08T00:44:27.000Z,en colombia se inicia el proceso de vacunación contra la covid19 la vacuna es de jhonson y jhonson certificada por opsoms para iniciar la fase 3 esa vacuna si me la pongo pero esa vacuna de rusia que impone el dictador nicolasmaduro ni a la esquina venezuela,0
7256,Sumarium,@sumariumcom,2020-10-08T00:25:01.000Z, colombia comenzó este miércoles los ensayos clínicos de la vacuna experimental contra la covid19 que desarrolla johnson johnson y su grupo de compañías farmacéuticas janssen al aplicar la primera dosis a un voluntario en el municipio de floridablanca,0
7257,Triny Evangelista,@Trinandito,2020-10-07T23:24:54.000Z,más o menos las nudes que me llegaron son como la vacuna del covid en colombia uno las pide pero puede que nunca lleguen,0
7258,Carlos Luis Carrillo,@carlosbluisc,2020-10-07T21:11:43.000Z,hoy existen más de 100 vacunas en desarrollo 40 se encuentran en ensayos clínicos de fase avanzada según el ministerio de salud de colombia a mediados del 2021 ya habría una vacuna efectiva que en colombia se empezaría a aplicar en el último trimestre del próximo año,0
7259,Dos Títulos,@DosTitulos,2020-10-07T19:15:03.000Z,países ricos con normalidad a fines de 2021 si vacuna funciona colombia,0
7260,Carlos arango,@carlosarangoh,2020-10-07T18:53:57.000Z,y entonces colombia resulto ser el conejillo de indias de johnson johnson pues les aseguro que si esa vacuna funciona seremos los últimos en recibirla,0
7261,valeria,@galuetwd,2020-10-07T18:31:37.000Z,ya hay declaraciones del man que se colocó la vacuna del covid en colombia,0
7262,Alex González,@alexandergc100,2020-10-07T18:26:38.000Z,inicia la prueba de la vacuna jj en colombia,0
7263,Mauricio Cabal Z.,@mauriciocabal,2020-10-07T18:12:26.000Z,inició la aplicación de ensayos de la vacuna contra el covid19 en colombialos ensayos se harán en diez centros de investigación ubicados en bogotá bucaramanga medellín y barranquilla,0
7264,DianaB.,@DianaBayona2,2020-10-07T18:03:04.000Z,yo creo que la vacuna contra el covid llega a colombia cuando falte una semana para elegir presidente de esa forma el partido del gobierno ganará votos y seguiremos en lo mismolos i love u ,0
7265,Juan G. Saldarriaga,@SaldaJuanG,2020-10-07T18:01:04.000Z,mociondecensura a carlosholmestru y noticiascaracol le dedica sus primeros 15 minutos a la selección colombia y otros 15 hablar de la hipotética vacuna contra el covideste es el periodismo nacionalqué vergenzajuandiegoalvirajuanrobertovarg,0
7266,Jose Maria Pelaez,@chepelaez,2020-10-07T17:57:29.000Z,gobierno quiere vacunar para prevenir covid el 20 de la poblacin o sea 9 millones de personas y si la vacuna vale a 10 dolares el valor total es de 9 millones de dolares si vacunara todo colombia seria 450 millones de dolarespero prestarle a avianca 3500 si puede,0
7267,Superandianda,@Superandianda,2020-10-07T17:52:26.000Z,inicialmente la vacuna no se aplicará a todo el mundo si claro ya sabemos y nos imaginamos la población en riesgo que será la primera en recibirla en colombia los abuelitos dueños del país y sus familias un estilo de ais,0
7268,Do kla,@DoklaM12,2020-10-07T16:27:52.000Z,en colombia qué es mas peligroso la vacuna de johnson johnson o la vacuna de los pelados de la vuelta,0
7269,Herwin Yovany D,@HerwinYovany,2020-10-07T15:56:20.000Z,están probando la vacuna que ha hecho daño en eeuu en colombianos ha pero el problema son los rusos colombia gobernada por brutos srapatria,0
7270,cesar montoya,@CesarSinarte,2020-10-07T14:34:20.000Z,vacuna covid para colombia de farmacéutica jhonson jhonson corrupción total cuando la farmacéutica paga millones de dólares x tener culpabilidad en generar cáncer x su talco infopresidencia minsaludcol ser corrupto paga,0
7271,Jorge Mor{e}no,@Jolumodu,2020-10-07T14:31:21.000Z,colombianos antier como es posible que maduro obtenga pruebas antes que colombia gobierno inútilcolombianos hoy ya van empezar pruebas con los pendejos esa vacuna de johnson johnson no es seguraspoiler hace pruebas a 60 mil personas y es la mas avanzada hasta ahora,0
7272,maria esteve,@mesteveh,2020-10-07T14:26:44.000Z,a propósito del inicio del ensayo de la vacuna de johnsonjohnson en colombia en lugar de criticar tanto invito a que demos las gracias a los voluntarios gracias a ellos se probará una posibilidad que podría servirnos a todos,0
7273,eduardo davila,@eduardodavila17,2020-10-07T14:04:26.000Z,la dictadura en venezuela comandada por nicolás maduro le está ganando el round a la dictadura de colombia comandada por el iván duque en cuanto al manejo del covid 19 y la gestión de la vacuna para el virus vea pues,0
7274,Entérate Cali,@EnterateCali,2020-10-07T13:38:39.000Z,última hora en santander se acaba de aplicar la primera prueba en colombia de la vacuna contra el covid19 ,0
7275,Garcia,@laurenchav21,2020-10-07T13:12:38.000Z,a la gente nada le gusta confirmó pelean por la vacuna que llega a colombia ah pero el presidente no hubiera hecho por lo menos un arreglo para alguna vacuna y entonces no cuida a su gente si no quieren ponerse la vacuna pues no lo hagan nadie les está obligando ,0
7276,Llanera.com,@llaneracom,2020-10-07T13:01:00.000Z,colombia aumenta del 10 al 20 por ciento cupo en covax para acceso a vacuna contra covid19,0
7277,Miguel Cardoza Cadenas,@MiguelCardoza,2020-10-07T12:19:38.000Z,07octubre se inicia la aplicación de la vacuna o placebo de prueba de jhonson jhonson en colombia comenzarán con 18 personas y en la semana estiman aplicarla a 60 ciudadanos indicó víctor raúl castillo presidente de la fundación cardiovascular de floridablanca santander,0
7278,Alice Ψ,@AlicMalag26,2020-10-07T12:07:52.000Z,ya aplicaron la primer vacuna en colombia contra el covid ojalá y no salgan con un chiste como el de los talcos felizmiercolescovid19,0
7279,𝓔𝓵y,@elikitty_33,2020-10-07T12:04:10.000Z,acabo de leer que la oms dice que hay esperanza de tener vacuna al finalizar el 2020 y eso me da mucha tristeza la verdad porque se que con tanta corrupción quién sabe en colombia cuando la veremos y sobre todo cuando venga con muchos sobre costos quién sabe para quién estará,0
7280,Opina Santander,@OpinaSantander,2020-10-07T11:41:55.000Z,alaire federico silva director de estudios clínicos de la fcvcolombia habla sobre las primeras aplicaciones de la vacuna contra el covid19 en colombia que comenzarán en en santander hoy,0
7281,Martha Elizabeth Camargo,@MarthaECamargo,2020-10-07T11:17:46.000Z,desde hoy empieza a aplicarse la vacuna de johnson johnson en voluntarios colombianoscolombia aumentó al 20 la cantidad de personas que accederán a la vacuna en su primera fasehay alerta luego que las cifras revelan incremento en los casos de covid 19 en el país,0
7282,Esperanza Rico Laverde,@EsperanzaRicoL,2020-10-07T10:43:25.000Z,desde hoy empieza a aplicarse la vacuna de johnson johnson en voluntarios colombianoscolombia aumentó al 20 la cantidad de personas que accederán a la vacuna en su primera fase,0
7283,Caracol Bucaramanga,@CaracolBga,2020-10-07T10:18:22.000Z,yavienehoy en la fundación cardiovascular de colombia se hará por primera vez en el país la aplicación de la vacuna experimental contra el covid19,0
7284,vanessa,@atlanta1955,2020-10-07T10:16:11.000Z,el diputado opositor josé olivares ahora se convirtió en pitoniso y el sabe que la vacuna rusa no sirve y segun su sabiduria venezuela no está manejando bien el covid19 pero peru ecuador colombia brasil y los eeuu si que descaro,0
7285,Maritza Aristizabal,@Maryaristizabal,2020-10-07T09:55:57.000Z,buenos días colombia nos vemos a las 530am en noticiasrcn se aplica la primera vacuna en el paíshoy debate de moción de censura contra mindefensajoaquín gómez habla de reclutamiento de menorespasa en primer debate ampliación del congreso y reducción de vacaciones,0
7286,JULIAN JARABA,@JULIANJARABA_28,2020-10-07T08:02:01.000Z,quiero ser voluntario de la vacuna del covid19 en colombia señorea supersalud minsaludcol que debo hacer,0
7287,Angie Alquichides,@aalquichidesv,2020-10-07T04:50:40.000Z,la primera prueba de la vacuna experimental de johnson johnson será aplicada en floridablanca santander se realizará con un voluntario a las 700 am en la fundación cardiovascular de colombia,0
7288,Noticias Ya!,@noticiasyabq,2020-10-07T02:58:40.000Z,con una inversión de más de 200 millones de dólares se esperan adquirir 10 millones de dosis a través del mecanismo covax que es la compra multilateral de 160 países y que garantiza el acceso a colombia a la vacuna contra el covid19,0
7289,Lí,@linamaria_pb,2020-10-07T02:49:11.000Z,del 12 al 24 de octubre tengo 5 parciales 4 exposiciones 2 talleres 1 video 1 viaje a marte y hacer el papeleo para traer la vacuna rusa a colombia,0
7290,@enriquejimmyvar,@enriquejimmyvar,2020-10-07T02:05:49.000Z,mañana aplicarán la primer vacuna contra covid19 en colombia de johnson y johnson esperamos que porky que es tan lambón con los gringos sea el primer vacunado,0
7291,Luis Afanador,@lfafanador,2020-10-07T01:35:25.000Z,minsalud le puso fecha exacta a la llegada de la vacuna contra el coronavirus a colombiael ministro indicó que la vacuna contra el coronavirus por más tarde estaría lista en el segundo semestre del año 2021,0
7292,Omar Alberto Jaimes,@OmarJaimesRueda,2020-10-07T01:14:44.000Z,mañana minsaludcol aplica la primer vacuna de ensayo en colombia para covid19,0
7293,Lıc. Lɐurɐ-VɐL,@CosmaSct,2020-10-06T16:38:01.000Z,jajajja colombia ya tiene cuartos fríos que para almacenar la vacuna contra el sarcov2 y ni vacuna cercana hay ahora cuestionense cuando dinero no se adjudicará para su manteniendo y conservación y como siempre pasa acá cuando llegue la vacuna estos ya ni funcionarán,0
7294,ElDoradoRadio,@ElDoradoRadioCo,2020-10-06T15:03:17.000Z,aestahora llega el boletíndenoticias de cada hora colombia fernando ruiz minsaludcol se refirió al tema de la vacuna para el covid 19 y aseguro que la prioridad serán los grupos de riesgo diegogiraldoa nos cuenta los detalles,0
7295,buho ™,@buho_media,2020-10-06T13:32:02.000Z,alertasbuho covid19 06101 rebrote de covid19 en europa preocupa a colombia ivanduque pide reforzar bioseguridad lafm 2 minsaludcol afirma que se tendrá vacuna contra covid19 en colombia para el segundo semestre del 2021 caracolradio,0
7296,Toño Aldana,@aldana_tono,2020-10-06T02:55:06.000Z,mientras en colombia el virus del covid19 pierde carga viral esta se fortalece en la corrupción una pandemia que aún no se ha podido conseguir una vacuna efectiva mileneandradeg quinteroabo wilisrd cristyrinconhar saenzcmarta salinghisays3 robertoaldana56,0
7297,Fabio,@Fabiojgs01,2020-10-06T02:37:39.000Z,colombia eeuu y brasil ya tiene la vacuna y no se han dado cuenta no se que esperan para extraerle toda la sangre bendita de trump bolsonaro y uribe pues son los únicos casos en el mundo que han sufrido el virus y milagrosamente antes de 5 días están sanos,0
7298,NELSONCIVIC,@nelsoncivic,2020-10-06T01:49:10.000Z,que aristeguieta va a mexico se hace otra pcr regresa a colombia y los vacuna en barranquilla lo sabe hasta dios vinotinto,0
7299,Jose Alfredo Montes,@JoseAlfre30,2020-10-05T19:44:26.000Z,en colombia con tal de no adquirir la vacuna rusa dicen que no llegará si no hasta el 2025,0
7300,MaríaLucíaLacouture,@MLLACOUTURE,2020-10-05T18:25:24.000Z,yo super emocionada porque el año se está termiando y vienen y anuncian que la vacuna llega a colombia aproximadamente en junio del 2021 así no se puede,0
7301,ναℓ.,@lisasotb,2020-10-05T18:14:26.000Z,vieron que de pronto hasta en 2 años estaría la vacuna en colombia no mk tengo miedo del concierto de harry,0
7302,Juan Bernal,@un__mito,2020-10-05T18:12:27.000Z,no habrá distribución de vacuna para covid19 hasta el 2022 en colombia ,0
7303,Darkarttphoto,@Darkarttphoto,2020-10-05T18:07:20.000Z,la vacuna del covid solo llegara a colombia cuando se vaya el uribismo,0
7304,Eudaimónica,@vernevernita,2020-10-05T15:17:57.000Z,eso de la dignidad laboral como que está más lejano que la vacuna en colombia el mal trato camuflado de los jefes es cada vez peor,0
7305,Guiliamvilasco,@GuiliamVilasco,2020-10-05T14:05:35.000Z,pusieron a pachito santos a cuadrar la vacuna del coronavirus y por ahí leí que vamos a sufrir con eso en colombia hasta 2023 así vamos colombia,0
7306,Dubalier Ortiz Ch.,@12345dubalier,2020-10-05T11:47:41.000Z,en chile arrojan jóvenes de los puentes por protestar contra piñeraen colombia masacran a 14 jóvenes luego de torturar y asesinar a un estudiante de derechoen venezuela están aplicando la exitosa vacuna rusa para proteger al pueblo y van a eleccionesven la diferencia,0
7307,Yanelda Jaimes,@Yanelda,2020-10-05T08:17:27.000Z,solo hasta el segundo semestre del 2021 podría llegar a colombia la vacuna contra el coronavirus dice el minsaludcol fruizgomez seguicuidándose,0
7308,"Juan Camilo Vélez Tovar.
Ciclista",@Biciperiodista,2020-10-05T05:24:54.000Z,dizque hasta el segundo semestre de 2021 estaría llegando la vacuna contra el coronavirus a este tierrero llamado colombia sino vas bien a los que vivimos en las provincias nos estarán vacunando por allá en 2022 ojalá eso traiga consigo el final de ese virus llamado uribismo,0
7309,Pacto Histórico,@ManuelBeltrn14,2020-10-05T03:24:37.000Z,en chile arrojan jóvenes de los puentes por protestar contra piñeraen colombia masacran a 14 jóvenes luego de torturar y asesinar a un estudiante de derechoen venezuela están aplicando la exitosa vacuna rusa para proteger al pueblo y van a eleccionesven la diferencia,0
7310,Andrés Murcia Monroy,@OiganAmiApa,2020-10-05T02:39:28.000Z,si la vacuna no llegará a colombia masivamente hasta 2023 entonces no aligere los cuidados lávese las manos use tapabocas correctamente asegure distancia social y no se acostumbre cada día como si fuera el primero covid19,0
7311,alelu,@ricosinplata,2020-10-05T00:30:39.000Z,con 8 meses para tener vacuna en colombia cuánta gente estará inmune para entonces,0
7312,Superandianda,@Superandianda,2020-10-04T21:28:31.000Z,a ivan duque le conviene que la vacuna para el covid19 no llegue nunca a colombia la pandemia ha sido el escenario perfecto para reunir todo el poder en su cargo y pagar deudas a sus patrocinadores de campaña los bancos,0
7313,Felipe Iman,@salsinarey,2020-10-04T19:02:32.000Z,con esto de que la vacuna estará disponible en colombia hasta el 2023 mejor nos dedicamos a disfrutar la vida,0
7314,Nicolás,@nicolasssdj,2020-10-04T16:55:57.000Z,me va a dar risa cuando la vacuna rusa se empiece a distribuir barata o hasta gratis en varios países de latinoamerica mientras colombia que es el perrito faldero de eeuu estará mendigando que le vendan la gringa súper cara,0
7315,jc,@DiazJuankamilo,2020-10-04T15:37:48.000Z,a seguir cuidandonse que la vacuna contra el covid si es q llega a existir solo y tan solo llegaría a colombia en agosto de 2021,0
7316,Carlos Mejía,@carlmejia4,2020-10-04T15:30:17.000Z,la desesperanza a venezuela llegó el primer cargamento de vacunas contra el covid19 proveniente de rusia en colombia anuncia uno de los principales negociadores de la vacuna que habrá vacunación masiva en 2023,0
7317,Armando Ariza,@ArmandoAriza2,2020-10-04T14:40:35.000Z,si estados unidos produce una vacuna antitontos desaparecerá la izquierda en colombiahay que animar a los laboratorios,0
7318,𝘐𝘯𝘨𝘦𝘯𝘪𝘦𝘳𝘰 𝘎𝘢𝘳𝘤𝘦́𝘴,@BraulioGarces,2020-10-04T11:33:23.000Z,el primer cargamento de vacuna rusa llegó a venezuela mientras tanto en colombia seguimos tomando jengibre y vitamina c estudios demuestran que la vacuna rusa es de alta efectividad pero claro a las grandes farmacéuticas no les conviene,0
7319,Carlos Montoya,@Cmontoya64,2020-10-04T05:37:05.000Z,que paradoja en el mismo momento que llega la vacuna rusa a venezuela y médicos cubanos a colombia llegan soldados violadores de otros países,0
7320,Gratiniano.es,@JuanGratiniano,2020-10-04T04:28:19.000Z,la vacuna contra la peste del cerdo llegará a colombia en el año 2022,0
7321,Jack Baltimore,@JackDeLaConcha,2020-10-04T03:34:19.000Z,no sé pero acaso el trabajo del gerente del covid no debería terminar cuando digamos finalmente colombia tenga la vacuna,0
7322,Orlando caballero,@Orlando14285774,2020-10-04T03:32:11.000Z,venezuela maduro informa que llegaron vacunas rusas contra el virus covid19colombia el títere de uribe el tal duque informa que la vacuna se demorará mucho tiempo para llegar al país,0
7323,Duglas Palmar,@DuglasPalmar2,2020-10-03T21:39:07.000Z,en colombia el plan de vacunación llegará en el 2023burro amarrao es paque no se escape mientras tanto se combatirá con el tapa bocadistanciamiento sociallavado de las manos etc la vacuna que saldrá pronto sólo tendrá efecto de un 70 esto no lo sabe el teton,0
7324,Jose A Ricaurte,@jaricaurte,2020-10-03T17:25:39.000Z,en colombia un juez emite una orden judicial para que el presidente y la alcaldesa de bogotá encuentren una solución a las protestas violentas lástima que no los obligó también a hacer una vacuna para el covid19,0
7325,Sergio Bonilla,@Sergiobonilladi,2020-10-03T17:05:54.000Z,llego la vacuna rusa a venezuela y nosotros aca en colombia tomando jengibre con limon,0
7326,Ovi,@ovituits,2020-10-03T15:40:03.000Z,colombia como venezuela pero sin la vacuna,0
7327,Rudyth Morillo,@RudythM,2020-10-03T14:49:30.000Z,la vacuna rusa sputnik v que llegó a venezuela es para cumplir con la iii fase de ensayos clínicos lo mismo que hicieron moderna y astrazeneca en argentina colombia y brasil no es la primera en latinoamerica tampoco es una vacuna lista,0
7328,OJO VALLENATO OFICIAL,@ojovallenato_,2020-10-03T14:10:55.000Z,el primer cargamento de vacuna rusa llegó a venezuela mientras tanto en colombia seguimos tomando jengibre y vitamina c estudios demuestran que la vacuna rusa es de alta efectividad pero claro a las grandes farmacéuticas no les conviene,0
7329,Nader Name Zaky,@ZakyName,2020-10-03T13:53:55.000Z,venezuela ya tiene la vacuna contra el covid 19 les llegó de rusia el primer lote para distribuirla a toda la poblaciónen colombia todo bien como dice el pibe,0
7330,Oigan a este tan bobo!,@cuevano19,2020-10-03T13:30:41.000Z,aquí en colombia la gente dizque despotricando de la vacuna rusa cuando el desarrollo científico en el país va de culos y ya ni un encurtido sabemos hacer lahipocresía,0
7331,Edgar Beltrán,@edgbeltran,2020-10-03T13:14:59.000Z,la geopolítica nos debería producir risa mientras en este moridero que es colombia tenemos que aguantarnos diariamente un programa patético de tv cargado de fantasías a venezuela si a venezuela están llegando toneladas de contenedores con la vacuna rusa vacunarusa,0
7332,El Satélite,@oquinteroefe,2020-10-03T12:53:34.000Z,comparaciones odiosascolombia versus venezuela a nivel covid19 nos está dando una muenda de catre muertes por millón de habitantes col 538 ven 22 tasa letal col 314 ven 084 venezuela ya tiene la vacuna rusa colombia espera la estadounidense,0
7333,Freddy Pachano Arenas,@fpachano,2020-10-03T12:22:08.000Z,covid19la vacuna rusa sputnik v q llegó a venezuela es para cumplir con la iii fase de ensayos clínicos en humanos es lo mismo q hicieron moderna y astrazeneca en argentina colombia y brasil hace algunas semanasno es la primera en latinoamerica ni es una vacuna ya lista,0
7334,jose elias moreno,@joseelias51,2020-10-03T08:52:06.000Z,increíble que venezuela ya tenga la vacuna covid y colombia no donde esta el gobierno y donde esta pacho santos,0
7335,#Sigueme y te sigo de vuelta.,@robertescalant1,2020-10-03T02:32:40.000Z,sputnikvllegaavenezuela la vacuna rusa no debe ser distribuida x el psuv militares clap nada d eso terminarán esas vacunas en colombia o en el bachaqueo pero seguro y después le echan la culpa a todo el mundo menos a la carterva d corruptos q tiene nicolás en su gobierno,0
7336,#Sigueme y te sigo de vuelta.,@robertescalant1,2020-10-03T02:28:12.000Z,sputnikvllegaavenezuela yo d la vacuna voy a decir algo gracias rusia y ojala no terminen en colombia y se inyecten los caliches y después salga el alcahuete d nicolás echando la culpa a duque y no a sus corruptos del psuv q todo contrabandean y todo lo llevan al mercado negro,0
7337,Albert Rodríguez.,@AlbertRQ,2020-10-03T01:27:42.000Z,se viene el contrabando de vacuna de covid desde venezuela pa colombialo veo venir,0
7338,pedro karvajalino,@PedroKonductaz,2020-10-03T01:13:48.000Z,colombia se ha convertido en un gran dutty free de cocaina masacra paramilitares y estupidos estructúrales como ivanduque que requiere urgentemente de una vacuna anti paramilitar que acabe con el virus politico de alvarouribevel,0
7339,Tatiana E. M,@TatianaEscobarM,2020-10-02T23:03:39.000Z,cuánta inversión le falta a colombia para haber creado su propia vacuna y producirla deben haber excelentes profesionales pero no hay apoyo financiero,0
7340,coby,@CobyEvolucion,2020-10-02T20:24:46.000Z,atentos a todos los jefes de calle lideres y organizadores de los sectores comunidades barrios urbanizaciones opositor que no se quiera poner la vacuna a su momento deberiamos declararlos personas no gratas y ser expulsados de nuestra patria a colombia con los rastrojos,0
7341,"ANDY ROMERO CALDERÓN
©",@Andy_RomeroC,2020-10-02T19:32:53.000Z,la vacuna rusa ya está en venezuela a colombia llegaron fue más violentadores a llenar las bases militares gringas,0
7342,manuvene2021,@manuvene2021,2020-10-02T18:58:14.000Z,gracias rusia por tu camaradería tu pensamiento humanista en traernos la vacuna gracias iran por restearte con nosotros para traernos gasolina gracias china por todo los años junto a nosotros gracias a todos pero a colombia vayan al cdsm hdp,0
7343,CrissV.Ilich,@crisstuttoasco,2020-10-02T18:49:11.000Z,hasta venezuela ya tiene vacuna contra el covidy colombia de culo pal estancolo de nos vamos a volver como venezuela no era sustoera propuestaestamos peor,0
7344,Pacto Histórico,@ManuelBeltrn14,2020-10-02T18:01:47.000Z,la vacuna rusa no ha presentado efectos secundarios no deseados en ninguno de los casos a diferencia de las vacunas de occidentevenezuela ya tiene la vacuna rusa colombia es el quinto país con más contagios en el planeta,0
7345,"Defensor DDHH,al mas pobre.",@ESLEYMARCHENA,2020-10-02T17:37:46.000Z,llego la vacuna ahora se van venir en masas miles de venezolanos a vacunarse desde colombiaperubolivia ecuador y se volveran a marchar,0
7346,Ed Sants,@edgsants,2020-10-02T17:31:19.000Z,venezuela recibio la vacuna primero que colombia colombia prefiere morir antes que usar una vacuna comunistapetrogustavo,0
