username,location,text
GobiernodeChile,Chile,"Revisa la actualización del Calendario de Vacunación contra el COVID-19, que va desde el 1 al 5 de marzo 🗓️ Encuentra tu centro de vacunación más cercano, grupos objetivos y mucho más en 📲 https://t.co/9Y9cPiLGlj
#YoMeVacuno https://t.co/y3oGwDJOjm"
aurbinam,"Maule, Chile",Feliz con la primera dosis #PfizerVaccine #YoMeVacuno https://t.co/tJLYZIrCeL
oligarcaputon,,"Ciudad de la Costa, la ciudad más poblada de Canelones no cuenta con vacunatorios contra Covid, los docentes pierden medio día en ir a Montevideo, lo que repercute en las clases. #YoMeVacuno #BlancosPillos #GobiernoDeInutiles"
snapedeppheart,"Madrid, España","Hoy han vacunado a mi abuela y lo primero que me dices es 
Mira mira que pinchazo me han metido 
😂😂 #YoMeVacuno"
AnaKAmaya79,"Medellín, Colombia","Importante que todos conozcamos el proceso y lo tengamos claro.
#YoMeVacuno https://t.co/aC6XyDpLjs"
maxmaye15354547,,"@MedicoFernandez @CConstitucional @ELTIEMPO @elespectador @NoticiasUno La eficacia por mortalidad de sinovac es desconocida, están probando esa vacuna en Colombia? #ComprenSputnikV https://t.co/6wECGcxToG"
IntLosRios,Región de Los Ríos,"La @IntLosRios (s) @viancamv y coordinadora comunal en #LaUnión, se reunió con alcalde de @munilaunion Aldo Pinuer y la Administradora Municipal revisando campaña #YoMeVacuno, tras llegada de nuevas dosis y habilitación de puntos de vacunación. #LosRíosSeVacuna. https://t.co/oG6SM2kBtW"
sanidadgob,"Madrid, España","✅ España juega un papel fundamental en la respuesta europea 🇪🇺 ante la demanda global de #VacunasCOVID19

👉 @CarolinaDarias ha valorado el trabajo de las empresas con autorización @EMA_News para la elaboración y fase final de llenado y acondicionando de vacunas.

#YoMeVacuno https://t.co/h1hW9wRX1T"
DiegoEspindolaF,"Medellín, Antioquia, Colombia",📌Este es el flujograma de agendamiento de las vacunas 💉 #COVID19 #YoMeVacuno en #Medellín #Antioquia que aplica para todo #Colombia 🇨🇴 @ZulmaCucunuba @pediatraencasa @AnaKAmaya79 @DoctoraFernanda @andresaguirrem @LuisCarlosLealA Y estos son los 10 pasos (breve) y la logística🧶 https://t.co/bdEZwupxjV
Muni_Stgo,Chile,"#Santiago: Nuestro servicio #VacúnateEnElAuto funciona de manera expedita para los adultos mayores con problemas de movilidad y grupos priorizados por el Ministerio de Salud. 🙌🚗
*Te recordamos el horario en la imagen. 😉
#YoMeVacuno https://t.co/XPUc4LmV1e"
kimal_kaur_,"ॐ मणि पद्मे हूँ,",El gimnasio Amanecer #Temuco  está super expedito para la #vacunación  aprovechen #COVID19  #graciaspersonalmedico  #YoMeVacuno https://t.co/dI8OxrANvC
NoticiasDiaaDia,"Cundinamarca, Colombia","#Colombia | Aseguró la OMS,  que por su organización, el país fue primero en recibir la vacuna contra el virus por medio del mecanismo #COVAX. 

Detalles en: ⬇⬇⬇

 https://t.co/EyMi9Fu5l6

@opsoms @IvanDuque @GinaTambini"
Mineducacion,Colombia,"Aplicar vacunas #SegurasYEfectivas al 70% de la población en 2021 depende del compromiso de los colombianos, de decir #YoMeVacuno, de aplicarse la 2da dosis y de respetar los turnos del Plan Nacional de Vacunación. https://t.co/d0sBP5DhZb"
DANIEL_os2020,"Chalatenango, El Salvador","Y las #Vacunas #YoNoMeVacuno de pendejancias se la línea donde estar, donde voy ."
MoniMonipeny,Gallaecia,"Mi padre de 80 años ha recibido la primera dosis de la vacuna. 

#YoMeVacuno"
Luismgl,"21.042421,-86.87942",86 y vacunado mi papá en Moca #YoMeVacuno https://t.co/wsxedK0nYk
KallvuLlanka,"Cañete, Bío-Bío","🏥 En la Escuela Leoncio Araneda Figueroa, ubicada frente a la plaza de armas de Cañete, sigue adelante el proceso de vacunación contra el covid-19, a cargo del equipo en terreno del Hospital Intercultural Kallvu Llanka.
.
#YoMeVacuno @MeVacuno @ministeriosalud @Salud_Responde https://t.co/H3iq21X3Va"
ministeriosalud,Chile,"- Vacunación contra #COVID_19 al 2 de marzo a las 11:00 horas, entre hombres y mujeres. #YoMeVacuno ✌️ https://t.co/4f22DHzkE5"
ministeriosalud,Chile,- Total de personas de 60 años y más vacunadas contra el #COVID_19 al 2 de marzo a las 11:00 horas. #YoMeVacuno ✌️ https://t.co/DqutL5WvUO
ministeriosalud,Chile,- Total de personas vacunadas contra #COVID_19 al 2 de marzo a las 11:00 horas. #YoMeVacuno ✌️ https://t.co/csiQExNvZQ
ministeriosalud,Chile,- Total de personas vacunadas contra #COVID_19 este martes 2 de marzo a las 11:00 horas. #YoMeVacuno  ✌️ https://t.co/cpRHthawin
ministeriosalud,Chile,"[HILO #YoMeVacuno ✌️]

Balance Vacunación Masiva #COVID_19 – martes 2 de marzo.

El Ministerio de Salud informa cifras de personas vacunas contra el #COVID_19 en nuestro país.

Más información: https://t.co/uTh4wgnsmE https://t.co/5xFbtDdjDf"
AlcaldiaOporapa,"Oporapa, Huila","Inicia el Plan Nacional de Vacunación para prevención de covid-19 en el municipio de Oporapa. 

En la etapa 1 de la primera fase, se priorizará el talento humano de la salud de primera línea de atención y la población adulta mayor de 80 años de edad en adelante.

#YoMeVacuno https://t.co/gFgWeZ8uLl"
physiojuanjo,Salamanca (España),Vacunado 💉COVID-19 Vaccine  El principio del fin 💪🏼💪🏼💪🏼 #YoMeVacuno https://t.co/8UWQWAaORL
rodrigocordobag,Zaragoza (Spain),"Cualquier vacuna en jóvenes tendría los efectos de la de AZ.El motivo es la fortaleza del sistema inmunitario, no la vacuna en si mismo
#YoMeVacuno"
MichelJanna,,"¿Por qué Colombia está más atrasada que Chile en vacunación?

Una posible razón es el desincentivo estructural que, por décadas, han tenido nuestros servidores públicos honestos a tomar riesgos calculados. 

Comparto mi columna de hoy en @larepublica_co 

https://t.co/JWy7vpPgiD"
mmabiobio,"Concepción, Región del Biobío","El proceso de vacunación continúa en Hualqui con normalidad, en todos los puntos dispuestos para recibir a todos quienes por calendario pueden recibir las dosis. Gran trabajo del personal de salud, quienes hacen una labor excepcional. #YoMeVacuno @PatricioKuhn https://t.co/BTxvTNz3cU"
roslemusmartin,"Washington, DC","#ULTIMAHORA: #COVAX asigna a México 5.5 millones de dosis de la #vacuna contra #COVID19  de @AstraZeneca que llegarán entre marzo y mayo. Colombia es el primer país en Latinoamérica en recibir un lote por medio del mecanismo #COVAX  

https://t.co/Rg3Lw2bciz"
PabloGLosada,Asturias y París,"Pregunta existencial sobre la vacunación en el coche.

En los 15 minutos de espera posteriores a la vacuna, ¿por qué hay gente que no apaga el motor? #COVID19 #YoMeVacuno #YoMeVacunaré"
FMCREM, COLOMBIA,@ELTIEMPO Y los uribistas en Colombia haciendo fila para que les pongan vacuna contra el #COVID19 ...pero de las regaladas...🤣🤣🤣🤣🤣🤣
PlanInt_ES,Madrid - España,"¡POR FIN!

 El acceso a la vacuna contra la #COVID19 es derecho a la salud.

Es urgente que los países de menos ingresos avancen en sus campañas de vacunación para evitar un mayor retroceso en los derechos de las niñas
https://t.co/MkBmm4tBDn"
beltrami_57,Quillota,"🔴SaludQuillota Informa 📢
✅Debido a problemas en la entrega de las vacunas contra el Covid-19 por parte de Seremi de Salud, actualmente #Quillota no cuenta con stock para los vacunatorios de la comuna. 
✅Informaremos cuando se reanude el proceso de vacunación
#YoMeVacuno"
sandritaps,"La Perla, Callao",@Techtulia Por angas o por mangas #YoNoMeVacuno
SALUDORIENTE,"Canadá 308, Providencia Chile",#YoMeVacuno ¿Las personas con VIH se pueden vacunar? ¿Y las embarazadas o mujeres en período de lactancia pueden hacerlo? Las respuestas a estas y otras preguntas pueden encontrarlas en nuestra web https://t.co/dsVQfbaXjC y en https://t.co/kpNnrnn88v https://t.co/oVYWXbsMCF
LondonoMd,"Barranquilla, Colombia",Hagan sus apuestas: a cuantos días u horas estamos de que en algún medio salga la noticia de que en algún municipio de Colombia algún(a) usuario de la vacuna se murió o quedo bruto por culpa de la vacuna ? https://t.co/MmdY1m0GTp
MinisterioBBNN,Alameda 720,"Junto a la gobernadora @PaulinaBassaure, la diputada @DiputadaCidV y nuestro seremi Pablo Cantellano, el ministro @jisamit presentó el Visor Territorial #YoMeVacuno✌️ en la región de Atacama. 

👉 https://t.co/TSzst0udS4 https://t.co/QcGJe4lkBT"
SuperDeSalud,Chile,¿Cuántos vacunados hay en tu región y en 🇨🇱? Ingresa al Visor #YoMeVacuno y podrás encontrar toda la información respecto al proceso de vacunación en nuestro país 👉 https://t.co/vuGicWGhMM https://t.co/YKxBXND4MX
Sename_gobierno,Santiago de Chile,"🔵Seguimos avanzando día a día en la inoculación de nuestra red, entregando más seguridad a niños, adolescentes y a quienes se encuentran a su cuidado.🔵

#YoMeVacuno https://t.co/u3WEzUodl1"
Garcihalamadrid,"Las Rozas de Madrid, España","Sábado 13 de Marzo. 12h.
Plaza del Callao. Madrid. 
CONCENTRACIÓN AUTORIZADA.
I ANIVERSARIO DE LA DICTADURA SANITARIA Y SUS CONSECUENCIAS!!
#DesobedienciaCivil 
#YoNoMeVacuno 
#YoAbro 
#FuckNWO https://t.co/O945ezxP0y"
SSIILLVIAA,,"Por cierto, enhorabuena a los que hayan montado el dispositivo porque MUY buena organización, agilidad... Me quito el sombrero con Ayuso o quien haga falta 👌 #YoMeVacuno"
mantisreligioso,Aterricé en el Congourbano Sur,"Vamos que el #YoNoMeVacuno sigue más firme que nunca. El #VacunaGateArgentina fue una operata para que te apliques ese veneno, creyendo que la bosta política se vacunó."
vocerialosrios,Carlos Anwandter 440B,🟢 TERRENO | El Seremi @PedroLamasG verificó que el proceso de inmunización 💉🦠se esté llevando a cabo correctamente en el Liceo Mixto Santa María La Blanca de #ValdiviaCL.  #YoMeVacuno #LosRíosSeVacuna Recuerda informarte en https://t.co/LZNRWExC50 https://t.co/jK00UUiTDS
mariaborges67,"Montevideo, Uruguay",Hoy me vacuné. Fui a la Universal. Muy buena organización. #YoMeVacuno
CastasDivas,España,"Más de medio centenar de profesores de baja por reacción a la vacuna de AstraZeneca. Habrán sido efectos secundarios de su negacionismo y su conspiranoia, y por ser un poco fachas, no creo que la vacuna haya tenido nada que ver. #YoNoMeVacuno https://t.co/LwPHZG5tvm"
danielenin,"Concepción, Chile",#YoMeVacuno #Sinovac #Sinopharm #segundadosis . Estamos listos con la segunda dosis!!! https://t.co/F08eM8FoO0
MarleniZambrano,Venezuela,"Hay escandalo en todas partes por la vacuna del COVID-19 pero #Colombia ni se inmuta les da igual,..! https://t.co/CjmPPdF52O"
CanalSurPatagon,"Coyhaique, Región de Aysén, Patagonia, Chile","🔴A la fecha, llevamos un 29,49% (Primera dosis) de cobertura de vacunación con 23.640 dosis administradas y 2.54% (segunda dosis) de cobertura con 2.036 dosis a nivel regional de la campaña #YoMeVacuno, con una población objetivo de 80.150 personas."
MOPBiobio,Región del Biobío,"HUALPÉN | En el Cesfam Talcahuano Sur continúa desarrollándose sin problemas el proceso de vacunación contra el #Covid19.
El llamado es a informarse respecto del calendario de inmunización en https://t.co/qbCp6lYJgZ
#YoMeVacuno
@gorebiobio @PatricioKuhn https://t.co/0PV9Bo0Eix"
tobruck7x77,Lima Capital,@canalN_ La vacuna NO DEBE SER OBLIGATORIA. #YoNoMeVacuno ése es el lema !!!!
DianeCohn68,,"@Calamardo_Pe No me pongo la vacuna ni regalada.
#YoNoMeVacuno"
Krelis9,,"@mario14391 @Nessnio @AlvaroUribeVel SOLO COMPARE EL ANTES Y EL DESPUES DE URIBE,  COLOMBIA SE SUPERO EN TODOS LOS ASPECTOS, PARA PONER ORDEN CON UNA GUERRILLA QUE SECUESTRA, MATA, VIOLA, COBRA VACUNA, NO PUEDE SER LEYENDOLE LA BIBLIA. ABRA LOS OJOS ANTES QUE SEA TARDE.  #UribeMejoroAColombia #UribeEsUnMonstruo"
pdazan,www.minsal.cl,Te invito a que revises el calendario de vacunación para esta semana. Recuerda que puedes encontrar los lugares para vacunarte en https://t.co/KN8jsx7jUn #YoMeVacuno https://t.co/ZCWm6q8bFY
rmiglionico,"Paysandú, Uruguay","Porque confío en los científicos y no en los terraplanistas; porque quiero que salgamos adelante; por mi padre anciano; por mis alumnos con problemas de salud; por mí y por mi país, #YoMeVacuno 🇺🇾 https://t.co/13HfbwJmyq"
Jesus_Enrique88,Los Cuatro Diablos - Chile !!,"#NoTeMetasConMisAhorros💯

Iniciativa ingresada por los diputados René Alinco, Jaime Mulet, Alejandra Sepúlveda y Esteban Velásquez. 

#TercerRetiro10xCiento #ContigoCHV #LeyMordazaDePiñera #YOmeVacuno💉#MixtaNO👎 #VotaIndependientes ✔
Melipilla desde 1.742😃 https://t.co/RtLGwaOW81"
Juanilu12,,"@SofiaBusanello @RobertSilva1971 @MSPUruguay @DrDanielSalinas @mec_educacion Desde el viernes intentas y no puedes?
No habrás entrado a la página de FENAPES
#yonomevacuno, #yonodoyclases,
#yoquieroquealgobiernolevayamal, #nosepuede ???"
MariaLug2,,"#YoNoMeVacuno 

Más de medio centenar de profesores de baja este lunes en Madrid por reacción a la vacuna de AstraZeneca https://t.co/SkWrmiob9e"
monikcongregado,"Huelva, España",Vacunación completada 💪🏻 #YoMeVacuno
ADNInforma,Morelos,"🦠🇨🇴El director de la OMS señaló que el virus solo podrá terminar cuando todos los países tengan acceso a la vacuna.
#Internacional
https://t.co/UtkKLGrfLV"
VoceriaCoquimbo,La Serena,✅El proceso de vacunación avanza en la Región de Coquimbo. Conoce cantidad de dosis administradas y recuerda que durante esta semana se está priorizando a los adultos mayores entre 63 a 60 años 🧓👵 y a los trabajadores de establecimientos educacionales #YoMeVacuno💉 https://t.co/tBJgnofhTp
trigorosa,Chile,"Se puede seguir cayendo en estas descalificaciones??? 
#YoMeVacuno CUÁNDO ME INCLUYAN https://t.co/aX21jaBnWv"
EduardoRovira17,,@alfredocornejo @alferdez Unidad con una oposicion destructiva violenta que milito la anticuarentena que milito el #yonomevacuno que lo denuncia inclusive por envenenamiento ? Cornejo afiliate al pro y devolve el partido que le alquilaste a la derecha https://t.co/pJ0JX5khB6
raadcure,,"He aprendido que lo políticos gozan, aprovechan, y se lucran de las desgracias del país #colombia #SanAndrés #vacuna #triste"
gorecoquimbo,Región de Coquimbo,"Vamos avanzando!!!
Un nuevo balance de la campaña de vacunación contra el #Covid19 nos arroja más de 149 mil dosis administradas en nuestra región.
Entérate aquí más detalles #YoMeVacuno https://t.co/UTmn4GDUlt"
jccardenas1965,,"Para los que estaban pidiendo un tablero que consolide los datos de vacunación, Silvana Zapata @solsilvanazb se acaba de fajar con este https://t.co/ctxXWrY37o #NosCuidamosNosVacunamos #YoMeVacuno"
rositavaraderey,Madrid,"💉VACUNADA💉

Totalmente consciente del privilegio que supone. Ojalá pronto puedan decir lo mismo mis padres, mi abuelo, mis tíos, los vuestros... 

Hasta entonces... ¡sigamos cuidándonos! 

#YoMeVacuno"
Muni_LasCondes,Santiago de Chile,"Hemos dispuesto un recorrido gratuito de buses eléctricos  que tiene como destino el centro vacunación Parque Juan Pablo II. Más detalles en https://t.co/Z1Wp0P76H2
#LasCondesTeCuida #YoMeVacuno https://t.co/aF3e7wWirG"
PatiRodriguez72,"Montevideo, Uruguay","Lo dije antes y lo repito ahora ""Los últimos serán los primeros"" 👏👏👏 #UruguaySeVacuna #YoMeVacuno @MSPUruguay @DrDanielSalinas @LuisLacallePou https://t.co/NMe5kQjPjY"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 02.03.2021. Cierro hilo con un #DEP para Quique San Francisco con una pinta de cerveza; por @santygutierrez @JaviSaladoo @CorellaDibujo @ElRincondMiguel https://t.co/jS2R3B1BU0"
MinvuRM,"Santiago, Chile","📌Hoy, martes 2 de marzo, le corresponde recibir la vacuna contra el COVID-19 al personal de educación entre 32 y 35 años, personas con o sin comorbilidad de 63 años💪

Más info 👉https://t.co/ljX44H1CF5

#YoMeVacuno 
#FelizMartes https://t.co/tsptY82f3P"
manditc,"Fuengirola, España","Hoy, tengo la suerte de que me toca vacuna💪
#yomevacuno"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 02.03.2021. @ManelFontdevila @PUEBLAdibujante https://t.co/5nO4F4Xh8k"
andrealanata,"lima, Peru","El presidente del país no puede tener un discurso que divida a la población, aquí nos tenemos que UNIR todos para poder salir de esta. Con el COVID el tiempo de respuesta importa! Son mas vidas que se salvan o se pierden.#YoMeVacuno https://t.co/JUZMkzEeyh"
Jesus_Enrique88,Los Cuatro Diablos - Chile !!,"#NoTeMetasConMisAhorros💯

Bien diputados Mulet y Sepúlveda !!

#TercerRetiro10xCiento #ContigoCHV #LeyMordazaDePiñera #YOmeVacuno💉#MixtaNO👎 #VotaIndependientes ✔
Melipilla desde 1.742😃 https://t.co/p1nKnfjI4m"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 02.03.2021. @donTomasSerrano @Pachi_Idigoras @Sanson__ @HUMORJMNIETO https://t.co/9PEIZ76tK7"
Comfama,"Medellín, Colombia","Sebastián, quien le teme a las agujas, dice que no le dolió la vacuna. En vez de eso, sintió en su corazón un descanso. Tiene la certeza de que la vacuna que se puso disminuye la gravedad de la pandemia. #YoMeVacuno https://t.co/9fAVlAxpoP"
AndresVilla_94,Colombia,"Colombia está en contra de la propuesta de India y Suráfrica, en la OMC, de que la propiedad intelectual de la vacuna sea de interés global para que todos los países la puedan desarrollar y garantizar su acceso a las dosis.

Además de poco inteligente, nada solidario."
SanJosePopayan,"Popayán, Cauca","La II Jornada de Vacunación contra #COVID19 ya inició, la lucha es de todos, continuemos con los cuidados 😷🤲🏼🧼↔️🌬 #PopayánSeVacuna #YoMeVacuno #ConfianzaYValorParaSuVida https://t.co/VWaY9Ab42p"
Jesus_Enrique88,Los Cuatro Diablos - Chile !!,"#NoTeMetasConMisAhorros💯

#TercerRetiro10xCiento #ContigoCHV #LeyMordazaDePiñera #YOmeVacuno💉#MixtaNO👎 #VotaIndependientes ✔
Melipilla desde 1.742😃 https://t.co/o4882H0Ril"
Gob_Punilla,,Nuestra gobernadora @Pia_SandovalM estuvo durante la mañana verificando cómo se desarrolla el proceso de vacunación en la comuna de 📍#SanFabián #YoMeVacuno✌🏻 https://t.co/qnN600b94X
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 02.03.2021. #ElRoto #Antón @eulogiamerle #Peridis https://t.co/2LlXSpZl6T"
montitw,"Temuco, Chile",Hoy mi tata a sus 97 años igual se vacuna #YoMeVacuno https://t.co/gQMu0C3dQb
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 02.03.2021. @asiersanznieto @malagonhumor @ErnestoRodera @ferranmartin https://t.co/UwfUDsuxUW"
Metriick,"Antofagasta, Chile.",@ministeriosalud mujeres en periodo de lactancia están siendo vacunadas ? #YoMeVacuno #chile
peopleenespanol,New York City,El expresidente Donald Trump y su esposa Melania Trump se vacunaron calladamente y en privado antes de salir de Washington. #Yomevacuno​  https://t.co/et6CZQS6gK
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 02.03.2021. @gallegoy_rey @MikiyDuarte @latiradePostigo @SirCmara https://t.co/9VInqZtCtf"
PDI_LosRios,"Valdivia, Los Ríos, Chile","Esta mañana, Detectives de la Prefectura Provincial #Valdiviacl junto al personal de la Seremi de Salud
 trasladaron hasta #Panguipulli  dosis de vacunas contra el #COVID19 #LosRios #ElRanco #YoMeVacuno #LosRíosSeVacuna #Valdivia https://t.co/6V2omQGO4v"
crisricheri,Uruguay,"143000 habilitados y solo 55000 agendados para vacunarse?
Vacunarnos es una responsabilidad, es cuidar y cuidarnos, no entiendo porque un número tan bajo 
#YoMeVacuno cuando me toque y con la vacuna que me toque"
AleFerrari_uy,Uruguay,"@janamiev @Carmensangui La ansiedad no es buena compañera.
Va a llegar.
Antes, durante, y luego (porque no se acaba ese día)

+ barbijo
+ distanciamiento sostenido
+ higiene de manos
+ socialización controlada (burbujas)

Continuemos

#YoMeCuidoYoTeCuido #YoMeVacuno"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 02.03.2021. #VacunaCOVID19 #confinamiento #Gobierno #Podemos #PP #Aznar #Democracia #JuanCarlosI #regularizacionfiscal #Barçagate... Abro hilo con @elclavo2 y su propuesta de nuevo logo para el mundial de #Qatar2022 https://t.co/4P7XUWJH3z"
MOPBiobio,Región del Biobío,"Seguimos desplegados en distintos puntos de la región, esta vez en el Hospital Clorinda Avello de Santa Juana, lugar donde el proceso de vacunación 💉 contra el #COVID19 se lleva a cabo sin inconvenientes.
#YoMeVacuno
@gorebiobio @PatricioKuhn https://t.co/XvjGE5dhiG"
MarianMayo,El Puerto de Santa María,Ya tiene ella su primera dosis puesta!!!💪💪💪💪👏👏👏❤️❤️❤️#YoMeVacuno https://t.co/5HIls9C0sk
Salud_Responde,Chile,"Calendario de vacunación contra el COVID19 
Desde el lunes 1 al viernes 5 de marzo
Y recuerda
✅Usa mascarilla
✅Lava tus manos frecuentemente
✅Mantén 1 metro de distancia
Más info en https://t.co/Q29SfQeJs7 #YoMeVacuno https://t.co/bvRBVWABx5"
macris_navas,"Medellín, Colombia",#HablemosDeVacunas Las personas con alguna alergia pueden vacunarse contra #COVID19 ?? 🧐 🦠😷 Mitos y Verdades de las #VacunasCOVID19 👌#SegurasYEfectivas #YoMeVacuno @MinSaludCol @ZulmaCucunuba @FatPandora @EpiPlantPath @EDiegorojas84 @AnaMaPorras @DoctoraFernanda @CarPoAlv https://t.co/852cWLIkVQ
rodbar74,Chile,@ministeriosalud @GobiernodeChile @DrEnriqueParis  @pdazan #yomevacuno Ministro y autoridades mentirosos a decir basta... dijeron que los pacientes dializados ibamos a estar inmunizados antes de acabar febrero... sr ministro aun no me vacunan en mi centro de dialisis y hoy ..
Jesus_Enrique88,Los Cuatro Diablos - Chile !!,"Vamos que se puede con ese #TercerRetiro10xCiento bien diputados Mulet y Sepúlveda sin presión de votos y galería, solo preocupados de los miles de chilena/os que lo necesitan !!

#LeyMordazaDePiñera 
#YOmeVacuno💉#MixtaNO👎 #VotaIndependientes ✔
Melipilla desde 1.742😃 https://t.co/lh9E3ksZPr"
MuniNunoa,"Ñuñoa, Chile","Recuerda: el emplazamiento de los puntos de vacunación fue modificado a partir de esta semana ☝🏽
El gimnasio del Colegio Brígida Walker reemplazó al Guillermo Zañartu y funciona hasta las 16:00 horas.
Si necesitas venir, toma todos los resguardos 💉
#YoMeVacuno ✌🏽 https://t.co/h9WV2lZGc4"
juanbaenam,"Bogotá, D.C., Colombia","La evidencia científica ha demostrado que la vacuna salva vidas. Si realmente queremos reactivación económica y superar la crisis, debemos exigir esta oportunidad. #YoMeVacuno https://t.co/nH61wCx4mU"
Lonipao85,,"@RevistaSemana Le recordamos que somos el País mas atrasado con las vacunas, por lo de la celeridad de sus procesos segurito, y le recordamos que desde que la vacuna esta certificada cada contagio en Colombia es su responsabilidad, esperando los millones de vacunas, esperandooooooooo"
SeremiSalud_Coq,La Serena,AHORA @SeremiGarcia en contacto con @guayacanfmcl para actualizar datos de proceso #YoMeVacuno y cifras regionales de #Covid_19 https://t.co/kfRuKghzwr
cholorodrigue10,venezuela,"#VacunaEsperanzaYVida 
""calladito ha tenido q hacerse"" @NicolasMadVenezuela acuna 
500mil dosis de la vacuna contra el COVID19 donadas por el Presidente Xi Yin Pin llegan a Venezuela 
Mientras q EEUU prepara planes para invadirnos desde Colombia con apoyo de su sirviente Ivan https://t.co/AtHLDUpFYv"
AraucaniaBBNN,"Temuco, Chile","Hoy, martes 2 de marzo, le corresponde recibir la vacuna contra el COVID-19 al personal de educación entre 32 y 35 años, personas con o sin comorbilidad de 63 años, entre otros. Revisa el Calendario de Vacunación Masiva 🗓️ en https://t.co/0sXMUyV6Ty 
#YoMeVacuno 💪🏻 https://t.co/mmPeyH726X"
Farmaceuticos_,"Madrid, España","¿Por qué disponemos de vacunas frente a la #COVID19 en un periodo de tiempo tan corto?

Te lo explicamos en una sencilla infografía
#VacunasConGarantías #YoMeVacuno #FarmaciayVacunas
[Enlace PDF] 👇👇👇
https://t.co/Ab8BUszK4O https://t.co/BDAn1llwJT"
MdicosLasPalmas,Las Palmas,"Punto de vacunación:📍 Centro de Salud de Puerto del Rosario II

#YoMeVacuno
#YoMeVacunoSCS 

(2)

https://t.co/6fuSH3Wfuv"
CentralQuindio,"Armenia, Colombia","Ya nos encontramos listos para realizar el proceso de vacunación contra el COVID-19 al interior de la Clínica Central del Quindio.

Seguimos comprometidos en cuidar la salud de nuestro equipo de colaboradores y nuestros usuarios. 

#YoMeVacuno #ClinicaCentralDelQuindio #armenia https://t.co/Klgc2jvSE7"
nubes8norte,"8 norte 579, Viña del Mar, Chile","Vive la experiencia boutique de #Hotel #NubesBar, Ubicado en pleno centro de #ViñadelMar y a pasos de las principales #playas, #sol y atardecer junto al #mar a 8 km de #Valparaiso y a 13 km de #Concon https://t.co/JmLfJgCfLw #Santiago #YoMeVacuno https://t.co/u9rjqPFWb4"
betocg_19,"Concepción, Chile",Mamá vacunada... en el día que le correspondía. De a poco viendo la luz. #sigamoscuidandonos #yomevacuno
andriuk,"15th Yemen road, Yemen.","Hoy mi mamá recibió la primera dosis, qué felicidad! #YoMeVacuno"
elmercurioec,Cuenca - Ecuador,"El Gobierno colombiano firmó con Covax el pasado 30 de octubre un acuerdo para adquirir 20 millones de dosis de la vacuna de la farmacéutica estadounidense para inmunizar a 10 millones de personas.
👉 https://t.co/RnKLYPZOfB https://t.co/QWU4XT154L"
manu_mendive,"Montevideo, Uruguay",Hagan como la teacher y vacúnense. #YoMeVacuno #UruguaySeVacuna https://t.co/JI1kaupPqu
vanguardiacom,Bucaramanga,"Con corte a las 4:00 de la tarde del pasado lunes, se había reportado un total de 149.133 dosis de la vacuna contra la COVID-19 aplicadas en #Colombia 🦠 https://t.co/8RRSMJk4A3"
vanesamonteagud,"Malagón, Ciudad Real","viene sin cargador 🤬😤
#YoMeVacuno @victoriaabril https://t.co/vDFfqsf7wO"
Muni_Stgo,Chile,"#Santiago: Recordamos que los pacientes con enfermedades crónicas tienen un lugar único de vacunación en Santa Elena 1675.
*Deben presentar certificado o receta que acredite su condición de salud. 

#YoMeVacuno https://t.co/X7uJ04O4tJ"
PoliciaVillavo,Villavicencio,"Aplicar vacunas #SegurasYEfectivas al 70% de la población en 2021 depende del compromiso de los colombianos, de decir #YoMeVacuno, de aplicarse la 2da dosis y de respetar los turnos del Plan Nacional de Vacunación. https://t.co/9JWFCdpyua"
rio_ese,"Magangué, Colombia","#AEstaHora Inicia el segundo día de vacunación a los adultos mayores de 80 años priorizados.
#vᴀᴄᴜɴᴀcᴏᴠɪᴅ19
#yomevacuno
#yomevacunoconlaeseriograndelamagdalena
@Supersalud https://t.co/KfIZbnt7nN"
CNNEPrensa,"Atlanta, GA",Este lunes llegaron a Colombia en un vuelo de la compañía DHL 117.000 dosis de la vacuna de Pfizer contra el covid-19. Covax es un mecanismo que busca el acceso equitativo de dosis a países en desarrollo. https://t.co/BxkK1JSG6B
valormst,,Vacunaron a mi mamá 🥳 es la primera dosis pero ayuda mucho a estar más tranquila 🥺 #ContigoCHV #paro #YoMeVacuno https://t.co/PN7IKYI0bI
rio_ese,"Magangué, Colombia","El día de ayer se realizó el primer día de vacunación a adultos mayores de 80 años priorizados.
#vᴀᴄᴜɴᴀcᴏᴠɪᴅ19
#yomevacunoconlaeseriograndelamagdalena
#YoMeVacuno
#1DeMarzo
@Supersalud https://t.co/D3mSR05kOm"
