username,location,text
SaludSsrv,Región Valparaíso,"📅 Calendario de vacunación #COVID_19:

Recuerda que hoy el grupo prioritario son los trabajadores de educación entre 24-27 años y personas de 61 años. Dializados, trasplantados de órganos sólidos, pacientes con cáncer y enfermedades autoinmunes mayores de 16 años

#YoMevacuno ✌️ https://t.co/e26564BZxx"
emisoraudea,Antioquia,Articulación @HOSPITALCESARUP con @ClinicaPajonal @SaludAntioquia y secretaría local de salud de @Al_Caucasia completan la aplicación de 472 dosis de #VacunasCOVID19 en esta primera etapa. @MinSaludCol @PGN_COL #Vacunas #YoMeVacuno https://t.co/wVl6v9VqtD
HSJDChile,"Santiago, Chile",En el Hospital San Juan de Dios comenzamos a inocular a nuestros funcionarios con la segunda dosis de la vacuna para COVID-19 #HSJDSomosTodos #coronavirus #COVID19 #YoMeVacuno @SaludOccidente @ministeriosalud  @MeVacuno https://t.co/lGXms9s0PQ
DirBienestarUN,Colombia,"#YoMeVacuno | Mario Seija Duarte, estudiante del #PEAMA nos invita a vacunarnos para volver a disfrutar con nuestros amigos en los campus de la Universidad @MedicinaUNAL #EsTiempoDeSumar #SomosBienestar #SomosUNAL https://t.co/F0c3GHPn2v"
MedicinaUNAL,"Bogotá, D.C., Colombia","𝗠𝗲𝗱𝗶𝗰𝗶𝗻𝗮𝗨𝗡𝗔𝗟 Se une a la Red de Gestión del Conocimiento. 
𝗣𝗼𝗿 𝗾𝘂𝗲 𝗺𝗲 𝗰𝘂𝗶𝗱𝗼 𝘆 𝗹𝗼𝘀 𝗾𝘂𝗶𝗲𝗿𝗼, 𝗺𝗲 𝘃𝗮𝗰𝘂𝗻𝗼 𝘀𝗶𝗻 𝗺𝗶𝗲𝗱𝗼. 
#𝗬𝗼𝗠𝗲𝗩𝗮𝗰𝘂𝗻𝗼 👇 https://t.co/RZlPryQnEE"
Cerocarreta,Bogotá,"Siempre se dijo que más que en el suministro de la vacuna, el país tenía que preparar la logística de vacunación. En esta última hay que acelerar el paso. https://t.co/3EcQLwGopP vía @portafolioco"
SSVSA,"Av. Brasil 1435, Valparaíso.","🔶Sabías que la vacuna Sinovac tiene 100% de eficacia para impedir casos graves con necesidad de hospitalización? 
➡️ Para más información entra a https://t.co/ZILZBMUsMA #YoMeVacuno https://t.co/lhAPI4xslT"
MeVacuno,Ministerio de Salud,"@angelita2507 @MuniCerrillos @serv_saludmc Hola Naty, acá puedes encontrar el vacunatorio más cercano a tu domicilio https://t.co/XIVdggrvGc #YoMeVacuno ✌"
patrihorson2,,vacuna completa🦠💉!!!! #YoMeVacuno #VacunaCOVID19 https://t.co/UEVwQGrsHb
RCNPereira,"Pereira, Risaralda - Colombia","Un recluso de 80 años de edad será el primer interno de la cárcel de Pereira en recibir la vacuna anticovid, una vez lleguen las vacunas para la población privada de la libertad. @Gob_Risaralda @INPEC_Colombia @rcnradio #RCNRadioEnCasaContigo https://t.co/oJlHe2WFjH"
Estoesloquesoy_,,La segunda dosis de Sinovac duele😭 Engañosamente venia pensando que seria igual de indolora que la primera 😔 #YoMeVacuno
carisan22,"Lima, Peru","Actualicen sus datos 🙋🏾‍♀️..  en caso tengan complicaciones  con la página,  también  pueden hacerlo llamando al 107 opción 0. #YoMeVacuno #EsSalud https://t.co/O07V0eRoZK"
hcsba,"Av. Santa Rosa N°1234,Santiago","#YoMeVacuno | Es importante mantenernos protegidos, por lo que hoy continuamos con el proceso de vacunación de la segunda dosis contra el COVID-19 para nuestros funcionarios.

Debes vacunarte el día que aparece en tu carnet y llevar tu credencial.

#JuntosNosLevantamos https://t.co/lY3aTZq0JV"
ebalino,Montevideo,"Agenda y respuestas a Preguntas Frecuentes sobre la Vacunación 
Vamoooooo!!!
#YoMeVacuno https://t.co/61BQNyjCOr"
saldantor,Un bar en Chile,"#IzquierdaMiserable 
#izquierdaParásita
Tienen miles de ideas para gastar el dinero de los demás.
Jamás te dirán que el dinero de tu ""esfuerzo"" te lo mereces
#IzquierdaMiserable #IzquierdaNarcoComunista 
#YoMeVacuno @biobio https://t.co/ry3KKN0XPQ"
AliciaFerreira9,"Ciudad de la Costa, Uruguay","El CDC de EEUU advierte sobre la nueva variante del SARS-CoV-2, y llama a mantener las medidas de distanciamiento físico. 
Cuanto más gente se vacune, menos circula el virus, menos posibilidades tiene de mutar a variantes más contagiosas. #YoMeVacuno https://t.co/SutU3gAppV"
Chuto091,Venezuela Valencia ,"@EDGARDO20423 @nayibbukele @RogelioRivas @Director_PNC @merino_monroy Esto se llama Coacción,  en Colombia se llama Vacuna, en Venezuela se llama paramilitarismo, esto no deja trabajar a los comerciantes tranquilos."
drmirkovic,LIMA PERU,"Como dicen en mi tierra: ""No hay primera sin segunda"" #YoMeVacuno https://t.co/DjNqP3AVAz"
seremisaludohi,Rancagua,"📆 Conoce el calendario del proceso de vacunación masiva contra #COVID_19 para la semana del 8 al 12 de marzo. 

#YoMeVacuno ✌️ https://t.co/Rtn38s9RRI"
deuvede_ml,ᵗᵒˡᵒᵐᵒⁿᶜⁱᵃⁿᵒ ᵈᵉ ᵗᵒˡᵒᵐᵒ́ⁿ,"¿Si se pudiera elegir cuál vacuna inyectarse, la opción &lt;&lt;ninguna&gt;&gt; estaría disponible?
#Vacunas #YoMeVacuno #FelizJueves"
AlcaldiaToca,Colombia,"🏥💉 #YoMeVacuno ||  Yo invito a los tocancipeños a vacunarse contra el COVID-19, de acuerdo a las fases y etapas designadas en el Plan Nacional de Vacunación.

#EsTiempoDeSumar

@MedicinaUNAL @Hospi_Tocancipa https://t.co/t1MEiXCHPU"
drspacca,Colegiales,"Las personas en las que una vacuna funciona bien están protegidas contra la enfermedad, pero no se descarta que puedan infectarse con el virus y transmitirlo, incluso aunque no enfermen. #ArgentinaVacuna #YoNoMeVacuno"
VoceriaAtacama,"Atacama, Chile.","⚠️ATENCIÓN⚠️ ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno🤔?
🙌🏻A un año de la llegada del Coronavirus a Chile, te invitamos a revisar los detalles en https://t.co/f9LGAah0aW #YoMeVacuno 💉👍🏻 https://t.co/1RipYPoyaC"
HoroEse,Yopal - Casanare,"Vacunarte contra la COVID-19 es una manera segura de protegernos del virus 🦠 y proteger a los demás🙎🏼🙎🏽‍♀️

Cuantas más personas sean inmunizadas, menor será la probabilidad de contagiarse, enfermar gravemente o incluso morir. #YoMeVacuno ✌️ https://t.co/dCgi6HeV9M"
JaneSelvatica,,"#Plandemia : la mejor inversión
#YoNoMeVacuno https://t.co/kAPg8Gqr9Y"
MeVacuno,Ministerio de Salud,"@Diana00086585 Hola Diana, las vacunas aprobadas hasta el momento en Chile por el @ispch son para personas mayores de 16 años #YoMeVacuno ✌"
chsjm,Calle Comercio # 19856,"Te informamos sobre el calendario de vacunación en nuestro hospital el día de hoy, recuerda debemos seguir cuidándonos hoy más que nunca #YoMeVacuno https://t.co/AqqyRuBcwN"
aldraguerios,,"Con una vacuna... Pues imaginad que alguien de la familia real necesitase un órgano...
Abran debate..
¿Qué ocurriría? #ÚLTIMAHORA
#YoMeVacuno
#InfantasVacunadas
#coronavirus
#BuenosDias"
eduregueira,"Montevideo, Uruguay","Estamos frente a un virus (SARS-CoV-2) que generó cuarentenas, ingresos a CTI y fallecidos.
También cerró escuelas, teatros, bares y fronteras, dejando miles sin laburo.
Vacunarse sin especular, también ayudará a que se vuelva a mover la rueda.

Vacunémonos por favor.
#YoMeVacuno"
DamianAldeta,🇺🇾MENDA🇺🇾LERENDA🇺🇾,"@porlalibertad17 En la encuesta la resistencia es notoria, que ellos lo cuenten como quieran...  
#YoNoMeVacuno 
#pLandemia #PCRgate #NoMask #Nuremberg2 https://t.co/tBPia492rU"
carlosp62158398,,"nos dan virus, nos dan vacunas despertate #Uruguay #UruguaySeVacuna 

vamos carajo SISTEMA autoimune, que se vacunen los que necesitan #YoNoMeVacuno  cuido a las futuras generaciones y mi familia."
SaboAlejandro,"Montevideo, Uruguay","No solo importa cuándo arrancas la carrera, también importa cuán rápido lo hagas. #YoMeVacuno #UruguaySeVacuna https://t.co/RjVpepkJpy"
Alexand60368184,,"@MariaFdaCabal @sofiorozco Todos los políticos de Colombia son la peor plaga que le ha podido caer a mi país,es una completa cloaca llena de mafiosos,ladrones,matones ojalá algún día se pueda lograr una vacuna para acabar con esa plaga"
MeVacuno,Ministerio de Salud,"@Peyuco20 Hola Pedro, los pacientes con hipertensión arterial en tratamiento farmacológico entre 58 y 59 años deben vacunarse el lunes 8 de marzo. La población general será vacunada dentro del primer semestre de este año #YoMeVacuno ✌"
ScoobyMVDUY,Montevideo,"Si hay vacuna sobrante en esta etapa, que los políticos de todos los partidos (legisladores, ministros,  directores, etc) y sus familias se vacunen. Supongo que ésta que tiene el 50,30% de eficacia es tan buena como otras. A ver si dan ese ejemplo a la poblacion. #YoMeVacuno"
SILVIAGUTTI,Sevilla,"No puedo estar más orgullosa del señor de la foto, hoy se puso la primera dosis de la vacuna 💪🏻 #MiCampeón  #YoMeVacuno #VacunasCOVID19 https://t.co/95x3eQBL7f"
svgiachero,"Montevideo, Uruguay",Muchas personas no saben si se pueden vacunar acá poniendo tu cédula y tu fecha de nacimiento te dice si estas habilitado #YoMeVacuno por mi por todos https://t.co/gLYeoP6US6
TEMUCOHHHA,Manuel Montt #115,"📍Continúa el proceso de vacunación con la administración de la 2ª dosis, nuestros funcionarios se suman a la inmunización contra el Covid-19. @TEMUCOHHHA 
#YoMeVacuno 💉 https://t.co/Jug2AcAiiL"
hsuarez2012,Colombia,"Así como son rápidos y efectivos para la corrupción (99%), deberían serlo para la vacunación (37,56%). Al ritmo que vamos con la vacuna no hay esperanza ninguna 

https://t.co/iikBsPjIl1 https://t.co/Kofnpc1wTO"
manuelescalante,"Santo Domingo, Rep. Dominicana","🔆Vacunas y cerveza
Tel Aví, Isrrael esta vacunando su población joven en discotecas, aprovecha esos lugares de entretenimiento mientras toman, bailan y disfrutan.
¿Que opinas, podriamos hacer lo mismo en RD? ¿Te vacunas?
#YoMeVacuno🩺
@luisabinader
@raquelarbaje @SaludPublicaRD https://t.co/t8FOmJ2qg5"
MuniColina,Region Metropolitana-Chile,"#YoMeVacuno
Ya se inició el proceso de inoculación con la 2da dosis de la vacuna contra el #COVID19. Para recibir la dosis debe llevar cédula de identidad y carnet de vacunación al mismo local donde recibió la primera vacuna, en la fecha indicada en este último.
@mario_olavarria https://t.co/Ceo0O3S7d6"
jjtoroc,"Envigado, Antioquia ",Soñé que Colombia sacaba una vacuna que no protegía del covid pero si de la mamertitis
JhobanyAngel,,"@carlosma89 Siendo realistas, acá en Colombia, cuánto podrá llegar a costar una vacuna?"
ChileAtiende,Chile,"¡Continúa el #PlanDeVacunación #Covid_19! 💉💪 #YoMeVacuno ✌

Es el turno de:

✅Dializados.
✅Trasplantados órganos sólidos.
✅Pacientes con cáncer en tratamiento.
✅Pacientes con enfermedades autoinmunes en tratamiento.
✅entre otros. 

+ Info 👉https://t.co/WRwQaZGErf https://t.co/PzW844wRG4"
inrpac,"Av. José Arrieta 5969 Peñalolén, Santiago","Con gran entusiasmo comenzamos con la vacunación de la segunda dosis del  COVID _19. Felices porque sabemos que no sólo estamos cuidando nuestra salud, sinó tambien, la de todos nuestros usuari@s  y de todos quienes  nos rodean.

#YoMeVacuno 
#inrpacsiemprecontigo https://t.co/Pp5jtrFUfd"
dani_alen,"A Coruña, Galicia",💉🦠 Segunda dosis recibida 💪🏼. Aunque sin foto del momento...espero que funcione igual 🤪🤣                             #COVID19 #YoMeVacuno
LauraGarciaNo,"Montevideo, Uruguay","Vayan a vacunarse soretes!!

No querés perderte Turismo? Bueno, qué tal unas vacaciones de 3 semanas en CTI?

  #YoMeVacuno"
albertobo_,"Marbella, Andalucía",Ya tienen la primera dosis puesta 💉🥳 #yomevacuno
SeremiSalud_XI,"Aysen, Chile","[ #YoMeVacuno✌️]

Este es el calendario para la semana entre el lunes 8 y el viernes 12 de marzo, que incluye personas con comorbilidades y personas con discapacidad severa o profunda entre 46 y 59 años. Además se incorporan las segundas dosis de las personas ya inoculadas. https://t.co/92PVi4uU4E"
dreamssellerorg,MENDA LERENDA,se buscan... #YoNoMeVacuno https://t.co/0s9Jwkx69u https://t.co/dBQ0C6PK4c
elyglezm,,"Será posible? 9.13 Am y mientras hay una larga fila de Adultos mayores esperando desde temprano, aún no abren local de vacunación #COVID19 .
#Malloco #AdultosMayores #YoMeVacuno https://t.co/2RaL71ovAl"
Corpocas,Castro - Chiloé,"Buenos días vecinos y vecinas, hacemos entrega del calendario de vacunación para hoy, jueves 4 de marzo, tanto en Gimnasio Municipal (Sinovac), como en Liceo Aytué (Pfizer).

#YoMeVacuno https://t.co/sArompuFdv"
DamianAldeta,🇺🇾MENDA🇺🇾LERENDA🇺🇾,"@buscadorestv ¡Lo sabemos todo!

#pLandemia #PCRgate #YoNoMeVacuno no los quiero preocupar pero se les viene un #nuremberg2 

https://t.co/qfcLKQTqUb https://t.co/X9s3Ixqvmv"
FabianaManzur,,"Gente, 1900 muertos en 24hs en Brasil. Este virus muta... y por ahora no tiende a ser benigno. Vacunarse, es cuidarse, cuidar. No es política, es salud. #yomevacuno Gracias @gonzamoratorio por seguir explicando!"
fidel_urrego,,"Si Colombia tiene 1.122 @MinSaludCol está aplicando 11,38 vacunas diarias por municipio .
La delincuencia les puede enseñar como se vacuna rapidito o preguntele a @MinHacienda."
vanessavillazon,Colombia,Entiendo que las EPS comienzan la vacunación el día 7 de marzo... cruzo lo dedos para que de las primeras en vacunarse sea mi abuelita de casi 100 años 🤞🏽🤞🏽🤞🏽 @linadearmas @SecSaludVpar Esperaremos nuestro turno.  #YoMeVacuno
pozoalmontemuni,Balmaceda 276,"Ya está nuestro equipo de vacunación instalado en el gimnasio Techado
✅Horario continuado hasta las 16:15 horas 
✅Mayores de 60 años y más
✅Personal de la Educación #yomevacuno #PozoAlmonte #comunadetodos https://t.co/MOcISmtpZw"
MariaCavero,"Teruel, España","VACUNADA!!!!
Primera dosis puesta
#YoMeVacuno 
#AstraZeneca 
#graciasAlaCienciaQueNosHaDadoTanto https://t.co/rZf36OXecD"
TascaDeAltamar,Santiago de Chile,"Buenos días ☀️ 
Podemos recibirlos en terraza y al interior en #fase3 con los protocolos #COVID19 desde las 12:30
Para hoy Picorocos Mayo?

#CuidemonosEntreTodos #LasCondes #SantiagodeChile #gastronomiachilena #YoMeVacuno https://t.co/lmeCwWvpN4"
_despinozag,"Pinto, Chile","El Covid ha sido tanto un ""presidio"" que literal me vacunaron un año y un día después de que llegó a Chile (soy docente de escuelas rurales). #YoMeVacuno"
cjportillaj,"Suba, Bogotá, D.C., Colombia","@jc_parrard @fruizo @ANYARATO @ledoleon @LuisLuperdomo @Ney65940530 @JuanLozano_R @CumbieroPanama @EugeniaTunja @amparitoccc @AmadorMarquez5 @fonsecaradio @horte1708 @Angi_molina @angelaporritas @adehaquiz @fundacionacn @maba1921 @Julietachalarca @jmesapinto @Jader_Silvera @GjJuliet @alejoportilla24 @ana_cuesta @Maryaristizabal @andrebernal26 @AbrilSchreiber @jafalconblasco @RafaGuarin @JaimeCastroC @EL @JoelOsteen @AngelaRomeroCh @elespectador @colombia_hist @RicardoFerro_ @NairoQuinCo @VueltaEspana @UranRigoberto @GuillermoBotero @mindefensa @FuerzasMilCol @MinSaludCol @Colombia @mluciaramirez @AndresPastrana_ @Avianca @Bogota @PluralidadZ El regulador de vacunas de la #UniónEuropea, la #AgenciaEuropeadeMedicamentos, #EMA, comenzó una evaluación de la vacuna rusa contra el #Covid_19 conocida como #SputnikV, anunció en un comunicado el jueves. https://t.co/LWFqPfZSKa"
MTTChile,"Amunátegui 139, Santiago","A #RapaNui 🗿se van 1.200 dosis de vacunas #Sinovac ✈️

Desde la Comunidad Logística Aeroportuaria, seguimos apoyando el Plan Nacional de Vacunación del @ministeriosalud 💪🏻

👀 Revisa tu local de vacunación en https://t.co/pkALdx3l2T

#YoMeVacuno ✌🏻 https://t.co/XWMRxN7dbi"
Sede_Orinoquia,Arauca - Arauca,"#YoMeVacuno Sara Sofía Martínez, estudiante Peama de la Facultad de Enfermería nos invita a vacunarnos por seguridad de todos, pues su vocación es el cuidado.
#SomosOrinoquia https://t.co/ZYy9TUz3M8"
ministeriosalud,Chile,"#YoMeVacuno ✌️ porque las vacunas salvan vidas.

¡Yo me vacuno sin dudas contra el #COVID_19! 
Infórmate sobre las fechas y el proceso de vacunación en https://t.co/7JYpuUPhTR https://t.co/iGRx0YxXeb"
seremisalud10,Región de Los Lagos,"📌📅 Hoy jueves 4 de marzo el llamado a vacunación es para las personas con y sin comorbilidad de 61 años, trabajadores del área de la educación entre 24 y 27 años y los pacientes con las patologías que detalla el calendario #YoMeVacuno ✌
+info&gt; https://t.co/wLpKbNuzJ1 https://t.co/H4qczkQfWz"
koperkevin,,"@MiguelCrispiS @izkia @colmedchile La obesidad mata mas gente....alguien cierra los supermercados o los restorant...no cierto
#dictadurasanitaria
#yonomevacuno"
mundtgmo,"Santiago, Chile","@Drfelipe81 @juanadiazchile @rmcardenas @sebastianpinera @DrEnriqueParis @izkia Tenía razón Felipito...
Cumplieron atrasados, pero AL FIN empezarán el lunes 8 de marzo a vacunar a los enfermos crónicos, esta vez desde los 59 años a los 46 años. 
#ContigoCHV
#YoMeVacuno
#BuenosDiasTVN
#Covid19Chile https://t.co/eHiLdxHPGY https://t.co/PYb2AcrM1o"
AlfredoToker2,"Montevideo, Uruguay","""Solamente la vacunación masiva hará la diferencia.""
#YoMeVacuno"
hclaudiovicuna,Chile,@lidersanantonio y @proa_sanantonio informan que 600 trabajadores del @hclaudiovicuna recibirán segunda dosis de vacuna Sinovac contra el covid -19 #YoMeVacuno #CuidémonosEntreTodos https://t.co/aQRAHt4xiH
QHUBOTOLIMA,"IBAGUÉ,TOLIMA","Al parecer, el médico presentaba síntomas de Covid al momento de la vacunación, pero omitió esta información. 😱😱

https://t.co/tPhVlH0bU3"
nuevodiaibague,Ibague - Colombia,"Al parecer, el médico presentaba síntomas de Covid al momento de la vacunación, pero omitió esta información. 😱😱

https://t.co/e32KEl17Pa"
MeVacuno,Ministerio de Salud,"📌📅 Hoy jueves 4 de marzo el llamado a vacunación es para las personas con y sin comorbilidad de 61 años, trabajadores del área de la educación entre 24 y 27 años y los pacientes con las patologías que detalla el calendario #YoMeVacuno ✌ https://t.co/K5XSgp0bzQ"
farmaceuticoscc,Cáceres,"Finalizada 1ª Fase de Vacunación #covid19 #farmacéuticos y personal #farmacia provincia Cáceres #yomevacuno
@SaludExtremadur @Farmaceuticos_ https://t.co/Gv33VvuPo4"
ImopacL,,"La vacuna es un inicio, pero no es la solución, no olvides que debes seguir cuidándote y usando la mascarilla

#imopacinforma #sigamoscuidandonos #yomevacuno https://t.co/JAMkayIpVY"
Salud_Responde,Chile,"Calendario de vacunación contra el COVID19 
Desde el lunes 1 al viernes 5 de marzo
Y recuerda
✅Usa mascarilla
✅Lava tus manos frecuentemente
✅Mantén 1 metro de distancia
Más info en https://t.co/Q29SfQeJs7 #YoMeVacuno https://t.co/NlNAseQRAK"
JavierCormane,"Bogotá, Colombia","Médico en Valledupar fue vacunado con síntomas de covid, ahora está en una UCI https://t.co/8M3dpzqXox a través de @eltiempo"
koperkevin,,"@pdazan @ministeriosalud Ppr definicion la Pamdemia Ya Fue...ahora queda el virus que biologicamente es imposible erradicarlo...
Miente miente q algo queda
#dictadurasanitaria
#yonomevacuno
#event201
#RenunciaPiñeraCTM"
SSaludAtacama,,"#YoMeVacuno ✌️
Compartimos información para las comunas de Diego de Almagro, Chañaral, Caldera y Tierra Amarilla 

Recuerda mantener las medidas de prevención😷 https://t.co/E8O2lg9EsB"
boyacasietedias,Boyacá,"#Noticia 💉Colombia recibió 100.000 nuevas dosis de la vacuna de Pfizer. 

ℹ️ https://t.co/e4al631LEL https://t.co/3JQFcZD6qu https://t.co/lnJJ8jU0R5"
SeremiSaludRM,"Olivares 1229, Santiago, CL","Hoy jueves, para facilitar los tiempos de espera en nuestra oficina de Atención a Usuarios, ingresa a https://t.co/1s3gG4Fzp6 

#YoMeVacuno https://t.co/bYN5Kq2WrG"
SSMNorte,,"#TuSaludNuestroNorte. En la comuna de #TilTil el @HospitalTilTil sigue con el proceso de inoculación #YoMeVacuno ✌️. 

Revisa los lugares establecidos y recuerda los grupos objetivos de esta semana ➡️ https://t.co/5rsoY2qKjI https://t.co/idnbcXIGhn"
ebalino,Montevideo,"Vamooooo! 
#YoMeVacuno https://t.co/xSg4dFdA2N"
SSaludAtacama,,"#Copiapó 

Compartimos calendario de vacunación desde este lunes 01 de marzo y así seguir enfrentando esta pandemia. 
👇
#YoMeVacuno https://t.co/WUMavg42jw"
cervecero_hijo,"Montevideo, Uruguay","@CogitoE58112915 Buen dia Vikinga, también lo voy a hacer.
 #YoMeVacuno"
ESNutriendote,"Granada, España","Yo ya me he puesto la primera dosis de la vacuna #pfizer. 

Me siento un privilegiado, gracias a @DN_Andalucia por ayudarnos al colectivo de #dietistas #nutricionistas a tener este privilegio, al igual que el resto de nuestros compis sanitarios.

#Yomevacuno"
dreamssellerorg,MENDA LERENDA,"@LaPecera1019 @igalvar71 @christianfont @MarcelKeoroglin @azulfmuy ¡Lo sabemos todo!
https://t.co/Qa2qsPs8gr

#pLandemia #PCRgate #YoNoMeVacuno #Nuremberg2 https://t.co/NN8miVpYOt"
Peyuco20,"Chagres, Catemu.  Chiileeee. ","#YoMeVacuno tengo 57 años,  afortunadamente, sin enfermedades bases. Mi señora, hipertensa, 59 años. Cuándo nos toca vacunarnos???"
sue30865728,Uruguay,@cervecero_hijo Comparto Gustavo! No hay conciencia. #YoMeVacuno
GuadaLagraa,Ushuaia tierra del fuego.,"Hoy nos dieron la noticia que el viernes le dan la primer dosis de la vacuna a mi mamá, se nos explota el corazón de felicidad!!!❣❣❣❣❣ #VacunasCOVID19 #YoMeVacuno"
CORMUPA,,"🔴 Calendarización Vacuna
🗓️ Jueves 04 de marzo

🔺Personas de 61 años
📌 Escuela Patagonia
📌 Escuela 18 de Septiembre
📌 Liceo Contardi
📌 Escuela Manuel Bulnes
⏰ 09:00 a 16:00 hrs.

🔺 2 da dosis
Personas de 87 años y 89 años. 

#Cormupa #Puq #YomeVacuno✌️ https://t.co/a0LapKlCCC"
TitoMenacaballe,Chile,Hoy toco segunda dosis #YoMeVacuno #dentista #Odontologia #Chile #Covid_19 https://t.co/ah3gk1xXHn
CORMUPA,,"🔴 Calendarización Vacuna
🗓️ Jueves 04 de marzo

🔺 Trabajadores de la educación escolar y preescolar, entre 24 y 27 años.
📌 Escuela Hernando de Magallanes
⏰ 09:00 a 16:00 hrs.

#Cormupa #Puq #YomeVacuno✌️ https://t.co/x0hziCn0HZ"
Serg_Sam,,Estoy incluido en las listas de vacunación por trabajar en un centro de menores. Una gran noticia! #YoMeVacuno
fabiohernan1,valledupar,"QUE DIRÁN AHORA LOS ANTI VACUNAS QUE CACAREARON SOBRE TEMAS MENTIROSOS DE LA VACUNA?, SOLO 2 REACCIONES ALÉRGICAS SE HAN PRESENTADO EN COLOMBIA Y EL PUEBLO SIGUE EL PROCESO DE INMUNIZACIÓN CONTRA EL COVID19 OJALA HOY ENTIENDAN QUE SE DEBEN VACUNAR SIMPLEMENTE POR SALUD PUBLICA. https://t.co/3CGqgGqSlX"
SuperDeSalud,Chile,"Compartimos el calendario de vacunación para la semana del 1 al 5 de marzo📅💉. 
#YoMeVacuno ✌

Los pacientes con enfermedades crónicas deben presentar certificado o receta que acredite su condición. 

¿Dudas? Resuélvelas aquí https://t.co/zTzEuXx3jE https://t.co/7UDFEWE2G0"
Batllistas_uy,Uruguay,"La pandemia sigue en auge, sin embargo la vacunación va lenta. ¿Tanto se pidió por las vacunas y ahora los uruguayos no nos estamos vacunando?
 ¡Al Coronavirus lo derrotamos entre todos!
#YoMeVacuno"
asoendoped,"Bogotá, D.C., Colombia","ACCEP como parte de la Red Global de Trasferencia del conocimiento dice #YoMeVacuno #yotecuidoymecuido Por tí, por mí: por todos! https://t.co/P4qyehM5In"
mmonteroq,"Lima, Peru","¡Preocupante! Antonio Pratto, integrante del Comando Vacuna. Ha dicho que desde junio se está negociando la compra de 5 millones de vacunas de Johnson &amp; Johnson”, y le extraña que aún no se haya concretado, mientras Colombia ya compró 9 millones."
dreamssellerorg,MENDA LERENDA,"@GuidoManiniRios ¡Lo sabemos todo!

#pLandemia #PCRgate #YoNoMeVacuno #Nuremberg2 #Nomask https://t.co/VXIzcPP3Ho"
dreamssellerorg,MENDA LERENDA,"@MSArtiguista ¡Lo sabemos todo!
#pLandemia #PCRgate #YoNoMeVacuno #Nomask https://t.co/9iH0xBTjs6"
Petenus,España,"Pues ya me he puesto la segunda toma de la vacuna de pfizer,y sabéis lo que me ha costado?0€,no 10.000 como en Arabia Saudí,0€. Gracias a nuestra sanidad pública. Que Dios nos pille confesados el día que los liberales manden.#YoMeVacuno #COVIDー19"
cloppbox,"Christchurch City, New Zealand","@SophiaVivancos Esta mañana desayuné en un bar que tenía enchufada la Sexta ... primera noticia: la regularización del emérito, segunda noticia: la vacuna de sus niñas, la tercera noticia fue un tema de Colombia que ya ni me acuerdo.

El gobierno de 1984 de George Orwell era menos manipulador."
Andres_Diaz_D,,"Cuba ha desarrollado varias vacunas para el Covid-19, una vacuna entra en fase 3 y otra en fase 2. 

Colombia por el contrario nada que llega ni a 100 mil vacunados y eso q ya llegó el primer cargamento que nos tocó medingar por COVAX."
koperkevin,,"@ministeriosalud @pdazan @SeremiSaludRM @seremieducrm Avalando la #dictadurasanitaria 
#yonomevacuno 
#RenunciaPiñeraCTM"
MuniNunoa,"Ñuñoa, Chile","Revisa a quiénes les corresponde vacunarse este jueves 💉 Atentos vecinos, que a partir de hoy el Estadio Nacional atenderá hasta las 14:00 horas 🕑 No olviden llevar Cédula de Identidad y Carnet de Vacunación o documento correspondiente según grupo

#YoMeVacuno✌
#ÑuñoaTeCuida💚 https://t.co/gkRefJNvIg"
321Mjmt,,"@A3Noticias Nos quieren dividir y hacer pelear entre nosotros por un medicamento inoculado que es un experimento en la humanidad. Para modificar el ARNm mensajero, ADN humano. IROS A PUTA MIERDA!!!!! TONTO EL QUÉ SE LO CREA. #YONOMEVACUNO"
Daniela13026045,,No caigamos es eso!! Solo se enriquecen ellos y no les importa el pueblo!! No les compren mas sus mentiras!!! #noalcomunismoenChile #recuperemosChile #Libertad #Paz #ToqueDeQueda #YoMeVacuno #SocialismoEsMiseria https://t.co/SiMgqR3PN6
Muni_Stgo,Chile,"#Santiago: 🔵 Te recordamos los puntos de vacunación COVID-19 actualizados de esta semana.
*Pacientes crónicos y trabajadores de la educación tienen un único lugar con vacuna Pfizer, en Santa Elena 1675.
ℹ Más información en: 
https://t.co/9QEYkUeTUy

#YoMeVacuno https://t.co/oDicgQhemu"
AytoAtienza,"Atienza, Guadalajara, España.","Os pedimos que hagáis un quizás último esfuerzo y sigáis manteniendo las medidas de seguridad unos pocos meses más. No podemos permitir que nadie se ahogue estando ya tan cerca de la orilla.

#YoMeVacuno"
municoncon,Concón,"🔴 VACUNACIÓN COVID-19 🔴

Esta semana partimos con la vacunación para los trabajadores de educación de 36 a menores de 23 años y personas de 64 a 60 años.
Si eres parte de este grupo revisa que día te toca y agenda tu hora previamente.
#YoMeVacuno https://t.co/hvo1NwnG7u"
ChristianDLH,"Zaragoza, España",Mi abuela llevaba tres años sin salir de casa más allá del hospital en ambulancia. Hoy ha hecho un esfuerzo para ir al Centro de Salud a vacunarse. Hace un año no hubiéramos imaginado que esto sería posible. #YoMeVacuno #Aragon
