,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
6852,6852,1815,RAFAEL E. ÁLVAREZ L.,@elFafaAlvarez,2020-12-11,rusia estar negar colocar él vacuna implicar dejar beber alcohol mes chupito vodka navidad fin ano negociar,0
6853,6853,1816,m¡!u MARZO PARAGUAYO 2021,@ilyniallxh,2020-12-11,lluvia dio llorar argentino dar medio sancion ley aborto sumar vacuna ruso hacer esteril fabricar homosexual esi significar extincion raza puro euroargentino,0
6854,6854,1817,charmy,@_taptsoul,2020-12-11,lluvia dio llorar argentino dar medio sancion ley aborto sumar vacuna ruso hacer esteril fabricar homosexual esi significar extincion raza puro euroargentino,0
6855,6855,1818,santu,@sannnnnti__,2020-12-11,lluvia dio llorar argentino dar medio sancion ley aborto sumar vacuna ruso hacer esteril fabricar homosexual esi significar extincion raza puro euroargentino,0
6856,6856,1819,livs,@dirtyriotgrrrl,2020-12-11,lluvia dio llorar argentino dar medio sancion ley aborto sumar vacuna ruso hacer esteril fabricar homosexual esi significar extincion raza puro euroargentino,0
6857,6857,1820,croqueta de cuarentena!!,@JonesHijo,2020-12-11,saber si chis vacuna venir wifi poder pillar bien 5g,0
6858,6858,1821,Davidelgnomo,@GrizzlydelTajo,2020-12-11,ir acompanar padre 74 poner él vacuna gripe salir alli vacunado gripe tetano notar chisss correr vena poder dejar cantar ser amante bandido,0
6859,6859,1822,ice cream,@AndyGelatto_,2020-12-11,lluvia dio llorar argentino dar medio sancion ley aborto sumar vacuna ruso hacer esteril fabricar homosexual esi significar extincion raza puro euroargentino,0
6860,6860,1823,königin ©,@janeytheking,2020-12-11,lluvia dio llorar argentino dar medio sancion ley aborto sumar vacuna ruso hacer esteril fabricar homosexual esi significar extincion raza puro euroargentino,0
6861,6861,1824,Juanma,@JnMx_09,2020-12-11,lluvia dio llorar argentino dar medio sancion ley aborto sumar vacuna ruso hacer esteril fabricar homosexual esi significar extincion raza puro euroargentino,0
6862,6862,1825,"El Hijo del Albañil Troll 210
En lucha",@HijoAlbanil,2020-12-10,vacuna ruso flojo papel yo,0
6863,6863,1826,Counterpropaganda #Muzzle-Free #SinBozal,@Counterpropag20,2020-12-10,si alguien preguntar nunca ir hospital publico si enfermo preferir morir solo casa poner yo mano matasano covidiano,0
6864,6864,1827,J enfurecida,@juanjillo2,2020-12-10,salud sabado noche carcasa movil lleno marca dedo chupado,0
6865,6865,1828,ElRichi,@LopezOrihuela,2020-12-10,solo querer vacunir gritar loquito base dato virus ser actualizar,0
6866,6866,1829,Splinter,@A_Navalon98,2020-12-10,pues valer tio vacune ver si pillar covid morir dejar dar turra,0
6867,6867,1830,Ivan Cerdeña Macias,@Divulgandosaber,2020-12-10,vacuna elaborado mejor cientifico fiais batidito herbalife vender primo consejo mierda enterar barrio si asi ir,0
6868,6868,1831,ɱąཞƈơʂ,@M_PastorGalan,2020-12-10,pooh obesidad fumar beber full hacer ejercicio monto pollo hospital atender primero urgencia doler etcétera etcétera etcétera adema paso velocidad volante forro,0
6869,6869,1832,Max,@findoutmax,2020-12-10,demostrar gran teoria seleccion natural,0
6870,6870,1833,FlacaMartiColon,@flaca_marti,2020-12-10,vo alferdez poder hacer cul bicicletame importar tres cazzo,0
6871,6871,1834,Segi JO TA KE,@edocabare,2020-12-10,seleccion natural favor hacer magia,0
6872,6872,1835,Toñi la fantastica,@Lokuelaa,2020-12-10,fiar cero cualquiera vacuna expreshabrio hacer computo general muerto q porcentaje disminuido poblacion mundial,0
6873,6873,1836,Sara Carreño Valero,@Saracarrenov,2020-12-10,acabar leer hastagh vacuna covid19 cambiar adn urgente incrementar hora clase biologia escuela,0
6874,6874,1837,Bill o' the wisp,@Chemistry_Bill,2020-12-10,oír si coger escepticismo pensamiento critico rezumar aplicar cosa homeopatia reiki mejor llevar sorpresa,0
6875,6875,1838,Mces Martin Burton,@McesMB,2020-12-10,luego hablar cifra muerto discusión,0
6876,6876,1839,Sergio Cordero,@serocordero,2020-12-10,vacuna control necesario convertir asesinato caso persona fallecer cuenta genocidio,0
6877,6877,1840,LetradaCabreada,@LetradaCabreada,2020-12-10,cansado ver sistema decir vivir morir ser libre regido solo consciencia meter recomendación culo,0
6878,6878,1841,Nαty,@NatyCP_23,2020-12-10,creer virus respeto todo medida seguridad creer vacuna momento,0
6879,6879,1842,Θğα๖єໄ® ॐ,@ogabel_,2020-12-10,entonces si multar 1000 si vacuno pagar tanto mas gallina entrar ir salir,0
6880,6880,1843,"Cristina Castello
41%",@CrisCastello01,2020-12-10,alergia alergio descubierto vez chica dar 1 inyeccion q poner siempre tos problema aquel dia poner rojo fuego suerte farmacia lado mama salir loco comprar benadril salvar,0
6881,6881,1844,Sergi,@SergiBotella,2020-12-10,si us estar aborrintar nome heu llegir parid hashtag jajajaja,0
6882,6882,1845,"Pau (la) , parapetada en la ciencia",@Pau_Vega13,2020-12-10,ver haber parar pensar efecto secundario aspirina paracetamol pues poder salvar vida mismo vacuna duda legitimo cerrazar aceptar informacionno,0
6883,6883,1846,"𝕄𝕒𝕝𝕪𝕡𝕤𝕪
♫︎♡︎シ︎",@maliquil,2020-12-10,cuis juna determinar q ir blabla ser medico circulaao,0
6884,6884,1847,Cabesa,@Jaimevalderas00,2020-12-10,persona acabar vacunar tropezar prensa vacuno pfizero poder provocar perdido equilibrio paralisis corporal antivacuno,0
6885,6885,1848,ElHereje,@liberatumente89,2020-12-10,decir vacuna ser obligatorio legalmente poder si poner poder trabajar viajar entrar hospital seguir ver problema,0
6886,6886,1849,Holasoyterf,@holasoyterf,2020-12-10,obligar ser mujer borrar mujer entender,0
6887,6887,1850,Genio solitario.,@SerranoPablo5,2020-12-10,hastag real ocurrir 2020 ver creer,0
6888,6888,1851,Jorge Benjamín Lojo,@DrJorgeBLojo,2020-12-10,rata laboratorio vacunir funcionario publico,0
6889,6889,1852,Golfo,@Antonirogergc,2020-12-10,tio vacunir perder 2 3 tono musical ahi dejar,0
6890,6890,1853,filosofia mis cojones,@allindefarol,2020-12-10,facha covid mentira also facha ir rezar él virgen pilar poner velita pa aprobar,0
6891,6891,1854,HⒶrald #YoNoVoto,@harald_skeiv,2020-12-10,ir vacunar puta madre,0
6892,6892,1855,MJGV,@MJGV92428129,2020-12-10,si hacer verdad favor humanidad vacune,0
6893,6893,1856,Hispania,@PFuertesg,2020-12-10,vacunir puta madre,0
6894,6894,1857,lovedeath,@lovedeath2,2020-12-10,meter droga,0
6895,6895,1858,Lord Vader,@mantisreligioso,2020-12-10,tambien querer creer ir acunar,0
6896,6896,1859,Joaquin Ramos,@InmigranteA,2020-12-10,leer okdiario poner vacuna cuestion dia conviertira comunista preferir coger covid morir fiel patria ser comunista esperar vox hacer,0
6897,6897,1860,@LordDarthVader,@LordDarthVader,2020-12-10,politico enemigo,0
6898,6898,1861,@LordDarthVader,@LordDarthVader,2020-12-10,vacunar él,0
6899,6899,1862,vagabundo cósmico,@marcosfddez,2020-12-10,animar seguir asi mas demer suerte covid explicar ocurrir si poneer,0
6900,6900,1863,Mónica 𓂀,@monicamfa,2020-12-10,hashtag discutirio vacunir seleccion natural wins darwin approves naturaleza approves,0
6901,6901,1864,capreecoño,@capreecono,2020-12-10,mismo leer prospecto vida,0
6902,6902,1865,Nolita,@NolitaPunch,2020-12-10,hacer wuhan hacer bicho mas estar hacer vida normal hacer tiempo tomar pelo,0
6903,6903,1866,Enrique Alonso,@eavendrell,2020-12-10,oido ahi ir poner vacuna producto higiene personal jabon champu desodorante pasta diente enjuague colonia crema detergente ropa,0
6904,6904,1867,Óscar,@oz_padfoot,2020-12-10,juego brazo si famoso casposo ir hormiguero promover vacunar él cambiar opinion,0
6905,6905,1868,Wave,@to_wave,2020-12-10,pais ir poner alfombra rojo dar paguita saber,0
6906,6906,1869,Alejandro Llorens Arnau,@alejandrolloar,2020-12-10,cada sabado calzar 10 cubata medio pollo,0
6907,6907,1870,Θğα๖єໄ® ॐ,@ogabel_,2020-12-10,obedecer dudar pensar gobierno hacer,0
6908,6908,1871,Mr. Fernández,@Ale7Fernandez,2020-12-10,hastagr tanto banderita espano,0
6909,6909,1872,carmen1994able KawaiGirl,@carmen1994able2,2020-12-10,poner primero vacuna tener 18 mes 1 ano medio ser exacto fiebre convulsion febril perdido apetito 2 ano comer dormir irritabilidad cosa mas aquel entonces mismo creer autismo,0
6910,6910,1873,X. Duarte,@_xduarte_,2020-12-10,vacunate cono guaitra,0
6911,6911,1874,Jesús,@gsus_cm,2020-12-10,hacer antivacuna 4 tarado reír mundo dar lado peligro discurso resto ahora medio dejar hacer altavoz mismo pasar fascista,0
6912,6912,1875,Policarpo,@BIELBOG7,2020-12-10,uno iniciativa,0
6913,6913,1876,Rafa,@soyfacha_,2020-12-10,pinchar él poquito droga si vacunar hacer vida normal vd q gilipolla q estar escribir serio eh,0
6914,6914,1877,Marc,@MarcMS_,2020-12-10,confirmar gran mayoria coeficiente intelectual asombrosamente bajo confirmar,0
6915,6915,1878,Mowels,@92Mowls,2020-12-10,hoy reivindicar derecho ser humano ser hipocrita covid gripe tetano hepatitis ponmer 3 si ir ser valiente id,0
6916,6916,1879,"Bea
Vox",@beajudd,2020-12-10,teneno claro altura gobierno criminal mentiroso patologico adepto mentira seguir creer estar decir verdad eficaz nocivo vacuna,0
6917,6917,1880,Rondador Diurno,@RondadorD,2020-12-10,pedir identificar publicamente querer poner vacuna quizo sencillo letra escarlata ropa estrella david brazo asi podriar increpar calle dejar entrar comercio hospital,0
6918,6918,1881,LIBREPENSAMIENTO,@Librencefalo,2020-12-10,sentir aguaro fiesta coherente defender criticar,0
6919,6919,1882,David,@UsuariDavid,2020-12-10,tambien querer restricción reducción aforo discoteca abrir todo noche pues unicar forma intentar volver tener vida normal,0
6920,6920,1883,Marcapasos asesino,@carlosmiguel777,2020-12-10,gente decir seriamente deber aislar el sociedad dejar él asistir sitio publico hacer él vacio juntir mayoria local hoy dia reservado derecho admision ver cambiar opinion morir,0
6921,6921,1884,ariel,@jhona11_jh,2020-12-10,ir tener ultimo palabra poder decidir si vacunaro seguro ir pedir vacuna poder viajar entrar establecimiento cine etcétera tampoco crear decir oms seguridad creer hacer cosa salu2,0
6922,6922,1885,Daniel Lobato,@Dani_Lobato14,2020-12-10,derecho constitucional poner vacuna llegue hospital pedid inyectar vial vacio lleno aire veras gustirrinin,0
6923,6923,1886,J O R G E,@joorgeelopezz03,2020-12-10,defender confiar homeopatia nieve casa dar igual epoca anoasi poder imaginar nivel,0
6924,6924,1887,LinkCaído,@199xviajero,2020-12-10,si alguien importar hacer id copita soberano andar,0
6925,6925,1888,eugenio,@euortegga,2020-12-10,familia conejillo indio nadie,0
6926,6926,1889,ALEXander,@AlexxxanderG,2020-12-10,despues haber pasar mes encerrado toque quedar puta pandemia global venir 4 gilipolla decir fin mundo lleno hijo gran puta egoista abuelo decir mejor ciencia palo pa negacionista,0
6927,6927,1890,El Puticlub Radio,@elputiclub,2020-12-10,pena decir cosa meter an vacuna cuestionar cortar farlopa esnifan,0
6928,6928,1891,Oscar,@Oscarchecaceb,2020-12-10,ver si convertir arana radiactivo nosar xd,0
6929,6929,1892,z̆̈ŭ̈l̆̈ă̈,@darkglowitachi,2020-12-10,ser subnormalesno ganar nadie jurao,0
6930,6930,1893,𝘇𝗲𝗿𝗼: 𝔏𝔦𝔩𝔢,@tinyzjoong,2020-12-10,decir bien casa querer seguir convivir virus ir,0
6931,6931,1894,Morzaland,@Morzaland,2020-12-10,ver serie ficcion utopio elevar categoria documental,0
6932,6932,1895,Pete,@Pete_Free_man,2020-12-10,leer hashtag dar él cuenta v0x ir perder cantidad votante,0
6933,6933,1896,LaPatrona,@LaPatro07515704,2020-12-10,si aun estar morir varicela sarampion fin,0
6934,6934,1897,Orgullo Nacional,@orgullonaciona1,2020-12-10,reiterar deber haber registro vacunado estar atenerse consecuencia cuanto futuro atencion sanitario,0
6935,6935,1898,Iñaki Escudero,@iescudero,2020-12-10,reiterar deber haber registro vacunado estar atenerse consecuencia cuanto futuro atencion sanitario,0
6936,6936,1899,Iris,@LaFreydis,2020-12-10,verguenza existir hastagh solo conocimiento mostrar tener gente relacion ambito cientifico cosa culpa educacion medio comunicacion mismo sino respeto,0
6937,6937,1900,Elena,@LadyGurru,2020-12-10,mirar pues apoyar hashtag morio dejar dar culo,0
6938,6938,1901,Sweet Nurse,@SweetNurseOnco,2020-12-10,hastag barbaridad mas grande hecho humanidad despues bomba atomico jugar supervivencia especie regalar par dia intubado uci recapaciteis troglodito,0
6939,6939,1902,Sr. Carabaluchense (Fusilable Target),@aluchense,2020-12-10,saber efecto secundario causa buen ahora ir tomar tres ibuprofeno parecer ir doler callo dedo menique,0
6940,6940,1903,bakaloola,@lolaalgaba_,2020-12-10,ir panda neandertal hashtag,0
6941,6941,1904,Martín Durán,@maduranma,2020-12-10,escribir pensar idiota todo letra mayusculo negrito subrayar fosforito arial 437pt pancarta tirar avión gilipollo,0
6942,6942,1905,Luke,@_lukegonz_,2020-12-10,decir recomer meter balazo culo,0
6943,6943,1906,Celia ML,@CelucaM,2020-12-10,realmente gente creer gracias vacuna ir volver tener 2020,0
6944,6944,1907,NoNosFaltaDeNÁ,@abuelo_longinos,2020-12-10,faltar navidad,0
6945,6945,1908,Nahiala,@MiquisMiquis,2020-12-10,ir contar cosa dia despue mucho conversación madre decir él vacunar él ir decir pues hablar medico decir vacuna estar probado asi querer vacunar hacer,0
6946,6946,1909,Súper Ñ ///,@superenye,2020-12-10,desconocer si impacto fertilidad tiempo inmunidad efecto secundario poder tener alergeno ahora si ir criticar yo tanto sensato recomer invertir mejor tiempo,0
6947,6947,1910,jorge muñoz,@crisis_perpetua,2020-12-10,cierto duda si psicologia inversa eliminar desconfiado desobediente gente molestar general ir morir igual,0
6948,6948,1911,jorge muñoz,@crisis_perpetua,2020-12-10,alguien tanto ansioso vender yo sopechar tanto buen tanto bonito tanto barato ahi gato encerrado,0
6949,6949,1912,Virginia. Resistiendo,@bandido06255969,2020-12-10,verdad tener politizar politica nuevo religion puto asco politica mierda politico rien cara hacer salir nariz,0
6950,6950,1913,Nhoa.Dragneel || 290 de BNHA no se supera,@DragneelNhoa,2020-12-10,si alguien paer ver perder gente bien tampoco gustar gente creer hastag,0
6951,6951,1914,Nhoa.Dragneel || 290 de BNHA no se supera,@DragneelNhoa,2020-12-10,unico dar igual gente vacunir preferir hacer mas persona si necesitar,0
6952,6952,1915,Jaxy Vargas,@scroogecrush,2020-12-10,tú of reserva acerca vacuna asi haber considerar dar tiempo ver efecto poder dar juego vere opinar,0
6953,6953,1916,Elena #SoloQuedaVox,@Tedare__,2020-12-10,vacunado primero politico notario pasado tiempo prudencial indicar si alguno enfermo fallecer asir claro,0
6954,6954,1917,Ke Locke,@locke_ke,2020-12-10,dar miedo jeringuilla gilipolla,0
6955,6955,1918,Extremeño Antifascista,@arese39,2020-12-10,mientras vacuneis rabiame valer vacuna estupidez existesoi cronico,0
6956,6956,1919,Javier Moreno,@JMorenoCalvete,2020-12-10,querer vacunaro vacuneis estar derecho 100 metro familia,0
6957,6957,1920,Ghhhhhhhhhh,@romano_nieves,2020-12-10,respetar q querer vacunar si si dar manana coger covid querer entrar hospital publico mal estar dejar él puerta,0
6958,6958,1921,Gato agricultor,@undesgraciau,2020-12-10,tener pensado hacer esquemito medicamento seguro tomar lacasito leer ficha ibuprofeno vademecum ir tener hacer video explicar él entrar xd,0
6959,6959,1922,Samientol,@Samientol1,2020-12-10,desaparecer dos dia tweet ahora entero persona antivacuno valer ahora mas pasar escena zombie,0
6960,6960,1923,er dani illo,@er_dani_illo,2020-12-10,mas cerdo,0
6961,6961,1924,Kronnux,@KronnuxSupport,2020-12-10,polla vinagre justificaeer negligencia ser precaver si seriai considerado terrorismo biologico antimascarillo hacer mes patetico enfermedad conspiranoico vacuna,0
6962,6962,1925,Javi Coll,@Nkpuxao,2020-12-10,tendencia loco volver revens,0
6963,6963,1926,Nea,@Nea_Egido,2020-12-10,entender parte explicar,0
6964,6964,1927,Ale Nugo,@AlejandroNugo,2020-12-10,triste tt,0
6965,6965,1928,Δ n d r e Δ,@andrea_diaz_m,2020-12-10,same vibes as dio hacer caso experto docuserie chernobyl,0
6966,6966,1929,Kamaraden Pollo,@Busconovia_95,2020-12-10,persona querer allo vida luego ninguno imbecil sobresocializado ir decir si poner tambien estar matar gente ser culpable,0
6967,6967,1930,Fali,@Falihemece,2020-12-10,poder senalar él brazalete decir saber toser él encima garcia,0
6968,6968,1931,Giraud,@GiraudAM,2020-12-10,desgracia dar poder conejillo indio vacuna covid gente pais concreto menos libertad oy colonizado poder tomar serio ruín andar ahora ht,0
6969,6969,1932,Daevid Guf,@DaevidGuf,2020-12-10,favor hacer esperar constancia escrito renuncia vacuna alguien si merecer utilizar,0
6970,6970,1933,Oscar Cordero Pérez,@OscarMadridanos,2020-12-10,creer haber él ver hecho tendencia twitter,0
6971,6971,1934,Mrs. Polímata,@mrspolimata,2020-12-10,poder mas indignado comparar vacuna aborto gente puta idea hablar,0
6972,6972,1935,Resco,@Rescock,2020-12-10,dormir manana mas cyberpunk canal gente ver,0
6973,6973,1936,Clicker Va Lentin,@RamboSmg,2020-12-10,tt hashtag gracias recordar yo vivo pais llenito subnormal volver cama,0
6974,6974,1937,ANTIFASCISTA SANITARIO FUCK NWO,@EltonTo3,2020-12-10,pq querer tener hijo ahi dejar,0
6975,6975,1938,YONOVOTO ACAB,@mikemye19974782,2020-12-10,pregunta poder matar virus vacuna,0
6976,6976,1939,Lucía #NeI,@karen_smith25,2020-12-10,llevar tiempo enganado nunca decir componente todo vacuna puesto proceso realizar el adema ninguno puesto 30 llevar mermelada ademo todo 300 fiabilidad sabio,0
6977,6977,1940,𝕰𝖑 𝕬𝖓𝖙𝖔𝖓𝖎𝖔,@tonilosa25,2020-12-10,pues decir querer volver normalidad 2021,0
6978,6978,1941,Fernando Calderon,@fercalderonprod,2020-12-10,sensacionalismo limite primero pandemia consecuencia ahora vacuna seguro 100,0
6979,6979,1942,Los diarios de Asturner,@AsturconAstur,2020-12-10,nuevo tecnologia recombinante arn apenas ser testar 6 mes mientras tratamiento vacuna tardar 15anos olvidar obsesion insano medio comunicacion venderno producto,0
6980,6980,1943,McMurphy,@McMurphySpain,2020-12-10,completamente innecesario incomodar mania tragar yo pandemia falso,0
6981,6981,1944,María,@MariaMolina_23,2020-12-10,espano tendencia dar vergenza ajeno,0
6982,6982,1945,San,@transmillonario,2020-12-10,lanzar v0x favor darwin hacer,0
6983,6983,1946,• Vallenue •,@_vallenue,2020-12-10,gustar saber si gobernar derecha izquierdo poneriar vacuna si 452 548 31 voto resultado final,0
6984,6984,1947,San,@transmillonario,2020-12-10,mejor vacunar resto,0
6985,6985,1948,#MamenmetieneloKa!!!,@AfonsoGalle,2020-12-10,dentro 2 anoscomo,0
6986,6986,1949,YONOVOTO ACAB,@mikemye19974782,2020-12-10,vacuno tierra plano vacuno volver tonto listo voto derecho ser trabajador pobre clase medio vacuno monarquico patriota encantar rober esclavicen,0
6987,6987,1950,ElRubioKabrón,@acontra__,2020-12-10,salir gevos,0
6988,6988,1951,Jean91,@Jean9167632913,2020-12-10,vacunater si querer respeto libertad esperar respetar mia elegir introducir cuerpo,0
6989,6989,1952,"Carme Puig Algué
JxCat",@CarmeAlgue,2020-12-10,erc ens vol vacunar per acabar yo sotmetentar tots espana lletra petita pactar amb psoe cal us recordi cas lalcalde seu durgell,0
6990,6990,1953,Minerva,@SnchezMinerva,2020-12-10,mismo querer llevar hijo colegio vez manifestar alarma confinamiento coherente,0
6991,6991,1954,"Luis Es
+1",@LUIS_2900,2020-12-10,parecer ser promotor hastag negar existencia virus visto curioso seguir ver eta,0
6992,6992,1955,"•m o o n x•
10/90 for Tartaglia",@qqruchodementa,2020-12-10,dejalar vacunir ver si extinguir,0
6993,6993,1956,miksterdrama,@miKsterDrama,2020-12-10,dos palabra el hashtag seleccion natural,0
6994,6994,1957,Carlos Mauricio,@mauricioqllano,2020-12-10,sub presidente ivanduque sancionar ley vacuna covid 19 laboratorio suministrar cuanto dosis etapa cuanto ir invertir gobernar seriedad gobierno negociar vacuna,0
6995,6995,1958,Amapola Munuera #ZeroCovid,@amapolamg,2020-12-10,justificar miedo efecto secundario senor leer tú prospecto ibuprofeno,0
6996,6996,1959,Cristian,@Cristian_loaF,2020-12-10,tt gilipolla buen noche,0
6997,6997,1960,Tony,@Tony_deHaro,2020-12-10,mirar hashtag mierda si cosa encender ir dejar lado tema vacuna si funcionar mejor peor ir explicar él facil,0
6998,6998,1961,Amapola Munuera #ZeroCovid,@amapolamg,2020-12-10,favor escrito nombre apellido dni notifico ministerio sanidad conserjerio salud ccaa ir ser despar dar follon cambieis opinion poquito ser consecuente favor,0
6999,6999,1962,Milenial_sapiens,@Milenial_sapien,2020-12-10,decir adelante ir pais africano vivir ver tal atender sanidad pais ver cuanto duro tonteria,0
7000,7000,1963,Alanwake,@Alanwake24,2020-12-10,momento ir desanimar querer,0
7001,7001,1964,Jordi,@Jordivll,2020-12-10,decir alomejor preferir susto muerte,0
7002,7002,1965,"Responsabilidad individual,el virus nos acecha",@Patybooksreader,2020-12-10,vacunir fan santi satan mejor ser seleccion natural asi quedar planeta mejor,0
7003,7003,1966,Pablo Javier,@PabloJavierCas1,2020-12-10,vacuna producido laboratorio pais contar secreto inmunidad juridico,0
7004,7004,1967,bala perdida,@akagitana,2020-12-10,hashtag bebistei lejir recomer trump,0
7005,7005,1968,Dani Milenio,@daniesteca,2020-12-10,creer ht poder hacer criba subnormal,0
7006,7006,1969,Fleje texto,@davidpaarevalo,2020-12-10,extranar tomar serio hashtag banderita espana xdd,0
7007,7007,1970,Atontazepam,@atontazepam,2020-12-10,comun necesitar dato agencia externo fda certificar tambien descrito encefalitis vacuna gripe pandemia poder convivir virus calma polarizar,0
7008,7008,1971,"Liliana Pergolani
#8N
#17A",@liliana_soham,2020-12-10,tanto vez ver video youtube explicar vacuna sxxi afectar sistema nervioso inmunologicoy twiteelo que informar medico distinto pais cv mayusculo,0
7009,7009,1972,Hououin Kyouma,@Hou_Kyouma,2020-12-10,si vacuna favor acercar gracias,0
7010,7010,1973,Cancerbero,@OliverM3,2020-12-10,gilipolla querer q continar crisis economico sanitario,0
7011,7011,1974,שלום,@_il_Consigliere,2020-12-08,peligroso mortal q q letalidad q pendejo d opsom decir q tener ccp gobiernomx,0
7012,7012,1975,"Marce del % 41 ultra macrista.
kukas abstenerse",@Marcedel411,2020-12-08,gustar contar él querer vacunir primero alversofiambrolacristinael papamaximo boludla tucanginesdondacafieritoaxel kichitundisdadyecharriduplapenavh moralesmassay sramayra m korrupto kk,0
7013,7013,1976,Miriam,@Miriam87712540,2020-12-08,2 capsula dia 5 dia nuevo farmaco desarrollar cura covid eeuu esperar atento resultado cientifico mas confianza farmaco sustancia querer vacunar,0
7014,7014,1977,Miriam,@Miriam87712540,2020-12-08,cientifico descubrir cura covid necesitar vacuna vacuna certeza resultado inocuidad,0
7015,7015,1978,@LordDarthVader,@LordDarthVader,2020-12-08,recordar politico enemigo,0
7016,7016,1979,Gonzalo Castro #usomascarilla #chiledesperto Ⓖ,@gonzalocasstro,2020-12-07,desautoridad sanitario referir enero llegar vacuna,0
7017,7017,1980,España Forever,@MarellaSpain,2020-12-07,buen ponerosla primero par anito mas menos hablar,0
7018,7018,1981,Neska,@SiempreNeska,2020-12-07,ir virus aquel vacuna,0
7019,7019,1982,Lord Vader,@mantisreligioso,2020-12-07,politico enemigo,0
7020,7020,1983,Lord Vader,@mantisreligioso,2020-12-07,vacunar él,0
7021,7021,1984,ORU77,@oruoru77,2020-12-07,decir telecinco epidemiologo proximamente haber pandemia bochornoso saber pasar decir ser pronto todavia quedar gente creer casual natural,0
7022,7022,1985,L. Curiel,@AzoteCasta,2020-12-07,campana momento realizar elprogramadear favor vacunacion masivo tanto burdo insultante inteligencia personalidad solo haber sospechar mierda querer inyectar asi decidir,0
7023,7023,1986,good vibes,@inefable_56,2020-12-07,vacunar todo vacuna posible leer efecto secundario tomo medicamento recetar leer prospecto ir vacunar coronavirus saber meter,0
7024,7024,1987,Noemí Adriana,@noejoha,2020-12-06,serio vacuna ruso solo preocupar poder tomar alcohol,0
7025,7025,1988,Sergio,@tri33s,2020-12-06,menos clase politica cagado carta magno desmantelar derecho fundamental condenado miseria millón ciudadano,0
7026,7026,1989,Insurgencia,@insurgencia___,2020-12-06,comunista papa bergoglio decir dio satana dicho ser necesario vacuna covid entrar cielo ir segun agenda onusor ojo ver ver,0
7027,7027,1990,Rolod,@Rolod14,2020-12-06,vacuna desarrollado punado mes seguro punto,0
7028,7028,1991,IzanLeiva,@izan_leiva,2020-12-06,preocupado facha espano querer fusilar 26 millón mientras ir marzo bozal calle facho mundolo globalista satanico querer liquidar mas 3000 millón,0
7029,7029,1992,@LordDarthVader,@LordDarthVader,2020-12-06,disfrutar hermoso domingo tapaboco sonreír abrazo,0
7030,7030,1993,Lord Vader,@mantisreligioso,2020-12-06,vacunar él,0
7031,7031,1994,MaitriAshem #PorUnPlanetaDignoYDiverso,@AshemMaitri,2020-12-05,parecer mediano logico laboratorio vacunador hacer responsable efecto poder tener vacunay ir dejar vacunir,0
7032,7032,1995,el_del_baston,@azote_al_progre,2020-12-05,mentir 8mnos mentir grado contagio mentir mascarillasde verdad pensar ir decir verdad vacunayo creer,0
7033,7033,1996,@LordDarthVader,@LordDarthVader,2020-12-05,querer querer vacunar controlar comer simple rebelion dar él bola desobediencia echar el patada,0
7034,7034,1997,@LordDarthVader,@LordDarthVader,2020-12-05,recordatorio 2 politico enemigo,0
7035,7035,1998,@LordDarthVader,@LordDarthVader,2020-12-05,recordatorio 1 vacunar él,0
7036,7036,1999,@LordDarthVader,@LordDarthVader,2020-12-05,politico enemigo,0
7037,7037,2000,@LordDarthVader,@LordDarthVader,2020-12-05,vacunar él,0
7038,7038,2001,Lord Vader,@mantisreligioso,2020-12-05,politico enemigo,0
7039,7039,2002,Lord Vader,@mantisreligioso,2020-12-05,vacunar él,0
7040,7040,2003,Estela.#SiSePuede,@VazquezEstela1,2020-12-05,mucho duda vacuna,0
7041,7041,2004,Tía Úrsula,@antyUrsula,2020-12-04,ahora ginesggarcia decir vacuna solucionar dar cuenta titere impotente querer invectar yo mierda loco,0
7042,7042,2005,Diane Cohn C,@DianeCohn68,2020-12-04,causa afliccions ver inmenso cantidad persona aun asir tanto vulnerable tropelia inaudito nom reaccionar libertad ahora nunca,0
7043,7043,2006,@LordDarthVader,@LordDarthVader,2020-12-04,poder hablar vacuna twitter,0
7044,7044,2007,Lord Vader,@mantisreligioso,2020-12-04,vacunar él,0
7045,7045,2008,Lord Vader,@mantisreligioso,2020-12-04,twiiter censura opinar vacuna,0
7046,7046,2009,Lord Vader,@mantisreligioso,2020-12-04,vacunar él,0
7047,7047,2010,"Cristina Castello
41%",@CrisCastello01,2020-12-03,gin querer ser aguafiesta vacuna resolver problema tomar solo negocio canal 13 vacuna eliminar contagiado,0
7048,7048,2011,Yonomevacuno,@yonomevacuno,2020-12-03,vacuna obligatorio,0
7049,7049,2012,Adolfo,@adolfoarias7,2020-12-03,cuanto pagar gobiernodechile vacunir caere jueguito plandemio,0
7050,7050,2013,San,@sandivina,2020-12-03,opsom pretender crear pasaporte vacunacion poder viajar principio decir ser obligatorio vacunarte lado limitar libertad derecho si vacuna feo feo feo asunto,0
7051,7051,2014,"𝕄𝕒𝕝𝕪𝕡𝕤𝕪
♫︎♡︎シ︎",@maliquil,2020-12-03,cuerpo decision conejillo nadie bien cambio,0
7052,7052,2015,Lord Vader,@mantisreligioso,2020-12-03,politico enemigo,0
7053,7053,2016,Lord Vader,@mantisreligioso,2020-12-03,vacunar él,0
